Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
COLLECTOR,Mixed,,Rajkishor Panigrahy,26-Apr-2023 09:51 AM,26-Apr-2023 11:00 AM,techsummary_433094.pdf (482.46 KB),1.0,2113492.0,HARI KRISHNA RAO VAJRAPU,INR,59.98,Odisha State Civil Supplies Corp. Ltd.||CSO cum DM Raygada,2023_OSCSC_87505_1,617_10,L-II Transport Contractor for Gudari Block and NAC of Rayagada District for Biennial Year 2023-25,Finance,Selected L1 Bidder,Rajkishor Panigrahy,21-Aug-2023 05:28 PM,finance_433094.pdf,BOQ Comparative Chart,1,2113492,HARI KRISHNA RAO VAJRAPU,19-Apr-2023 01:47 PM,Accepted-AOC,Appointed as LII TC,21-Aug-2023 05:37 PM,Technical,2 Bidder are qualified for process of Price Bid.,Rajkishor Panigrahy,26-Apr-2023 08:53 AM,technical_433094.pdf,21-Aug-2023,"INR 3,502,111",587.0,Rajkishor Panigrahy,21-Aug-2023 05:36 PM,1407.pdf (880.00 KB),Appointed Sri V.Hari Krishna Rao LII TC,COLLECTOR,Mixed,ADMDLODSWORTOCSOcumDM,Rajkishor Panigrahy,21-Aug-2023 05:32 PM,finsummary_433094.pdf (296.78 KB),AOC,Odisha State Civil Supplies Corp. Ltd.||CSO cum DM Raygada,617_10,2023_OSCSC_87505_1,Yes,Open Tender,Percentage,Services,2.0,No,No,Online,No,No,No,1,ICICI BANK,1,Fee/PreQual/Technical,.pdf,Technical Bid,"5,900",0.0,Nil,Nil,No,L-II Transport Contractor for Gudari Block and NAC of Rayagada District for Biennial Year 2023-25,Transportation of Custom Milled Rice (CMR) from Rice Receiving Centre (RRC) to Retail Centre (FPS),Please refer Tender documents. ,NA ,"35,02,111",Handling and Transportation,Transportation ,Tender,45.0,700.0,Gudari Block and NAC of Rayagada District,765001.0,Rayagada ,"Meeting Hall of CSO-cum-District Manager, OSCSC Ltd., Rayagada  ",11-Apr-2023 11:00 AM ,"Collectorate, Rayagada",No ,No,"CSO-cum-District Manager, OSCSC Ltd., Rayagada","Collectorate Campus, Rayagada, Dist.Rayagada, Odisha-765001",04-Apr-2023 05:30 PM,20-Apr-2023 11:00 AM,04-Apr-2023 05:30 PM,19-Apr-2023 05:30 PM,04-Apr-2023 05:30 PM ,10-Apr-2023 05:30 PM ,04-Apr-2023 05:30 PM,19-Apr-2023 05:30 PM,26-Apr-2023 11:00 AM,"1,75,106",No,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,2,2113906,RAGHUNANDAN SAHU,17-Apr-2023 08:37 PM,Rejected-Finance,Rejected as L2 Bidder,21-Aug-2023 05:32 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,2,Finance,.xls,Financial Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
