EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"51,100",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"RC,PAN,GSTIN,NRC,AFFIDAVIT, EMD,TENDER PAPER COST AND ALL OTHER DOCUMENTS AS PER DTCN.","10,000",0.0,Nil,Nil,No,1.0,ICICI BANK,13-Apr-2023 05:30 PM,28-Apr-2023 11:30 AM,13-Apr-2023 05:30 PM,27-Apr-2023 05:30 PM,13-Apr-2023 05:30 PM ,19-Apr-2023 05:30 PM ,13-Apr-2023 05:30 PM,27-Apr-2023 05:30 PM,06-May-2023 12:30 PM,Improvement to right bank service road of Disty. No. 4C of K. Canal from Bhatapara to Gangapur from RD 1370m to RD2220m for the year 2023-24,Improvement to right bank service road of Disty. No. 4C of K. Canal from Bhatapara to Gangapur from RD 1370m to RD2220m for the year 2023-24,Please refer Tender documents. ,NA ,"51,01,541",Civil Works - Others,NA ,Tender,90.0,270.0,KENDUPATANA,754021.0,NA ,NA ,NA ,"O/O THE SUPERINTENDING ENGINEER, MND-I, JAGATPUR",No ,No,"CE-BM,LMB Basin,BBSR||SE, Eastern Circle,Cuttack||EE, Mahanadi North Division,Jagatpur",MND-01 OF 2023-24,2023_CELBB_87840_7,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"SUPERINTENDING ENGINEER, MND-I, JAGATPUR","O/O THE SUPERINTENDING ENGINEER, MND-I, JAGATPUR",AOC,1.0,2123351.0,BISWANATH BEHERA,INR,"4,336,820","CE-BM,LMB Basin,BBSR||SE, Eastern Circle,Cuttack||EE, Mahanadi North Division,Jagatpur",2023_CELBB_87840_7,MND-01 OF 2023-24,Improvement to right bank service road of Disty. No. 4C of K. Canal from Bhatapara to Gangapur from RD 1370m to RD2220m for the year 2023-24,ER. SANJEEB KUMAR BEHERA,Internal,,Supriya Sahoo,05-May-2023 11:05 AM,06-May-2023 12:30 PM,techsummary_434034.pdf (488.62 KB),10-Aug-2023,"INR 4,336,820",270.0,Sanjeeb Kumar Behera,10-Aug-2023 12:35 PM,mnd17.pdf (1117.00 KB),ER S.K. BEHERA,Internal,,Supriya Sahoo,17-Jun-2023 05:49 PM,finsummary_434034.pdf (668.57 KB),Finance,14 BIDDER PARTICIPATED,Sanjeeb Kumar Behera,06-May-2023 04:00 PM,,BOQ Comparative Chart,Technical,14 NO OF BIDDERS HAVE PARTICIPATED,Sanjeeb Kumar Behera,28-Apr-2023 02:13 PM,,1,2122872,BALSRI K KUMAR AVIJIT,26-Apr-2023 07:32 PM,Rejected-Finance,NOT SELECTED IN LOTTERY,17-Jun-2023 05:49 PM,AOC
,,,,,,2.0,Finance,.xls,BILL OF QUANTITY,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2123153,BISWAJIT PANDA,27-Apr-2023 12:40 PM,Rejected-Finance,NOT SELECTED IN LOTTERY,17-Jun-2023 05:49 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2123351,BISWANATH BEHERA,26-Apr-2023 04:55 PM,Accepted-AOC,SELECTED IN LOTTERY,10-Aug-2023 12:36 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2119912,KALINGA CONSTRUCTION,23-Apr-2023 12:15 PM,Rejected-Finance,NOT SELECTED IN LOTTERY,17-Jun-2023 05:49 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2114628,LOKANATH ROUT,22-Apr-2023 12:23 PM,Rejected-Finance,NOT SELECTED IN LOTTERY,17-Jun-2023 05:49 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2114925,MANAS RANJAN SAHOO,17-Apr-2023 12:21 PM,Rejected-Finance,NOT SELECTED IN LOTTERY,17-Jun-2023 05:49 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2121856,M/s. ASHIRBAD INDUSTRIES Prp. PRAKASH CHANDRA LENKA,27-Apr-2023 08:59 AM,Rejected-Finance,NOT SELECTED IN LOTTERY,17-Jun-2023 05:49 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2121854,M/s. BHAGABATI INDUSTRIES Prop. NIRANJAN PANDA,27-Apr-2023 08:41 AM,Rejected-Finance,NOT SELECTED IN LOTTERY,17-Jun-2023 05:49 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2124066,RAJ KISHOR BHOI,27-Apr-2023 10:26 AM,Rejected-Finance,NOT SELECTED IN LOTTERY,17-Jun-2023 05:49 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2123130,SAURAV BISWAL,27-Apr-2023 01:29 PM,Rejected-Finance,NOT SELECTED IN LOTTERY,17-Jun-2023 05:49 PM,AOC
