Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
Odisha State Civil Supplies Corp. Ltd.||CSO cum DM Khurda,3059 DT 18.05.2023,2023_OSCSC_89130_1,Yes,Open Tender,Percentage,Services,2.0,No,No,Online,No,No,No,20-May-2023 10:00 AM,09-Jun-2023 11:00 AM,20-May-2023 10:00 AM,08-Jun-2023 05:30 PM,20-May-2023 10:00 AM ,22-May-2023 10:00 AM ,20-May-2023 11:00 AM,08-Jun-2023 05:30 PM,28-Jun-2023 11:00 AM,Selection and appointment of L-II transport contractor for transportation of Custom Milled Rice(CMR) from Rice Receiving Centre (RRC) to Retail Centre (FPS) Khordha District.,Selection and appointment of L-II transport contractor for transportation of Custom Milled Rice(CMR) from Rice Receiving Centre (RRC) to Retail Centre (FPS) Khordha District.,Please refer the tender document ,NA ,"45,88,211",Handling and Transportation,Transportaion ,Tender,45.0,690.0,"PEG(Mulajhari),Tangi to FPS Points of Tangi Block",752056.0,"Conference Hall, Collectorate, Khordha ","Conference Hall, Collectorate, Khordha ",22-May-2023 11:00 AM ,"Conference Hall, Collectorate, Khordha",No ,No,1.0,Fee/PreQual/Technical,.pdf,NIT,1.0,ICICI BANK,"5,900",0.0,Nil,Nil,No,"CSO-cum-District Manager, OSCSC Ltd,Khordha","O/o-CSO-cum-District Manager, OSCSC Ltd,Khordha","2,29,411",No,fixed,,Nil,Nil,AOC,08-Aug-2023,"INR 4,588,211",690.0,Sugda Murmu,18-Aug-2023 05:52 PM,5583.pdf (157.00 KB),Sri Chandeswar das as appointment for transport contractor for Tangi block.,"Collector,Khordha",External,"ADM,DSWO,ARTO,ALO,CSO",Sugda Murmu,08-Aug-2023 03:24 PM,finsummary_438534.pdf (1828.18 KB),Finance,Price Bid open and BOQ download submitted before DLTC for scrutiny.,Sugda Murmu,08-Aug-2023 03:13 PM,,BOQ Comparative Chart,Technical,Two nos bidders have applied and the document uploaded by bidders have been downloaded and submitted before DLTC for technical evaluation.,Sugda Murmu,27-Jun-2023 04:00 PM,,1.0,2152449.0,chandeswar das,08-Jun-2023 12:26 PM,Accepted-AOC,approved by Corp HO.,18-Aug-2023 05:53 PM,Odisha State Civil Supplies Corp. Ltd.||CSO cum DM Khurda,2023_OSCSC_89130_1,3059 DT 18.05.2023,Selection and appointment of L-II transport contractor for transportation of Custom Milled Rice(CMR) from Rice Receiving Centre (RRC) to Retail Centre (FPS) Khordha District.,1.0,2152449.0,chandeswar das,INR,27.96,"Collector,Khordha",External,"ADM,DSWO,ARTO,ALO,CSO-cum-District Manager",Sugda Murmu,27-Jun-2023 04:02 PM,28-Jun-2023 11:00 AM,techsummary_438534.pdf (348.58 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,DTCN,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2152546.0,Prakash chandra sahoo,08-Jun-2023 12:34 PM,Rejected-Finance,Quoted high rate so DLTC reject.,08-Aug-2023 03:23 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
