S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,S.No,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
1.0,2105742.0,NIRANJAN PADHI,INR,"56,073,089.98",CE RW I||RWCIRCLE-SUNABEDA,2023_CERWI_86597_5,CCERWCSBD-Online-51/2022-23,Construction of Road from Jharigam Ekamba PWD road to Baidapada in the Districts of Nabarangpur under CMRL for the year 2022-23.,"Chief Construction Engineer Sunabeda R.W.Circle, Sunabeda",Internal,"Executive Engineer, DAO, Estimator of Rural Works Division, Umerkote Estimator R.W. Circle Sunabeda",Sridhara Nayak,26-Apr-2023 08:02 AM,02-May-2023 11:00 AM,techsummary_430246.pdf (589.04 KB),07-Aug-2023,"INR 65,960,581.08",367.0,Sridhara Nayak,07-Aug-2023 09:15 PM,AOC-JHARIGAON.pdf (401.00 KB),Award of contract of Sri Niranjan Padhi through transparency lottery system.,"Chief Construction Engineer Sunabeda R.W.Circle, Sunabeda",Internal,"Executive Engineer, DAO, Estimator of Rural Works Division Umerkote, Estimator R.W. Circle Sunabeda",Sridhara Nayak,07-Aug-2023 09:13 PM,finsummary_430246.pdf (915.76 KB),1,2100918,Akbar Ali,27-Mar-2023 09:18 PM,Rejected-Technical,Disqualified,26-Apr-2023 08:02 AM,Technical,bidders list,Sridhara Nayak,26-Apr-2023 07:56 AM,technical_430246.pdf,Finance,CS,Sridhara Nayak,07-Aug-2023 09:08 PM,finance_430246.pdf,BOQ Comparative Chart,AOC,1.0,2nd corrigendum,Date,,1.0,Fee/PreQual/Technical,.pdf,"Bid Cost, EMD, RC,PAN, GST, Affidavit regarding correctness, No relation certificate","6,59,700",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,"10,000",0.0,Nil,Nil,No,Chief Construction Engineer,"Rural Works Circle, Sunabeda-1, Near Jagannath Temple, PIN-763001, Dist-Koraput",CE RW I||RWCIRCLE-SUNABEDA,CCERWCSBD-Online-51/2022-23,2023_CERWI_86597_5,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,Construction of Road from Jharigam Ekamba PWD road to Baidapada in the Districts of Nabarangpur under CMRL for the year 2022-23.,Construction of Road from Jharigam Ekamba PWD road to Baidapada in the Districts of Nabarangpur under CMRL for the year 2022-23.,N.A. ,NA ,"6,59,61,000",Civil Works - Roads,NA ,Tender,90.0,367.0,UMERKOTE,764073.0,NA ,NA ,NA ,"C.C.E, Rural Works Circle, Sunabeda",No ,No,01-Mar-2023 11:00 AM,29-Mar-2023 11:00 AM,01-Mar-2023 11:00 AM,28-Mar-2023 05:30 PM,01-Mar-2023 11:00 AM ,27-Mar-2023 02:00 PM ,01-Mar-2023 11:00 AM,28-Mar-2023 05:30 PM,02-May-2023 11:00 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2105815,ANUP BUILDERS,28-Mar-2023 03:53 PM,Rejected-AOC,Reject,07-Aug-2023 09:16 PM,,,,,,,,,,,,AOC,,,,,,,.pdf,"Annual Turn over certificate from CA, Similar nature of Work Certificate",,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2100461,CHANDRA SEKHAR JENA,18-Mar-2023 03:25 PM,Rejected-AOC,Reject,07-Aug-2023 09:16 PM,,,,,,,,,,,,AOC,,,,,,,.pdf,Machineries and other documents as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2099784,D. K. Engineering and Construction,28-Mar-2023 04:47 PM,Rejected-AOC,Reject,07-Aug-2023 09:16 PM,,,,,,,,,,,,AOC,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2105742,NIRANJAN PADHI,28-Mar-2023 02:15 PM,Accepted-AOC,Award of contract of Sri NIRANJAN PADHI through transparency lottery system.,07-Aug-2023 09:16 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2099761,Niranjan Swain,17-Mar-2023 10:11 PM,Rejected-AOC,Reject,07-Aug-2023 09:16 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2105616,RASMITA SWAIN,28-Mar-2023 04:05 PM,Rejected-AOC,Reject,07-Aug-2023 09:16 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2099575,SANGRAM KESHARI NAYAK,27-Mar-2023 10:43 PM,Rejected-AOC,Reject,07-Aug-2023 09:16 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
