Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage
EIC-CIVIL||SERNB-CIRCLE-DHENKANAL||EERNB-DIVN-DHENKANAL,SE DKL (R and B) 06 2023-24,2023_EICCL_89532_9,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,RC PAN GST,"4,000",0.0,Nil,Nil,No,Construction of Bio Medical Waste management equipment area at Analaberini CHC in the district of Dhenkanal,Construction of Bio Medical Waste management equipment area at Analaberini CHC in the district of Dhenkanal,Please refer tender documents ,NA ,"9,49,438",Civil Works - Buildings,NA ,Tender,90.0,90.0,Dhenkanal,759001.0,NA ,NA ,NA ,SE R and B Dhenkanal,No ,No,1.0,ICICI BANK,02-Jun-2023 10:00 AM,17-Jun-2023 11:00 AM,02-Jun-2023 10:00 AM,16-Jun-2023 05:00 PM,NA ,NA ,02-Jun-2023 10:00 AM,16-Jun-2023 05:00 PM,"9,500",Yes,fixed,,Nil,Nil,SE R and B Dhenkanal,SE R and B Dhenkanal,AOC,Superintending Engineer Dhenkanal R and B Division,Internal,SE Sr DAO AEE estimator JEE estimator,Manoranjan Biswal,05-Jul-2023 08:33 PM,techsummary_439947.pdf (180.75 KB),1.0,2153856.0,M/S. RAJ RIYANSH CONSTRUCTIONS,INR,"807,117",EIC-CIVIL||SERNB-CIRCLE-DHENKANAL||EERNB-DIVN-DHENKANAL,2023_EICCL_89532_9,SE DKL (R and B) 06 2023-24,Construction of Bio Medical Waste management equipment area at Analaberini CHC in the district of Dhenkanal,1,2160510,ASHOK KUMAR SETHY,16-Jun-2023 10:02 AM,Rejected-AOC,Disqualified in transparent lottery,19-Aug-2023 09:14 AM,Superitending Engineer,Internal,SE Sr DAO AEE Estimator JE Estimator,Manoranjan Biswal,19-Aug-2023 08:52 AM,finsummary_439947.pdf (19.37 KB),Finance,Eleven bids are opened,Manoranjan Biswal,17-Jun-2023 04:00 PM,finance_439947.pdf,BOQ Comparative Chart,19-Aug-2023,"INR 949,438",90.0,Manoranjan Biswal,19-Aug-2023 09:12 AM,anlaberini_chc.pdf (329.00 KB),Agreement done on 24.07.2023,AOC
,,,,,,,,,,,,,,,,.pdf,Affidavit Machineries,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,2,2160979,BODHINATH JAGADISH CHANDRA,16-Jun-2023 11:40 AM,Rejected-AOC,Disqualified in transparent lottery,19-Aug-2023 09:14 AM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,3,2159380,KEDAR NAIK,13-Jun-2023 09:14 AM,Rejected-AOC,Disqualified in transparent lottery,19-Aug-2023 09:14 AM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,4,2159327,MANOJ KUMAR MOHANTY,15-Jun-2023 10:13 AM,Rejected-AOC,Disqualified in transparent lottery,19-Aug-2023 09:14 AM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,5,2153856,M/S. RAJ RIYANSH CONSTRUCTIONS,05-Jun-2023 12:49 PM,Accepted-AOC,work has been awarded,19-Aug-2023 09:14 AM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,6,2159190,NITYANANDA DEHURI,12-Jun-2023 10:23 AM,Rejected-AOC,Disqualified in transparent lottery,19-Aug-2023 09:14 AM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,7,2161082,PRASHANT KUMAR NAYAK,16-Jun-2023 11:25 AM,Rejected-AOC,Disqualified in transparent lottery,19-Aug-2023 09:14 AM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,8,2161416,RASHMITA ROUT,16-Jun-2023 12:53 PM,Rejected-AOC,Disqualified in transparent lottery,19-Aug-2023 09:14 AM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,9,2159729,SATYABHAMA BEHERA,16-Jun-2023 11:03 AM,Rejected-AOC,Disqualified in transparent lottery,19-Aug-2023 09:14 AM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,10,2160661,SNEHANJALI SAHOO,16-Jun-2023 11:20 AM,Rejected-AOC,Disqualified in transparent lottery,19-Aug-2023 09:14 AM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,11,2159769,SRI NARAYAN SAHOO,15-Jun-2023 10:39 AM,Rejected-AOC,Disqualified in transparent lottery,19-Aug-2023 09:14 AM,,,,,,,,,,,,,,,,,,,,AOC
