Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
Finance,tender opened,Bikram Kumar Malik,16-Apr-2023 05:54 PM,finance_432407.pdf,BOQ Comparative Chart,1.0,2112289.0,M/s SANTOSH KUMAR RATH,INR,"388,029.404",Municipal Bodies||Vyasanagar Municipality,2023_ORULB_87271_66,VNM/05/2022-23,Construction of paver road From Amit Kumar laha House to towards Gyana Ranjan babu house in ward -16,EO,Internal,me je,Tarun Kumar Mohapatra,26-Aug-2023 12:05 PM,finsummary_432407.pdf (215.27 KB),EO,Internal,JE ME,Tarun Kumar Mohapatra,26-Aug-2023 11:54 AM,techsummary_432407.pdf (215.27 KB),26-Aug-2023,"INR 772,217",90.0,Tarun Kumar Mohapatra,26-Aug-2023 12:07 PM,1.pdf (215.00 KB),Total BOQ amount,1.0,2112289.0,M/s SANTOSH KUMAR RATH,11-Apr-2023 05:21 PM,Accepted-AOC,rejected,26-Aug-2023 12:08 PM,AOC,"5,470",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,document as per DTCN,Municipal Bodies||Vyasanagar Municipality,VNM/05/2022-23,2023_ORULB_87271_66,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,executive officer,Executive Office chamber Vyasanagar Municipality,28-Mar-2023 10:00 AM,13-Apr-2023 11:00 AM,28-Mar-2023 10:00 AM,12-Apr-2023 05:00 PM,NA ,NA ,28-Mar-2023 10:00 AM,12-Apr-2023 05:00 PM,"4,000",0.0,Nil,Nil,No,Construction of paver road From Amit Kumar laha House to towards Gyana Ranjan babu house in ward -16,Construction of paver road From Amit Kumar laha House to towards Gyana Ranjan babu house in ward -16,Please refer Tender documents. ,NA ,"5,46,903",Civil Works - Roads,NA ,Tender,45.0,90.0,vyasanagar municipality,755019.0,NA ,NA ,NA ,executive office chamber vyasanagar municipality,No ,No,AOC
,,,,,,2.0,2112295.0,SUVENDU KUMAR NAYAK,INR,"384,187.529",,,,,,,,,,,,,,,,,,,,,,,,2.0,2112295.0,SUVENDU KUMAR NAYAK,11-Apr-2023 05:14 PM,Accepted-AOC,accepted,26-Aug-2023 12:08 PM,AOC,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,.pdf,NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
