S.No,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,1st Corrigendum of ETCN 03 of 2023-24,Fee,,1.0,Fee/PreQual/Technical/Finance,.pdf,TECHNICAL DOCUMENTS AS PER DTCN,EIC-CIVIL||SERNB-CIRCLE-CENTRAL||EERNB-DIVN-IV-BBSR,eTCN-03,2023_EICCL_88403_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"28,193",Yes,fixed,,Nil,Nil,"Completion of balance work of Satya Sai College Womens Hostel Building, Bhubaneswar for the year 2022-23","Completion of balance work of Satya Sai College Womens Hostel Building, Bhubaneswar for the year 2022-23",Pl refer DTCN ,NA ,"28,19,345",Civil Works - Buildings,Building works ,Tender,90.0,90.0,Bhubaneswar,751001.0,NA ,NA ,NA ,O.O.E.E.BBSR RandB Divn No.4,No ,No,1.0,ICICI BANK,"6,000",0.0,Nil,Nil,No,26-Apr-2023 09:00 AM,09-May-2023 11:30 AM,26-Apr-2023 09:00 AM,08-May-2023 05:30 PM,NA ,NA ,26-Apr-2023 09:00 AM,08-May-2023 05:30 PM,E.E.BBSR RandB Divn No.4,Nirman Soudha Unit 5 Bhubaneswar Dist Khordha Odisha,AOC,Executive Engineer,Internal,Sr DAO Estimator,Sachin Kumar Sahoo,10-Aug-2023 10:22 PM,techsummary_435824.pdf (698.25 KB),EIC-CIVIL||SERNB-CIRCLE-CENTRAL||EERNB-DIVN-IV-BBSR,2023_EICCL_88403_1,eTCN-03,"Completion of balance work of Satya Sai College Womens Hostel Building, Bhubaneswar for the year 2022-23",1.0,2131106.0,ASHWINI KUMAR JENA,INR,"2,396,725",1,2130990,AJITA SAHOO,05-May-2023 06:12 PM,Rejected-Finance,Disqualified in Transparent Lottery System,10-Aug-2023 10:26 PM,Executive Engineer,Internal,Sr DAO Estimator,Sachin Kumar Sahoo,10-Aug-2023 10:26 PM,finsummary_435824.pdf (698.25 KB),Finance,Bid opened for necessary evaluation,Sachin Kumar Sahoo,09-May-2023 01:54 PM,,BOQ Comparative Chart,10-Aug-2023,"INR 2,396,725",90.0,Sachin Kumar Sahoo,10-Aug-2023 10:27 PM,WO.pdf (698.00 KB),Work Awarded,AOC
2.0,1st Corrigendum,Other,,,,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,2,2131106,ASHWINI KUMAR JENA,05-May-2023 07:16 PM,Accepted-AOC,Work awarded,10-Aug-2023 10:27 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,3,2133683,D D CONSTRUCTION AND EQUIPMENTS,08-May-2023 02:05 PM,Rejected-Finance,Disqualified in Transparent Lottery System,10-Aug-2023 10:26 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,4,2131085,DIPTI RANJAN JENA,05-May-2023 07:07 PM,Rejected-Finance,Disqualified in Transparent Lottery System,10-Aug-2023 10:26 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,5,2133974,MRUTUNJAYA MOHANTY,08-May-2023 03:54 PM,Rejected-Finance,Disqualified in Transparent Lottery System,10-Aug-2023 10:26 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,6,2130316,mukti kanta rana,05-May-2023 06:49 PM,Rejected-Finance,Disqualified in Transparent Lottery System,10-Aug-2023 10:26 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,7,2129527,NARENDRA KUMAR MOHAPATRA,04-May-2023 07:39 PM,Rejected-Finance,Disqualified in Transparent Lottery System,10-Aug-2023 10:26 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,8,2132102,SEBATI SAHOO,08-May-2023 12:29 PM,Rejected-Finance,Disqualified in Transparent Lottery System,10-Aug-2023 10:26 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,9,2131066,SIDHANTA RAY,05-May-2023 06:57 PM,Rejected-Finance,Disqualified in Transparent Lottery System,10-Aug-2023 10:26 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,10,2133884,SUBHRAJIT PRADHAN,08-May-2023 03:30 PM,Rejected-Finance,Disqualified in Transparent Lottery System,10-Aug-2023 10:26 PM,,,,,,,,,,,,,,,,,,,,AOC
