Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Odisha State Civil Supplies Corp. Ltd.||CSO cum DM Gajapati,2023_OSCSC_88492_1,1165-27.04.2023,TENDER DOCUMENT OF HANDLING CONTRACTOR (LABOUR WORKS) FOR HANDLING OF FOOD GRAINS (RICE AND WHEAT) AT THE ALL RRC OF GAJAPATI DISTRICT,1.0,2134785.0,RAMA CH. SABAT,INR,31.68,"ADM,GAJAPATI",Internal,"DLO,GAJAPATI RTO GAJAPATI ,DSWO GAJAPATI,CSO CUM DM OSCSC Ltd.,GAJAPATI",Prafulla Kumar Behera,23-May-2023 01:08 PM,24-May-2023 11:00 AM,techsummary_436025.pdf (84.98 KB),COLLECTOR GAJAPATI,Internal,CSO DSWO RTO DLO,Prafulla Kumar Behera,17-Aug-2023 06:29 PM,finsummary_436025.pdf (127.85 KB),17-Aug-2023,"INR 13,917,269.36",730.0,Prafulla Kumar Behera,17-Aug-2023 06:34 PM,2033.pdf (128.00 KB),Total quantiry of rice wheat of the district as above,1,2135791,PUSPANJALI SAHU,15-May-2023 11:24 AM,Rejected-Finance,HIGHESTBIDDER,17-Aug-2023 06:29 PM,Technical,The document are opened infront of DLTC and scrutinised . The DLTC as well as tenderer are agreed to proceed further,Bhaskar Majhi,17-May-2023 01:12 PM,,Finance,The Financial bid opened and placed before DLTC,Prafulla Kumar Behera,24-May-2023 12:49 PM,,BOQ Comparative Chart,AOC,TENDER DOCUMENT OF HANDLING CONTRACTOR (LABOUR WORKS) FOR HANDLING OF FOOD GRAINS (RICE AND WHEAT) AT THE ALL RRC OF GAJAPATI DISTRICT,HANDLING CONTRACTOR (LABOUR WORKS) FOR HANDLING OF FOOD GRAINS,AS PER MENTIONED TENDER DOCUMENT  ,NA ,"1,39,17,269",Handling and Transportation,NA ,Tender,45.0,730.0,HANDLING CONTRACTOR (LABOUR WORKS) FOR HANDLING OF,761200.0,"CSO OFFICE, COLLECTORATE BUILDING ,GAJAPATI ","CSO OFFICE, COLLECTORATE BUILDING ,GAJAPATI ",03-May-2023 09:00 AM ,"CSO OFFICE, COLLECTORATE BUILDING ,GAJAPATI",No ,No,1,Fee/PreQual/Technical,.pdf,TECHNICAL BIDD FOR APPOINTMENT OF HANDLING CONTRACTOR FOR GAJAPATI DISTRICT FOR THE YEAR 2023 25,"11,800",0.0,Nil,Nil,No,CSO GAJAPATI,"CSO OFFICE, COLLECTORATE BUILDING ,GAJAPATI",01-May-2023 09:00 AM,17-May-2023 11:00 AM,01-May-2023 09:00 AM,15-May-2023 05:00 PM,NA ,NA ,01-May-2023 09:00 AM,15-May-2023 05:00 PM,24-May-2023 11:00 AM,"6,95,863",Yes,percentage,5.0%,Nil,Nil,1,ICICI BANK,Odisha State Civil Supplies Corp. Ltd.||CSO cum DM Gajapati,1165-27.04.2023,2023_OSCSC_88492_1,Yes,Open Tender,Percentage,Services,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2134785,RAMA CH. SABAT,15-May-2023 11:46 AM,Accepted-AOC,lowest bidder,17-Aug-2023 06:35 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2,Finance,.xls,FINANCIAL BID FOR APPOINTMENT OF HANDLING CONTRACTOR FOR GAJAPATI DISTRICT FOR THE YR 2023-25,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,AOC
