Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
EIC-CIVIL||SERNB-CIRCLE-BERHAMPUR||EERNB-DIVN-GANJAM I,S.E.(RandB)-Divn. No.I-BAM-No.102/2022-23,2023_EICCL_87862_12,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,14-Apr-2023 09:00 AM,26-Apr-2023 11:30 AM,14-Apr-2023 09:00 AM,25-Apr-2023 04:00 PM,14-Apr-2023 09:00 AM ,24-Apr-2023 04:00 PM ,14-Apr-2023 09:00 AM,25-Apr-2023 04:00 PM,"7,200",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Cost, EMD (Online), RC, PAN, GSTIN,affidavit other documents and forms as per DTCN","4,000",0.0,Nil,Nil,No,Superintending Engineer,"Ganjam RandB Division No.I, Giri Road, Berhampur, 760005","Construction of Containment Area at C.H.C, Patrapur in Ganjam District",Building work,Please refer Tender documents. ,NA ,"7,14,544",Civil Works - Buildings,NA ,Tender,90.0,120.0,"Patrapur, Ganjam",761004.0,NA ,NA ,NA ,"O/o the SE, Ganjam RandB Division No.I, Berhampur",No ,No,1.0,ICICI BANK,AOC,EIC-CIVIL||SERNB-CIRCLE-BERHAMPUR||EERNB-DIVN-GANJAM I,2023_EICCL_87862_12,S.E.(RandB)-Divn. No.I-BAM-No.102/2022-23,"Construction of Containment Area at C.H.C, Patrapur in Ganjam District",Superintending Engineer,Internal,Sr DAO AE Estimators,Bankim Chandra Panda,02-Aug-2023 01:24 PM,finsummary_434105.pdf (405.17 KB),Finance,5 Nos bidders are participated and tender under Scrutiny,Bankim Chandra Panda,26-Apr-2023 02:27 PM,finance_434105.pdf,BOQ Comparative Chart,1.0,2122167.0,RANJAN KUMAR JANI,INR,"607,434",1,2120371,AMULYA NARAYAN NAYAK,24-Apr-2023 07:25 AM,Rejected-AOC,Reject in Lottery,02-Aug-2023 01:28 PM,02-Aug-2023,"INR 607,434",120.0,Bankim Chandra Panda,02-Aug-2023 01:27 PM,aoc.pdf (292.00 KB),Contract awarded to Sri Ranjan Kumar Jani,Superintending Engineer,Internal,Sr DAO AE Estimators,Bankim Chandra Panda,02-Aug-2023 01:20 PM,techsummary_434105.pdf (292.13 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of quantity,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,2,2121161,JYOTI PRABHA PANDA,24-Apr-2023 02:52 PM,Rejected-AOC,Reject in Lottery,02-Aug-2023 01:28 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,2120807,Mitra Sethi,24-Apr-2023 11:53 AM,Rejected-AOC,Reject in Lottery,02-Aug-2023 01:28 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,2122167,RANJAN KUMAR JANI,25-Apr-2023 03:53 PM,Accepted-AOC,Win in Lottery,02-Aug-2023 01:28 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,2121786,Sanjiya Behera,25-Apr-2023 10:56 AM,Rejected-AOC,Reject in Lottery,02-Aug-2023 01:28 PM,,,,,,,,,,,,,,AOC
