S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
1.0,2138514.0,LIPU KUMAR MALL,INR,"2,297,430",Finance,6 BIDDERS PARTICIPATED,Sanjeeb Kumar Behera,17-May-2023 08:09 AM,,BOQ Comparative Chart,ER S.K. BEHERA,Internal,,Supriya Sahoo,30-Jun-2023 06:21 PM,finsummary_437211.pdf (381.11 KB),"CE-BM,LMB Basin,BBSR||SE, Eastern Circle,Cuttack||EE, Mahanadi North Division,Jagatpur",2023_CELBB_88792_25,MND-02 OF 2023-24,Protection to Chittrotpala left embankment near RD 6.00 Km and Construction of VRB at RD 150 Mtr.and RD 410m of Charirakaba Minor and RD 1980m of Bhoipada S/M and Construction of Retaining wall in Charirakaba Minor and Sarobarpur Minor for the year,ER S.K. BEHERA,Internal,,Supriya Sahoo,30-Jun-2023 05:45 PM,techsummary_437211.pdf (278.65 KB),1,2138523,ALOKASHRIBAD PANDA,15-May-2023 01:05 PM,Rejected-Finance,NOT SELECTED IN LOTTERY,30-Jun-2023 06:21 PM,11-Aug-2023,"INR 2,297,430",270.0,Sanjeeb Kumar Behera,11-Aug-2023 01:50 PM,mnd225.pdf (830.00 KB),AOC,09-May-2023 09:00 AM,16-May-2023 11:30 AM,09-May-2023 09:00 AM,15-May-2023 05:30 PM,09-May-2023 09:00 AM ,12-May-2023 05:30 PM ,09-May-2023 09:00 AM,15-May-2023 05:30 PM,Protection to Chittrotpala left embankment near RD 6.00 Km and Construction of VRB at RD 150 Mtr.and RD 410m of Charirakaba Minor and RD 1980m of Bhoipada S/M and Construction of Retaining wall in Charirakaba Minor and Sarobarpur Minor for the year,Protection to Chittrotpala left embankment near RD 6.00 Km and Construction of VRB at RD 150 Mtr.and RD 410m of Charirakaba Minor and RD 1980m of Bhoipada S/M and Construction of Retaining wall in Charirakaba Minor and Sarobarpur Minor for the year,Please refer Tender documents. ,NA ,"27,02,541",Civil Works - Others,NA ,Tender,90.0,270.0,NAGESHPUR,754021.0,NA ,NA ,NA ,"O/O THE SUPERINTENDING ENGINEER, MND-I, JAGATPUR",No ,No,"27,100",Yes,fixed,,Nil,Nil,"6,000",0.0,Nil,Nil,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"TENDER PAPER COST,EMD,PAN,GSTIN,AFFIDAVIT, NRC AND OTHER DOCUMENTS AS PER DTCN","SUPERINTENDING ENGINEER, MND-I, JAGATPUR","O/O THE SUPERINTENDING ENGINEER, MND-I, JAGATPUR","CE-BM,LMB Basin,BBSR||SE, Eastern Circle,Cuttack||EE, Mahanadi North Division,Jagatpur",MND-02 OF 2023-24,2023_CELBB_88792_25,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2137704,HAREKRUSHNA NAYAK,15-May-2023 02:16 PM,Rejected-Finance,NOT SELECTED IN LOTTERY,30-Jun-2023 06:21 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2138514,LIPU KUMAR MALL,15-May-2023 09:07 AM,Accepted-AOC,SELECTED IN LOTTERY,11-Aug-2023 01:50 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2138840,Saroj Kumar Mallick,15-May-2023 12:59 PM,Rejected-Finance,NOT SELECTED IN LOTTERY,30-Jun-2023 06:21 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2139288,SHEKHAR SAKTI SAMANTARAY,15-May-2023 04:30 PM,Rejected-Finance,NOT SELECTED IN LOTTERY,30-Jun-2023 06:21 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2139255,SURENDRA NATH SWAIN,15-May-2023 04:17 PM,Rejected-Finance,NOT SELECTED IN LOTTERY,30-Jun-2023 06:21 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
