EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"7,796",Yes,percentage,1.0%,Nil,Nil,Constn. of CC Road and drain from kalu Saha Res to Buna res at Balibila Arad Bazar in W.N-18 under Balasore Municipality,Constn. of CC Road and drain from kalu Saha Res to Buna res at Balibila Arad Bazar in W.N-18 under Balasore Municipality,Please refer Tender documents. ,NA ,"7,79,578",Civil Works - Others,NA ,Tender,90.0,60.0,Balasore Municipality,756003.0,NA ,NA ,NA ,Balasore Municipality,No ,No,1,ICICI BANK,"Executive Officer, Balasore Municipality",Balasore Municipality,"4,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,Municipal Bodies||Balasore Municipality,BM_02_2023_24,2023_ORULB_88734_48,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,08-May-2023 05:00 PM,22-May-2023 11:00 AM,08-May-2023 05:00 PM,20-May-2023 05:00 PM,NA ,NA ,08-May-2023 05:00 PM,20-May-2023 05:00 PM,AOC,Municipal Bodies||Balasore Municipality,2023_ORULB_88734_48,BM_02_2023_24,Constn. of CC Road and drain from kalu Saha Res to Buna res at Balibila Arad Bazar in W.N-18 under Balasore Municipality,EO ME CP,Internal,,Pranabananda Sahu,11-Aug-2023 06:15 PM,finsummary_437068.pdf (673.10 KB),Finance,Tender opened successfully,Kunal Motiram Chavan,23-May-2023 08:54 AM,,BOQ Comparative Chart,1.0,2142432.0,SUJIT KUMAR MAJHI,INR,"771,782.22",1,2142403,ANJAN KUMAR JENA,19-May-2023 09:09 PM,Rejected-Finance,L2,11-Aug-2023 06:15 PM,11-Aug-2023,"INR 919,902",60.0,Pranabananda Sahu,11-Aug-2023 06:16 PM,WO0248.pdf (337.00 KB),EO ME CP,Internal,,Pranabananda Sahu,11-Aug-2023 02:20 PM,techsummary_437068.pdf (673.10 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,2142432,SUJIT KUMAR MAJHI,19-May-2023 09:43 PM,Accepted-AOC,WO,11-Aug-2023 06:16 PM,,,,,,,,,,,,,AOC
