Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
Odisha State Civil Supplies Corp. Ltd.||CSO cum DM Jajpur,1442/ DTD. 15.04.2023,2023_OSCSC_87931_1,Yes,Open Tender,Percentage,Services,2.0,No,No,Online,No,No,No,"O/o CSO-cum-DM, Jajpur","O/o CSO-cum-DM, Jajpur At/Po/dist- Jajpur 755001",1.0,Fee/PreQual/Technical,.pdf,Tender document,17-Apr-2023 11:00 AM,03-May-2023 10:00 AM,17-Apr-2023 11:00 AM,02-May-2023 01:00 PM,NA ,NA ,17-Apr-2023 11:00 AM,02-May-2023 01:00 PM,24-May-2023 10:00 AM,1.0,ICICI BANK,"4,18,206",No,fixed,,Nil,Nil,"Selection and appointment of Transport Contractor for Transportation of CMR from OSWC, Dhanamandal to FPS of Rasulpur Block for the biennial 2023-25 of Jajpur Dist.","Selection and appointment of Transport Contractor for Transportation of CMR from OSWC, Dhanamandal to FPS of Rasulpur Block for the biennial 2023-25 of Jajpur Dist.",Please refer Tender documents. ,NA ,,Handling and Transportation,NA ,Tender,45.0,730.0,Rasulpur Block,755001.0,"O/o CSO-cum-DM, Jajpur ","O/o CSO-cum-DM, Jajpur At/Po/dist- Jajpur 755001 ",21-Apr-2023 11:00 AM ,"Collectorate, Jajpur",No ,No,"5,900",0.0,Nil,Nil,No,AOC,Odisha State Civil Supplies Corp. Ltd.||CSO cum DM Jajpur,2023_OSCSC_87931_1,1442/ DTD. 15.04.2023,"Selection and appointment of Transport Contractor for Transportation of CMR from OSWC, Dhanamandal to FPS of Rasulpur Block for the biennial 2023-25 of Jajpur Dist.",1.0,2117273.0,AKSHAYA KUMAR SWAIN,INR,42.86,"Collector, Jajpur",Internal,"ADM,Jajpur/RTO,Jajpur/DSWO,Jajpur/DLO,Jajpur/VSO-cum-DM,Jajpur",Ramesh Biswal,22-May-2023 12:46 PM,24-May-2023 10:00 AM,techsummary_434369.pdf (1233.92 KB),"Collector, Jajpur",Internal,"RTO,Jajpur,DSWO,Jajpur,DLO,Jajpur,ADM,Jajpur,CSO,Jajpur",Ramesh Biswal,21-Aug-2023 01:21 PM,finsummary_434369.pdf (1131.38 KB),21-Aug-2023,"INR 8,364,130",730.0,Salauddin Khan,21-Aug-2023 01:57 PM,proceedingfinancialbidL2.pdf (978.00 KB),Technical,All the bidders admitted for technical evaluation.,Ramesh Biswal,04-May-2023 11:28 AM,,1,2117273,AKSHAYA KUMAR SWAIN,01-May-2023 01:13 PM,Accepted-AOC,As per the Proceeding of the district tender Committee,21-Aug-2023 01:57 PM,Finance,Opening of Financial Bid,Ramesh Biswal,21-Aug-2023 01:17 PM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2123551,DILLIP KUMAR SAMAL,02-May-2023 12:14 PM,Rejected-Technical,GST Registration Certificate submitted by the bidder is found to be invalid while checking online. In page 57 the attorney name is not visible.,22-May-2023 12:46 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2117277,PRAFULLA KUMAR SAHOO,01-May-2023 02:05 PM,Rejected-Finance,2nd Lowest,21-Aug-2023 01:21 PM,,,,,,,AOC
