Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Bank Name,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"SE (R AND B) DIVISION, BARGARH","O/O THE SE (R AND B) DIVISION, BARGARH, At-GOVT BUS STAND, INFRONT OF WOMENS COLLEGE BARGARH",21-Jun-2023 11:00 AM,01-Jul-2023 11:30 AM,21-Jun-2023 11:00 AM,29-Jun-2023 05:00 PM,21-Jun-2023 11:00 AM ,29-Jun-2023 05:00 PM ,21-Jun-2023 11:00 AM,29-Jun-2023 05:00 PM,"10,733",Yes,fixed,,Nil,Nil,1.0,1ST CORRIGENDUM,Other,,"Construction of Fixed Vision Centre at CHC level at Talpali, Bargarh district for the year 2023-24.","BUILDING WORK (CIVIL, EI AND PH)",PLESE REFER THE TENDER DOCUMENT ,NA ,"10,73,269",Civil Works - Buildings,NA ,Tender,90.0,60.0,TALPALI,768036.0,NA ,NA ,NA ,"O/O THE SE (R AND B) DIVISION, BARGARH",No ,No,EIC-CIVIL||SERNB-CIRCLE-NORTHERN||EERNB-DIVN-BARGARH,IFB-SE PWD BGH-09 OF 2023-24,2023_EICCL_89925_18,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Cost, EMD, GSTIN, PAN, EPF, ESI, Affidavit and other documents as per DTCN","6,000",0.0,Nil,Nil,No,1,ICICI BANK,AOC,EIC-CIVIL||SERNB-CIRCLE-NORTHERN||EERNB-DIVN-BARGARH,2023_EICCL_89925_18,IFB-SE PWD BGH-09 OF 2023-24,"Construction of Fixed Vision Centre at CHC level at Talpali, Bargarh district for the year 2023-24.",ALOK KUMAR NAIK,Internal,1-VINIT KUMAR 2-BASANTA KUMAR DEHURY 3- UMESH CHANDRA BHOI,Alok Naik,24-Aug-2023 02:00 PM,finsummary_441583.pdf (536.22 KB),Finance,Total No. of 2 nos bidder participated and all are accepted for Technical and Financial Evaluation Process,Alok Naik,24-Aug-2023 01:14 PM,,BOQ Comparative Chart,1.0,2168722.0,TIKESWAR SAHU,INR,"912,385.896",1,2169648,PANKAJA SAHU,27-Jun-2023 05:53 PM,Rejected-AOC,TRANSPARENT LOTTERY SYSTEM,24-Aug-2023 02:03 PM,24-Aug-2023,"INR 912,385.896",60.0,Alok Naik,24-Aug-2023 02:02 PM,AoCFVCTalpali.pdf (536.00 KB),ALOK KUMAR NAIK,Internal,1-VINIT KUMAR 2-BASANTA KUMAR DEHURY 3- UMESH CHANDRA BHOI,Alok Naik,24-Aug-2023 01:16 PM,techsummary_441583.pdf (536.22 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of quantity,,,,,,2,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,2,2168722,TIKESWAR SAHU,26-Jun-2023 12:21 PM,Accepted-AOC,WORK AWARDED BY TRANSPARENT LOTTERY SYSTEM,24-Aug-2023 02:03 PM,,,,,,,,,,,,,AOC
