Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Name,Address,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
ODISHA CONSTRUCTION CORPORATION LTD||CIVIL,2023_OCCL_87322_1,e-Procurement Notice No.65/OCCL/CWS/2022-23(on-lin,e-Procurement Notice No65/OCCL/CWS/2022-23(on-line),"MANAGING DIRECTOR,OCCL",Internal,"GM (CIVIL) HO, GM(MECH) HO,DM,FA AND CAO OCCL, F A CUM ADDITIONAL SECRETARY TO GOVT. DOWR.",RASHMI REKHA SHARMA,09-Aug-2023 04:05 PM,finsummary_432614.pdf (687.70 KB),Technical,Technical bid opened successfully.,RASHMI REKHA SHARMA,25-Apr-2023 12:37 PM,,1.0,2117943.0,PLICARE CRANES MFG CO,INR,"2,482,000",09-Aug-2023,"INR 2,482,000",60.0,RASHMI REKHA SHARMA,09-Aug-2023 04:08 PM,AOC.pdf (1451.00 KB),GST AS APPLICABLE EXTRA.,Finance,FINANCIAL BID OPENED.,RASHMI REKHA SHARMA,06-Jun-2023 12:44 PM,,BOQ Comparative Chart,"General Manager , CWS,OCCL",Internal,"SENIOR MANAGER ,MECH.I/II/III,SENIOR MANAGER,MECH. E AND M ,MANAGER(PLG AND PROC.)",MADHUSMITA NAYAK,05-Jun-2023 04:22 PM,06-Jun-2023 12:00 PM,techsummary_432614.pdf (1003.06 KB),1.0,2117943.0,PLICARE CRANES MFG CO,24-Apr-2023 12:01 PM,Accepted-AOC,LI BIDDER,09-Aug-2023 04:08 PM,AOC,General Manager (Mech.),"General Manager (Mech.)Central Workshop, OCCL, Bhubaneswar.",1.0,ICICI BANK,ODISHA CONSTRUCTION CORPORATION LTD||CIVIL,e-Procurement Notice No.65/OCCL/CWS/2022-23(on-lin,2023_OCCL_87322_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,e-Procurement Notice No65/OCCL/CWS/2022-23(on-line),"Design, manufacture, supply, installation, testing and commissioning of EOT Overhead crane of 5MT capacity for Fabrication Shop of Central Workshop, Rasulgarh",Please refer Tender documents. ,NA ,,Miscellaneous Works,EOT CRANE ,Tender,60.0,60.0,"Central Workshop, OCCL, Bhubaneswar.",751010.0,"Central Workshop, OCCL, Bhubaneswar.  ","Central Workshop, OCCL, Bhubaneswar.  ",05-Apr-2023 11:00 AM ,"Central Workshop, OCCL, Bhubaneswar.",No ,No,"25,000",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"GST Registration Certificate, PAN Card,Valid manufacturer/authorization certificate etc.","7,080",Nil,Nil,No,1.0,Due date extension,Date,,29-Mar-2023 10:00 AM,25-Apr-2023 11:30 AM,29-Mar-2023 10:00 AM,24-Apr-2023 05:00 PM,29-Mar-2023 10:00 AM ,05-Apr-2023 10:30 AM ,29-Mar-2023 10:00 AM,24-Apr-2023 05:00 PM,06-Jun-2023 12:00 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2120965.0,Steelage Industries,24-Apr-2023 03:16 PM,Rejected-Finance,L2 BIDDER,09-Aug-2023 04:05 PM,AOC,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,As per DTCN.,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,AOC
