Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"6,000",0.0,Nil,Nil,No,Const of Paver Block Road and Drain from Shandar Hotel to Jahir Master House School Bazar in Ward No_07 under Balasore Municipality,Const of Paver Block Road and Drain from Shandar Hotel to Jahir Master House School Bazar in Ward No_07 under Balasore Municipality,Please refer Tender documents. ,NA ,"10,72,199",Civil Works - Others,NA ,Tender,90.0,60.0,Balasore Municipality,756003.0,NA ,NA ,NA ,Balasore Municipality,No ,No,1,ICICI BANK,08-May-2023 05:00 PM,22-May-2023 11:00 AM,08-May-2023 05:00 PM,20-May-2023 05:00 PM,NA ,NA ,08-May-2023 05:00 PM,20-May-2023 05:00 PM,"10,722",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,Municipal Bodies||Balasore Municipality,BM_02_2023_24,2023_ORULB_88734_58,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"Executive Officer, Balasore Municipality",Balasore Municipality,AOC,EO ME CP,Internal,,Pranabananda Sahu,14-Aug-2023 04:41 PM,finsummary_437093.pdf (471.13 KB),Municipal Bodies||Balasore Municipality,2023_ORULB_88734_58,BM_02_2023_24,Const of Paver Block Road and Drain from Shandar Hotel to Jahir Master House School Bazar in Ward No_07 under Balasore Municipality,1.0,2142152.0,PRAMEER KUMAR NANDA,INR,"1,050,862.24",Finance,Tender opened successfully,Kunal Motiram Chavan,23-May-2023 09:15 AM,,BOQ Comparative Chart,14-Aug-2023,"INR 1,265,195",60.0,Pranabananda Sahu,14-Aug-2023 04:43 PM,WO0258.pdf (328.00 KB),1,2142124,NANDA KISHORE RATH,19-May-2023 07:34 PM,Rejected-Finance,L2,14-Aug-2023 04:41 PM,EO ME CP,Internal,,Pranabananda Sahu,11-Aug-2023 02:16 PM,techsummary_437093.pdf (471.13 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2142152,PRAMEER KUMAR NANDA,19-May-2023 04:18 PM,Accepted-AOC,WO,14-Aug-2023 04:44 PM,,,,,,,AOC
