Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Stage
09-Aug-2023,"INR 761,187",60.0,Bankim Chandra Panda,09-Aug-2023 04:04 PM,38.pdf (343.00 KB),Contract awarded to Sri Ranjan Kumar Sabat,Finance,33 Nos bidders are participated and tender under Scrutiny,Bankim Chandra Panda,19-May-2023 12:30 PM,finance_437599.pdf,BOQ Comparative Chart,Superintending Engineer,Internal,Sr DAO AE Estimators,Bankim Chandra Panda,09-Aug-2023 04:01 PM,finsummary_437599.pdf (406.80 KB),1,2141194,ADIKANDA SABAT,17-May-2023 01:07 PM,Rejected-AOC,Reject in lottery,09-Aug-2023 04:06 PM,1.0,2139793.0,Ranjan Kumar Sabat,INR,"761,187",EIC-CIVIL||SERNB-CIRCLE-BERHAMPUR||EERNB-DIVN-GANJAM I,2023_EICCL_88925_7,SE(RandB)Divn-I-BAM-03/2023-24,"S/R to Central Library building such as providing out side painting with weather coat at MKCG Medical College and Hospital, Berhampur",Superintending Engineer,Internal,Sr DAO AE Estimators,Bankim Chandra Panda,09-Aug-2023 03:55 PM,techsummary_437599.pdf (343.00 KB),AOC,"S/R to Central Library building such as providing out side painting with weather coat at MKCG Medical College and Hospital, Berhampur",Building work,Please refer Tender documents. ,NA ,"8,95,409",Civil Works - Buildings,NA ,Tender,90.0,60.0,"Berhampur, Ganjam",760004.0,NA ,NA ,NA ,"O/o the SE, Ganjam RandB Division No.I, Berhampur",No ,No,Superintending Engineer,"Ganjam RnadB Division No.I, Giri Road, Near Gita Bhavan, Berhampur - 760005","9,000",Yes,fixed,,Nil,Nil,"4,000",0.0,Nil,Nil,No,12-May-2023 12:00 PM,18-May-2023 11:30 AM,12-May-2023 12:00 PM,17-May-2023 04:00 PM,12-May-2023 12:00 PM ,16-May-2023 04:00 PM ,12-May-2023 12:00 PM,17-May-2023 04:00 PM,EIC-CIVIL||SERNB-CIRCLE-BERHAMPUR||EERNB-DIVN-GANJAM I,SE(RandB)Divn-I-BAM-03/2023-24,2023_EICCL_88925_7,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Cost, EMD (Online), Registration Certificate,PAN,GSTIN, affidavit other documents as per DTCN",AOC
,,,,,,,,,,,,,,,,,,,2,2140995,Akshya Kumar Sahu,17-May-2023 01:35 PM,Rejected-AOC,Reject in lottery,09-Aug-2023 04:06 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,Bill of Quantity,AOC
,,,,,,,,,,,,,,,,,,,3,2140431,ANIL KUMAR PATRO,16-May-2023 04:15 PM,Rejected-AOC,Reject in lottery,09-Aug-2023 04:06 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,4,2141378,ARACHANA PRADHAN,17-May-2023 02:42 PM,Rejected-AOC,Reject in lottery,09-Aug-2023 04:06 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,5,2140601,ARATI PANDA,16-May-2023 07:21 PM,Rejected-AOC,Reject in lottery,09-Aug-2023 04:06 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,6,2140966,ASHUTOSH,17-May-2023 09:53 AM,Rejected-AOC,Reject in lottery,09-Aug-2023 04:06 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,7,2140702,Bharati Kumari Sahu,17-May-2023 06:48 AM,Rejected-AOC,Reject in lottery,09-Aug-2023 04:06 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,8,2140473,DEBABRATA SAHU,16-May-2023 04:46 PM,Rejected-AOC,Reject in lottery,09-Aug-2023 04:06 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,9,2140392,G. BABULA DORA,16-May-2023 03:52 PM,Rejected-AOC,Reject in lottery,09-Aug-2023 04:06 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,10,2137857,G Kamaraju Reddy,17-May-2023 07:23 AM,Rejected-AOC,Reject in lottery,09-Aug-2023 04:06 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
