S.No,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,"Online proof copy of Tender Cost, Bid Security Declaration, GSTIN, PAN, RC and Affidavit","Chief Engineer (World Bank Project), Odisha","Nirman Soudha, O/o EIC (Civil), Odisha, Bhubaneswar","49,82,600",Yes,fixed,,Nil,Nil,"10,000",0.0,Nil,Nil,No,Construction of ROB on Jagatsinghpur Jaipur road in Lieu of L.C No.CP-29 (Chhapada) at road Ch.10.848km on Cuttack Paradeep Railway Main line in the District of Jagatsinghpur under State Plan,Construction of ROB on Jagatsinghpur Jaipur road in Lieu of L.C No.CP-29 (Chhapada) at road Ch.10.848km on Cuttack Paradeep Railway Main line in the District of Jagatsinghpur under State Plan,Please refer Tender documents. ,NA ,"49,82,60,184",Civil Works - Bridges,NA ,Tender,90.0,915.0,In the District of Jagatsinghpur,751001.0,"Nirman Soudha, O/o EIC (Civil), Odisha, Bhubaneswa ","Nirman Soudha, O/o EIC (Civil), Odisha, Bhubaneswar ",10-Mar-2023 11:30 AM ,"Nirman Soudha, O/o EIC (Civil), Odisha, Bhubaneswa",No ,No,EIC-CIVIL||EIC-CIVIL,CE-WBP (O)- 41 / 2022-23,2023_EICCL_86705_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,04-Mar-2023 10:00 AM,21-Mar-2023 11:30 AM,04-Mar-2023 10:00 AM,20-Mar-2023 05:00 PM,04-Mar-2023 10:00 AM ,17-Mar-2023 05:00 PM ,10-Mar-2023 04:00 PM,20-Mar-2023 05:00 PM,10-Apr-2023 11:00 AM,AOC,Finance,Two qualified bidders participated in this tender and SHREEMAN AND AMAN INFRA PRIVATE LIMITED stands 1st lowest.,Pratik Acharya,10-Apr-2023 11:43 AM,,BOQ Comparative Chart,Technical,Two bidders participated in this tender,Pratik Acharya,21-Mar-2023 01:38 PM,,1.0,2100299.0,RAJLAXMI CONSTRUCTIONS LIMITED,20-Mar-2023 03:16 PM,Rejected-AOC,2nd lowest bidder,21-Aug-2023 11:52 AM,21-Aug-2023,"INR 465,474,664",915.0,Pratik Acharya,21-Aug-2023 11:51 AM,AOC_CP29.pdf (19390.00 KB),"Agreement No.144 P1 of 2023-24 of Superintending Engineer, Jagatsinghpur R and B Division","The Commissioner-cum-Secretary to Government, WD",Internal,"The CE, WBP, Odisha, FA-cum-Special Secretary to Government, WD",Pratik Acharya,21-Aug-2023 11:47 AM,finsummary_430433.pdf (320.46 KB),"Er. M. R. Misra, EIC (Civil), Odisha",Internal,"Er. D. P. Mishra, CE, WBP, Odisha, Er. P. K. Pradhan, ACE, NABARD, Smt. Anita Samal, A.O",Mamatamayee Pradhan,06-Apr-2023 08:47 PM,10-Apr-2023 11:00 AM,techsummary_430433.pdf (6347.91 KB),EIC-CIVIL||EIC-CIVIL,2023_EICCL_86705_1,CE-WBP (O)- 41 / 2022-23,Construction of ROB on Jagatsinghpur Jaipur road in Lieu of L.C No.CP-29 (Chhapada) at road Ch.10.848km on Cuttack Paradeep Railway Main line in the District of Jagatsinghpur under State Plan,1.0,2100277.0,SHREEMAN AND AMAN INFRA PRIVATE LIMITED,INR,"465,474,664",AOC
2.0,ICICI NEFT/RTGS,,,.pdf,Machineries and work experience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2.0,2100277.0,SHREEMAN AND AMAN INFRA PRIVATE LIMITED,20-Mar-2023 12:25 PM,Accepted-AOC,1st lowest bidder,21-Aug-2023 11:52 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Other related documents as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,2.0,Finance,.xls,Bill of quantities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
