Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"4,000",0.0,Nil,Nil,No,Municipal Bodies||Hindol NAC,HDL NAC-01/2022-23,2022_ORULB_77859_46,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,Renovation of Kharamul Bandha in Ward No-16.,As per DTCN,Please refer Tender documents. ,NA ,"6,28,600",Civil Works - Others,NA ,Tender,120.0,60.0,HINDOL NAC,759022.0,NA ,NA ,NA ,HINDOL NAC,No ,No,0.0,No,fixed,,Nil,Nil,23-May-2022 01:00 PM,03-Jun-2022 11:00 AM,23-May-2022 01:00 PM,01-Jun-2022 05:00 PM,NA ,NA ,23-May-2022 01:00 PM,01-Jun-2022 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,NIT,EXECUTIVE OFFICER,HINDOL NAC,AOC,Executive Officer,Internal,"CP, EO, ME, JE, ACCT.",Maruvada Srinivas,21-Aug-2023 04:03 PM,finsummary_399597.pdf (156.15 KB),Municipal Bodies||Hindol NAC,2022_ORULB_77859_46,HDL NAC-01/2022-23,Renovation of Kharamul Bandha in Ward No-16.,1.0,1857154.0,PRAMIL BEHERA,INR,"534,358",Finance,lottery,Maruvada Srinivas,19-Aug-2023 06:36 PM,finance_399597.pdf,BOQ Comparative Chart,21-Aug-2023,"INR 534,358",60.0,Maruvada Srinivas,21-Aug-2023 04:13 PM,46.pdf (420.00 KB),AOC,1,1859403,ASHOK KUMAR NAYAK,01-Jun-2022 12:05 PM,Rejected-Technical,Lottery,21-Aug-2023 12:27 PM,Executive Officer,Internal,"CP, EO, ME, JE, ACCT.",Maruvada Srinivas,21-Aug-2023 12:27 PM,techsummary_399597.pdf (156.15 KB),AOC
,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,DTCN,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1855908,BABHRU PRASAD PATI,30-May-2022 03:13 PM,Rejected-Technical,Lottery,21-Aug-2023 12:27 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1856267,BIRANCHI MOHAPATRA,30-May-2022 03:46 PM,Rejected-Technical,Lottery,21-Aug-2023 12:27 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1858955,Gyanaranjan Amanta,01-Jun-2022 06:29 AM,Rejected-Technical,Lottery,21-Aug-2023 12:27 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1859651,Krishna Chandra Naik,01-Jun-2022 02:41 PM,Rejected-Technical,Lottery,21-Aug-2023 12:27 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1859558,M/S BIKRAM BISWAL,01-Jun-2022 01:48 PM,Rejected-Technical,Lottery,21-Aug-2023 12:27 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1857104,PRADIP KUMAR DAS,31-May-2022 12:34 AM,Rejected-Technical,Lottery,21-Aug-2023 12:27 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1857154,PRAMIL BEHERA,31-May-2022 03:11 AM,Accepted-AOC,L1,21-Aug-2023 04:14 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1859050,Sadananda Behera,31-May-2022 10:36 PM,Rejected-Technical,Lottery,21-Aug-2023 12:27 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1854853,SOMANATH SETHI,29-May-2022 09:44 AM,Rejected-Technical,Lottery,21-Aug-2023 12:27 PM,,,,,,,AOC
