Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage
INSTALLATION AND ENERGISATION OF KATIKATA-II LI PROJECT,INSTALLATION AND ENERGISATION OF KATIKATA-II LI PROJECT,Please refer Tender documents. ,NA ,,Civil Works - Lift Irrigation Schemes,NA ,Rate Contract,90.0,365.0,Niali Block,754001.0,NA ,NA ,NA ,"EE LI DIVISION, CUTTACK",No ,No,"EE LI DIVISION, CUTTACK","OFFICE OF THE EXECUTIVE ENGINEER LI DIVISION, CUTTACK","12,853",Yes,fixed,,Nil,Nil,"Orissa Lift Irrigation Corporation||LI,Central Circle, Cuttack||LI Division Cuttack",Bid Identification No.23/2020-21 OLIC/ Dt.19.02.20,2021_OLIC_66575_2,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",0.0,Nil,Nil,Yes,1.0,Fee/PreQual/Technical/Finance,.pdf,"PAPER COST, EMD, AND ALL OTHER DOCUMENTS AS PER DTCN",1,ICICI BANK,23-Feb-2021 10:00 AM,04-Mar-2021 10:00 AM,23-Feb-2021 10:00 AM,03-Mar-2021 05:00 PM,23-Feb-2021 10:00 AM ,02-Mar-2021 05:00 PM ,23-Feb-2021 10:00 AM,03-Mar-2021 05:00 PM,AOC,EE LI CUTTACK,Internal,EE LI CUTTACK AND OTHERS,PABITRA PARIDA,10-Aug-2023 06:10 PM,techsummary_345490.pdf (704.41 KB),1,1486933,MAMATA MANJARI MALLICK,03-Mar-2021 03:50 PM,Rejected-Technical,OK,10-Aug-2023 06:10 PM,Finance,2 bidders particiaptions,SHDHANA BEHERA,05-Mar-2021 08:23 AM,,BOQ Comparative Chart,1.0,1486772.0,NIRODA KUMAR JENA,INR,"1,285,207",10-Aug-2023,INR 12.85,365.0,PABITRA PARIDA,10-Aug-2023 06:13 PM,KATIKATA2.pdf (704.00 KB),WORK COMPLETED,"Orissa Lift Irrigation Corporation||LI,Central Circle, Cuttack||LI Division Cuttack",2021_OLIC_66575_2,Bid Identification No.23/2020-21 OLIC/ Dt.19.02.20,INSTALLATION AND ENERGISATION OF KATIKATA-II LI PROJECT,EE LI CUTTACK,Internal,EE LI CUTTACK AND OTHERS,PABITRA PARIDA,10-Aug-2023 06:12 PM,finsummary_345490.pdf (704.41 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,2,ICICI NEFT/RTGS,,,,,,,,,AOC,,,,,,,2,1486772,NIRODA KUMAR JENA,03-Mar-2021 01:22 PM,Accepted-AOC,OK,10-Aug-2023 06:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
