Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
"Er. S.C.De, SE RWSS Divn Balasore",Internal,"Er. P.N.Behera, AEE Estr, Sri J.K.Guha, DAO",Paramananda Behera,07-Aug-2023 06:07 PM,finsummary_439692.pdf (1348.08 KB),Technical,All three bidders are considered to be qualified,Paramananda Behera,27-Jul-2023 01:21 PM,technical_439692.pdf,Rural Water Supply and Sanitation||RWSS Circle Cuttack||RWSS Balasore,2023_RWSS_89469_1,TCN NO. 07 DT. 25.05.2023,EXECUTION OF 1 NO. 70 LPCD RPWS SCHEME AT 1. PATHARPADA IN BALASORE BLOCK OF BALASORE DISTRICT WITH 5 YRS OM-JJM,1.0,2160358.0,SARBSHREE ENGINEERING AND CONSTRUCTIONS PVT LTD,INR,"5,997,286",21-Aug-2023,"INR 5,997,286",330.0,Samir Chandra De,21-Aug-2023 01:14 PM,Patharpada_WO.pdf (454.00 KB),AoC,Finance,All three bidders have been qualified being valid and responsive,Paramananda Behera,07-Aug-2023 05:56 PM,finance_439692.pdf,BOQ Comparative Chart,1,2159958,ARJUN TUDU,14-Jun-2023 02:00 PM,Rejected-AOC,Rejected,21-Aug-2023 01:15 PM,"Er SCDe, SE",Internal,"Er PNBehera, AEE, Sri JKGuha, DAO",Paramananda Behera,27-Jul-2023 01:23 PM,27-Jul-2023 02:00 PM,techsummary_439692.pdf (1157.39 KB),AOC,EXECUTION OF 1 NO. 70 LPCD RPWS SCHEME AT 1. PATHARPADA IN BALASORE BLOCK OF BALASORE DISTRICT WITH 5 YRS OM-JJM,RPWS WITH RCC ESR,Please refer Tender documents. ,NA ,"70,54,801",Civil Works - Water Works,NA ,Tender,180.0,330.0,BALASORE,756001.0,O/O SE RWSS DIVISION BALASORE ,O/O SE RWSS DIVISION BALASORE ,03-Jun-2023 11:00 AM ,O/O SE RWSS DIVISION BALASORE,No ,No,1.0,ICICI BANK,"10,000",0.0,Nil,Nil,No,Rural Water Supply and Sanitation||RWSS Circle Cuttack||RWSS Balasore,TCN NO. 07 DT. 25.05.2023,2023_RWSS_89469_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,SE RWSS DIVISION BALASORE,O/O SE RWSS DIVISION BALASORE,1.0,Fee/PreQual/Technical,.pdf,"BID COST, BID SECURITY, GST, PAN, CRC AND AFFIDAVIT","70,548",Yes,percentage,1.0%,Nil,Nil,01-Jun-2023 10:00 AM,17-Jun-2023 11:00 AM,01-Jun-2023 10:00 AM,16-Jun-2023 05:00 PM,01-Jun-2023 10:00 AM ,12-Jun-2023 03:00 PM ,01-Jun-2023 10:00 AM,16-Jun-2023 05:00 PM,27-Jul-2023 02:00 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2160358,SARBSHREE ENGINEERING AND CONSTRUCTIONS PVT LTD,16-Jun-2023 10:27 AM,Accepted-AOC,Awarded,21-Aug-2023 01:15 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,.pdf,OTHER DOCUMENTS AS PER DTCN,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2160906,SOHAM CONSTRUCTION,15-Jun-2023 09:56 PM,Rejected-AOC,Rejected,21-Aug-2023 01:15 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,AOC
