EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Name,Address,Cover No,Cover,Document Type,Description,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"1,900",Yes,fixed,,Nil,Nil,600.0,0.0,Nil,Nil,No,24-Mar-2023 10:00 AM,04-Apr-2023 11:00 AM,24-Mar-2023 10:00 AM,03-Apr-2023 05:00 PM,NA ,NA ,24-Mar-2023 10:00 AM,03-Apr-2023 05:00 PM,Municipal Bodies||Bhadrak Municipality,BM-BDK-05-2022-23,2023_ORULB_87128_39,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Construction of CC road from Madan Sahoo house towards Prafulla Das at Nilakanthapur in Ward No.14,Construction of CC road from Madan Sahoo house towards Prafulla Das at Nilakanthapur in Ward No.14,Please refer Tender documents. ,NA ,"1,81,732",Civil Works - Others,NA ,Tender,90.0,60.0,Bhadrak Municipality,756100.0,NA ,NA ,NA ,Municipal Council Bhadrak,No ,No,1.0,ICICI BANK,Executive Officer,"Executive Officer, Bhadrak Municipality",1.0,Fee/PreQual/Technical/Finance,.pdf,"Bid document cost, EMD, GST, Registration Certificate, Affidavit and other documents as per DTCN",AOC,1,2108412,Bharat Kumar Dhada,02-Apr-2023 05:48 PM,Rejected-AOC,Quoted second lowest,03-Aug-2023 01:10 PM,03-Aug-2023,"INR 181,732",60.0,Pradip Kumar Saha,03-Aug-2023 01:09 PM,39.pdf (1054.00 KB),work order issued,Gulmaki Dalawzi,Internal,Details attached below,Pradip Kumar Saha,03-Aug-2023 01:05 PM,techsummary_431819.pdf (236.72 KB),Gulmaki Dalawzi,Internal,Details attached below,Pradip Kumar Saha,03-Aug-2023 01:08 PM,finsummary_431819.pdf (236.72 KB),Municipal Bodies||Bhadrak Municipality,2023_ORULB_87128_39,BM-BDK-05-2022-23,Construction of CC road from Madan Sahoo house towards Prafulla Das at Nilakanthapur in Ward No.14,1.0,2108365.0,Dayanidhi Mohapatra,INR,"181,732",Finance,ok,Debiprasad Rout,07-Apr-2023 12:18 PM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,.xls,Bill of Quantity,AOC,2,2108365,Dayanidhi Mohapatra,02-Apr-2023 03:05 PM,Accepted-AOC,Quoted first lowest,03-Aug-2023 01:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,2106128,SURESH CHANDRA SWAIN,28-Mar-2023 05:07 PM,Rejected-Technical,Not registered contractor in Bhadrak Municipality,03-Aug-2023 01:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
