Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"Construction of 11/0.4KV, 500KVA Substation along with 11KV line towards Power Supply to Sports Complex at Burla, Sambalpur.","Construction of 11/0.4KV, 500KVA Substation along with 11KV line towards Power Supply to Sports Complex at Burla, Sambalpur.",Please refer the Bid Documents ,NA ,"28,36,547",Electrical Works,Substation ,Tender,120.0,30.0,"Sports Complex at Burla, Sambalpur",768020.0,"Office of the Divisional Head, Electrical Division ","Office of the Divisional Head, Electrical Division-II, IDCO, IDCO Towers, 8th floor, Janpath, Bhubaneswar ",26-May-2023 01:00 PM ,"Office of the Divisional Head, Electrical Division",No ,No,1,Fee/PreQual/Technical,.pdf,"HT LICENSE, GST, PAN, EPF WITH LATEST CHALLAN, SCHEDULE D FOR EXP AS PER BID DOC","30,000",No,fixed,,Nil,Nil,"Divisional Head, Electrical-II IDCO","Office of the Divisional Head, Electrical Division-II, IDCO, IDCO Towers, 8th floor, Janpath, Bhubaneswar",23-May-2023 06:50 PM,31-May-2023 04:00 PM,23-May-2023 06:50 PM,30-May-2023 05:00 PM,23-May-2023 06:50 PM ,30-May-2023 12:00 PM ,23-May-2023 06:50 PM,30-May-2023 05:00 PM,12-Jun-2023 04:00 PM,1,ICICI BANK,IDCO||IDCO||IDCO,BBSR/ELECT-II/e-04/23-24,2023_IDCO_89254_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"6,000",0.0,Nil,Nil,No,AOC,Finance,FBOS,BANASHRI RATH,17-Aug-2023 11:53 AM,finance_438920.pdf,BOQ Comparative Chart,17-Aug-2023,"INR 2,751,450",30.0,BANASHRI RATH,17-Aug-2023 12:17 PM,AOC.pdf (1183.00 KB),Lowest quoted amount as well as the amount as per the Agreement,1.0,2150862.0,Jay Maa Engineering,INR,"2,751,450",Technical,BOS,PALLIPUSPA PANDA,08-Jun-2023 06:54 PM,technical_438920.pdf,Dr.Er. Banashri Rath,Internal,Er. D.K Parija Dy Manager Elect. Er. Pallipuspa Panda Dy Manager Elect. Saroj Kumar Mallick Dy. Manager Finance,BANASHRI RATH,17-Aug-2023 12:11 PM,finsummary_438920.pdf (383.30 KB),IDCO||IDCO||IDCO,2023_IDCO_89254_1,BBSR/ELECT-II/e-04/23-24,"Construction of 11/0.4KV, 500KVA Substation along with 11KV line towards Power Supply to Sports Complex at Burla, Sambalpur.",1,2150862,Jay Maa Engineering,30-May-2023 11:58 AM,Accepted-AOC,The Bidder has quoted the lowest amount,17-Aug-2023 12:19 PM,Dr.Er. Banashri Rath,Internal,"Er D.K Parija DyM Electrical, Er. Pallipuspa Panda DyM Electrical Saroj Kumar Mallick DyM Fin",PALLIPUSPA PANDA,08-Jun-2023 06:57 PM,12-Jun-2023 04:00 PM,techsummary_438920.pdf (364.01 KB),AOC
,,,,,,,,,,,,,,,,,,2,Finance,.xls,BoQ,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2150947,M/S OJAS TRADERS AND CONTRACTORS,30-May-2023 03:45 PM,Rejected-AOC,The Bidder has not quoted the lowest amount,17-Aug-2023 12:19 PM,,,,,,,,AOC
