Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
S E Phulbani R and B Division,Internal,"AE Estimator, AEE Estimator, DAO of Phulbani R and B Division",Pravat Kumar Das,04-Jul-2023 06:58 PM,techsummary_440508.pdf (158.49 KB),EIC-CIVIL||SERNB-CIRCLE-PHULBANI||EERNB Division Boudh,2023_EICCL_89685_4,S E R AND B PLB 07 2023 24,"Construction of Bio Medical Waste Management equipment room in CHC,Brahmanapada",1.0,2159908.0,Tapan Kumar Das,INR,"697,054",1,2161661,Saroj Kumar Nayak,17-Jun-2023 12:14 PM,Rejected-Finance,allowing price preference L1 but rejected in lottery,01-Aug-2023 05:26 PM,Finance,Tender documents of 2 nos bidders has opened and downloaded.,Pravat Kumar Das,04-Jul-2023 06:55 PM,finance_440508.pdf,BOQ Comparative Chart,S E Phulbani R and B Division,Internal,SE DAO AEE of Phulbani R and B Division,Pravat Kumar Das,01-Aug-2023 05:26 PM,finsummary_440508.pdf (96.61 KB),01-Aug-2023,"INR 819,967",60.0,Pravat Kumar Das,01-Aug-2023 05:27 PM,aocchcbrahmanpada.pdf (126.00 KB),Agreement drawn in favour of Tapan Kumar Das on 11.07.2023,AOC,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC,PAN,GSTIN,Affidavits,Schedule A,E,F and other legal documents as per DTCN","8,200",Yes,fixed,,Nil,Nil,"S. E, Phulbani R and B Division","Office of the S.E , Phulbani R and B Division, contractorpada,Phulbani, kandhamal","4,000",0.0,Nil,Nil,No,EIC-CIVIL||SERNB-CIRCLE-PHULBANI||EERNB Division Boudh,S E R AND B PLB 07 2023 24,2023_EICCL_89685_4,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1,ICICI BANK,09-Jun-2023 10:00 AM,19-Jun-2023 11:30 AM,09-Jun-2023 10:10 AM,17-Jun-2023 05:00 PM,NA ,NA ,09-Jun-2023 10:15 AM,17-Jun-2023 05:00 PM,"Construction of Bio Medical Waste Management equipment room in CHC,Brahmanapada","Construction of Bio Medical Waste Management equipment room in CHC,Brahmanapada",Please refer Tender documents. ,NA ,,Civil Works - Buildings,NA ,Tender,90.0,60.0,Brahmanapada,752014.0,NA ,NA ,NA ,"Office of the S.E , Phulbani R and B Division",No ,No,AOC
,,,,,,,,,,,,,,,2,2159908,Tapan Kumar Das,15-Jun-2023 07:49 PM,Accepted-AOC,Agreement drawn in favour of him,01-Aug-2023 05:28 PM,,,,,,,,,,,,,,,,,,,,AOC,,,.xls,Bill of Quantities,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
