EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
"34,000",Yes,fixed,,Nil,Nil,"6,000",0.0,Nil,Nil,No,27-Jun-2023 04:00 PM,06-Jul-2023 12:00 PM,27-Jun-2023 04:00 PM,05-Jul-2023 05:00 PM,NA ,NA ,27-Jun-2023 04:00 PM,05-Jul-2023 05:00 PM,1.0,ICICI BANK,EIC-CIVIL||SERNB-CIRCLE-RAYAGADA||EERNB DIVN PARALAKHEMUNDI,SE-PKD-RandB-DIVN-05/2023-24,2023_EICCL_90090_1,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,Superintending Engineer,Office of the Superintending Engineer Paralakhemundi R and B Division,Construction of Compound wall at Bar Association Hall at Paralakhemundi in the District of Gajapati for the year 2023-24.,Construction of Compound wall at Bar Association Hall at Paralakhemundi in the District of Gajapati for the year 2023-24.,Please refer Tender documents. ,NA ,"33,98,418",Civil Works - Buildings,NA ,Tender,90.0,60.0,Paralakhemundi,761200.0,NA ,NA ,NA ,Paralakhemundi,No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,VALID RC PAN GSTIN AFFIDAVIT,AOC,1,2172785,ANANTA KUMAR GOUDO,05-Jul-2023 02:30 PM,Rejected-AOC,L1 unsuccessful bidder in the transparent lottery system hence rejected,24-Aug-2023 01:18 PM,Superintedning Engineer,Internal,se dao aee,Srikanta Samal,24-Aug-2023 01:08 PM,finsummary_442076.pdf (608.88 KB),Finance,OS,Pooja Patnaik,06-Jul-2023 01:14 PM,finance_442076.pdf,BOQ Comparative Chart,24-Aug-2023,"INR 2,888,995",60.0,Srikanta Samal,24-Aug-2023 01:16 PM,loa.pdf (760.00 KB),Loa,Superintedning Engineer,Internal,SE DAO AEE,Srikanta Samal,11-Aug-2023 12:21 PM,techsummary_442076.pdf (1263.42 KB),1.0,2172053.0,P MUTTI RAJU,INR,"2,888,995",EIC-CIVIL||SERNB-CIRCLE-RAYAGADA||EERNB DIVN PARALAKHEMUNDI,2023_EICCL_90090_1,SE-PKD-RandB-DIVN-05/2023-24,Construction of Compound wall at Bar Association Hall at Paralakhemundi in the District of Gajapati for the year 2023-24.,AOC
,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,All Other Documents as per DTCN,AOC,2,2172780,Ashok Pradhan,05-Jul-2023 02:50 PM,Rejected-AOC,L1 unsuccessful bidder in the transparent lottery system hence rejected,24-Aug-2023 01:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,AOC,3,2172050,BEJJIPURAPU NABIN,04-Jul-2023 11:36 AM,Rejected-AOC,L1 unsuccessful bidder in the transparent lottery system hence rejected,24-Aug-2023 01:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,2172064,BEJJIPURAPU VASU NAIDU,04-Jul-2023 08:28 AM,Rejected-AOC,L1 unsuccessful bidder in the transparent lottery system hence rejected,24-Aug-2023 01:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,2172355,DAIPA SABAR,04-Jul-2023 06:27 PM,Rejected-AOC,L1 unsuccessful bidder in the transparent lottery system hence rejected,24-Aug-2023 01:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,2172840,Dileep Kumar Choudhury,05-Jul-2023 02:23 PM,Rejected-AOC,L1 unsuccessful bidder in the transparent lottery system hence rejected,24-Aug-2023 01:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,2172403,Jagannath Sethi,04-Jul-2023 07:18 PM,Rejected-AOC,L1 unsuccessful bidder in the transparent lottery system hence rejected,24-Aug-2023 01:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,2172279,Padala Taraka Rao,04-Jul-2023 04:07 PM,Rejected-AOC,L1 unsuccessful bidder in the transparent lottery system hence rejected,24-Aug-2023 01:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,2172053,P MUTTI RAJU,04-Jul-2023 03:21 PM,Accepted-AOC,L1 successful bidder in the transparent lottery system,24-Aug-2023 01:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,2172144,POTRAKONDA OMKAR,04-Jul-2023 12:34 PM,Rejected-AOC,L1 unsuccessful bidder in the transparent lottery system hence rejected,24-Aug-2023 01:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,11,2172874,RAKESH KUMAR PATRO,05-Jul-2023 03:06 PM,Rejected-Technical,DISQUALIFIED DUE TO NON MEETING ELIGIBILTY CRITERIA OF SCLD C,11-Aug-2023 12:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,12,2172925,SABITRI INFRASTRUCTURE,05-Jul-2023 04:17 PM,Rejected-AOC,L1 unsuccessful bidder in the transparent lottery system hence rejected,24-Aug-2023 01:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,13,2172836,TARANIDHARA BEHERA,05-Jul-2023 02:20 PM,Rejected-AOC,L1 unsuccessful bidder in the transparent lottery system hence rejected,24-Aug-2023 01:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
