Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
17-May-2023 11:00 AM,29-May-2023 10:00 AM,17-May-2023 11:00 AM,28-May-2023 05:00 PM,NA ,NA ,17-May-2023 11:00 AM,28-May-2023 05:00 PM,"6,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Paper Cost, EMD, GST, PAN, Reg.-Renewal of Contractor license, Exp. and other document as per NIT","12,000",Yes,fixed,,Nil,Nil,"Widdening of road at Bideshi Chitta house towards Gayatri Vihar, W.No.18","Widdening of road at Bideshi Chitta house towards Gayatri Vihar, W.No.18",Please refer Tender documents ,NA ,"12,00,000",Civil Works - Others,widddening of road ,Tender,90.0,90.0,Rajgangpur Municipality Area,770017.0,NA ,NA ,NA ,Rajgangpur Municipality,No ,No,1.0,ICICI BANK,Municipal Bodies||Rajgangpur Municipality,EO/RGP/01 of 2023-24,2023_ORULB_88991_15,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Executive Officer,"Rajgangpur Municipality, Dist-Sundargarh",AOC,Madhuri Lugun,Internal,,Hajam Tudu,18-Aug-2023 04:20 PM,finsummary_437917.pdf (3354.71 KB),Municipal Bodies||Rajgangpur Municipality,2023_ORULB_88991_15,EO/RGP/01 of 2023-24,"Widdening of road at Bideshi Chitta house towards Gayatri Vihar, W.No.18",1.0,2148285.0,PRATAP KERKETTA,INR,"1,200,000",Finance,Sucessfully opened,Hajam Tudu,17-Aug-2023 02:53 PM,,BOQ Comparative Chart,1,2148838,ALEKHA CHANDRA SAMAL,27-May-2023 10:56 PM,Rejected-AOC,rejected,23-Aug-2023 12:42 PM,23-Aug-2023,"INR 1,200,000",90.0,Gobinda Dansena,23-Aug-2023 12:41 PM,15.pdf (466.00 KB),Madhuri Lugun,Internal,,Gobinda Dansena,17-Aug-2023 04:45 PM,techsummary_437917.pdf (3353.29 KB),AOC
,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,2149035,BISWAJIT SANTRA,28-May-2023 12:27 PM,Rejected-AOC,rejected,23-Aug-2023 12:42 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,2148873,DIPAK KUMAR SAMAL,28-May-2023 08:25 AM,Rejected-AOC,rejected,23-Aug-2023 12:42 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,2148258,GIRIJA PRASAD SAMAL,27-May-2023 08:16 AM,Rejected-AOC,rejected,23-Aug-2023 12:42 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,2149134,GOURI SAHOO,28-May-2023 02:54 PM,Rejected-AOC,rejected,23-Aug-2023 12:42 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,2148987,K TRINATH RAO,28-May-2023 11:45 AM,Rejected-AOC,rejected,23-Aug-2023 12:42 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,2148947,PRAMOD KUMAR SAMAL,28-May-2023 10:49 AM,Rejected-AOC,rejected,23-Aug-2023 12:42 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,2148285,PRATAP KERKETTA,27-May-2023 09:30 AM,Accepted-AOC,Selected,23-Aug-2023 12:42 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,2149172,Reeta Lakra,28-May-2023 03:46 PM,Rejected-AOC,rejected,23-Aug-2023 12:42 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,2147164,Rohit Xess,25-May-2023 11:25 PM,Rejected-AOC,rejected,23-Aug-2023 12:42 PM,,,,,,,,,,,,,AOC
