S.No,Bank Name,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,As per DTCN,"CE-BM,UM Basin,Burla",UMB-11/2021-22(Online),2021_CEBBU_72495_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Chief Engineer,Office of the CE and BM MB Burla Sambalpur,11-Nov-2021 11:00 AM,07-Dec-2021 11:30 AM,11-Nov-2021 11:00 AM,06-Dec-2021 05:00 PM,11-Nov-2021 11:00 AM ,06-Dec-2021 05:00 PM ,11-Nov-2021 05:00 PM,06-Dec-2021 05:00 PM,02-Mar-2022 12:00 PM,Improvement and restoration of Humatail Distributary,Improvement and restoration of Humatail Distributary,Please refer tender document ,NA ,"27,19,14,243",Civil Works - Canal,Canal lining ,Tender,90.0,545.0,Jampali in block Maneswar in Sambalpur district,768106.0,NA ,NA ,NA ,Office of the CE and BM MB Burla,No ,No,"10,000",0.0,Nil,Nil,No,0.0,No,fixed,,Nil,Nil,AOC,Finance,Financial Bid Opening summary,Ananda Chandra Sahoo,03-Mar-2022 04:45 PM,finance_372376.pdf,BOQ Comparative Chart,Technical,Technical bid opening summary,Namita Rani Swain,08-Dec-2021 04:49 PM,technical_372376.pdf,1,1721404,BKD INFRASTRUCTURE PRIVATE LIMITED,06-Dec-2021 03:05 PM,Rejected-Finance,Quoted 3rd lowest amount,19-Apr-2022 10:13 AM,Additional Chief Secretary to govt DOWR,External,Deputy Secretary to Govt Finance Department Joint Secretary to Govt Law Department CE and BM Mahanadi Basin Burla EIC WR Odisha FA cum Additional Secretary to Govt Additional Chief Secretary to Govt,Ananda Chandra Sahoo,19-Apr-2022 10:13 AM,finsummary_372376.pdf (318.34 KB),25-May-2022,"INR 231,129,826",545.0,Ananda Chandra Sahoo,18-Aug-2023 01:33 PM,Huma.pdf (719.00 KB),AOC,Principal Secretary to Govt in DoWR,External,Deputy Secretary to Govt Finance Department Joint Secretary to Govt Law Department CE and BM Mahanadi Basin Burla EIC WR Odisha FA cum Addition Secretary to Govt Additional Chief Secretary to Govt,Namita Rani Swain,28-Feb-2022 01:38 PM,02-Mar-2022 12:00 PM,techsummary_372376.pdf (306.29 KB),"CE-BM,UM Basin,Burla",2021_CEBBU_72495_1,UMB-11/2021-22(Online),Improvement and restoration of Humatail Distributary,1.0,1724720.0,Triveni Engicons Private Limited,INR,"231,129,826",AOC
2.0,ICICI NEFT/RTGS,2.0,Finance,.xls,Bill of Quantities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2,1703107,M S H M CONSTRUCTION,05-Dec-2021 09:30 PM,Rejected-Finance,Quoted 4th lowest amount,19-Apr-2022 10:13 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3,1717656,Orient Constructions Pvt. Ltd.,06-Dec-2021 03:51 PM,Rejected-Finance,Quoted 4th lowest amount,19-Apr-2022 10:13 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,4,1722726,Shreerakshyan Infracon Private Limited,05-Dec-2021 02:04 PM,Rejected-Finance,Quoted 2nd lowest amount,19-Apr-2022 10:13 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,5,1724720,Triveni Engicons Private Limited,06-Dec-2021 04:47 PM,Accepted-AOC,1st Lowest,18-Aug-2023 01:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
