Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Stage
SE M.I.DIVISION GANJAM II BERHAMPUR,Internal,,Laxmikanta Tripathy,29-Aug-2023 02:52 PM,techsummary_436629.pdf (418.89 KB),1.0,2136834.0,SUSANTA KUMAR SETHI,INR,"1,704,432","CE,Minor Irrigation,BBSR||SESMIC-BERHAMPUR||GANJAM I",2023_CEMIB_88654_6,GMID-II/01/2023-24,"Improvement to Ranabandha, ParinuagamMIP in Khallikote Block under R R and R of water bodies under PMKSY-HKKP",1,2136195,GANESH PATRA,11-May-2023 01:52 PM,Rejected-AOC,NQ,29-Aug-2023 02:56 PM,16-Oct-2023,"INR 2,004,978",120.0,Laxmikanta Tripathy,29-Aug-2023 02:55 PM,6.pdf (320.00 KB),Finance,summary,SUDHA KIRAN PADHI,20-May-2023 10:34 AM,finance_436629.pdf,BOQ Comparative Chart,SE M.I.DIVISION GANJAM II BERHAMPUR,Internal,,Laxmikanta Tripathy,29-Aug-2023 02:54 PM,finsummary_436629.pdf (418.89 KB),AOC,"Improvement to Ranabandha, ParinuagamMIP in Khallikote Block under R R and R of water bodies under PMKSY-HKKP","Improvement to Ranabandha, ParinuagamMIP in Khallikote Block under R R and R of water bodies under PMKSY-HKKP",Please refer Tender documents. ,NA ,"20,05,000",Civil Works - Others,NA ,Tender,90.0,120.0,"SE, M.I.DIVISION GANJAM-II, BERHAMPUR",760010.0,NA ,NA ,NA ,"SE, M.I.DIVISION GANJAM-II, BERHAMPUR",No ,No,"20,100",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"Scan copy of registration certificate, GSTN, PAN, affidavit and other documents as per DTCN",03-May-2023 10:00 AM,15-May-2023 11:30 AM,03-May-2023 10:00 AM,12-May-2023 05:00 PM,NA ,NA ,03-May-2023 10:00 AM,12-May-2023 05:00 PM,1.0,ICICI BANK,"6,000",0.0,Nil,Nil,No,"CE,Minor Irrigation,BBSR||SESMIC-BERHAMPUR||GANJAM I",GMID-II/01/2023-24,2023_CEMIB_88654_6,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"SE, M.I.DIVISION GANJAM-II, BERHAMPUR","SE, M.I.DIVISION GANJAM-II, BERHAMPUR, ENGG. SCHOOL ROAD, BERHAMPUR",AOC
,,,,,,,,,,,,,,,2,2136415,Godabari Swain,11-May-2023 07:32 PM,Rejected-AOC,NQ,29-Aug-2023 02:56 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,3,2136233,KIRAN SWAIN,11-May-2023 02:30 PM,Rejected-AOC,NQ,29-Aug-2023 02:56 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,4,2136879,OMMPRIYA SETHI,12-May-2023 02:03 PM,Rejected-AOC,NQ,29-Aug-2023 02:56 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,5,2133523,SANJUKTA KUMARI NAYAK,08-May-2023 01:11 PM,Rejected-AOC,NQ,29-Aug-2023 02:56 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,6,2136941,SANTOSH KUMAR DALEI,12-May-2023 03:05 PM,Rejected-AOC,NQ,29-Aug-2023 02:56 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,7,2135595,SURESH CHANDRA MAHAPATRA,12-May-2023 10:06 AM,Rejected-AOC,NQ,29-Aug-2023 02:56 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,8,2136834,SUSANTA KUMAR SETHI,12-May-2023 01:27 PM,Accepted-AOC,qualified,29-Aug-2023 02:56 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
