Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Stage
22-Aug-2023,"INR 5,310,166",586.0,Jaminikanta Mohapatra,22-Aug-2023 01:51 PM,2488MaaTariniSuppliers.pdf (493.00 KB),Maa Tarini Suppliers has awarded the L-II Tender for Transport Contractor of Tangi Block and Choudwar MPTY for the Year 2023-25 at the rate of Rs 24.55,COLLECTOR CUTTACK,Internal,"RTO, CUTTACK, DSWO, CUTTACK, DLO, CUTTACK AND CCSO CUM DM, OSCSC LTD., CUTTACK",Jaminikanta Mohapatra,22-Aug-2023 01:36 PM,finsummary_434903.pdf (1698.77 KB),Finance,ALL BIDDERS ARE ALLOWED,Jaminikanta Mohapatra,27-Jun-2023 12:20 PM,,BOQ Comparative Chart,1,2124658,M/S.MAA TARINI SUPPLIERS,03-May-2023 03:37 PM,Accepted-AOC,Lowest rate,22-Aug-2023 01:52 PM,Technical,All Bidders of Tangi Block and Choudwar MPTY are admitted for Technical Bid,Manas Ranjan Mohapatra,11-May-2023 03:01 PM,,Odisha State Civil Supplies Corp. Ltd.||CSO cum DM Cuttack,2023_OSCSC_88114_1,1126_4/17.04.2023,TENDER CALL NOTICE N TENDER DOCUMENTS FOR SELECTION AND APPOINTMENT OF LEVEL -II TRANSPORT CONTRACTOR OF TANGI BLOCK N CHOUDWAR MPTY UNIT FOR BIENNIAL 2023-25,1.0,2124658.0,M/S.MAA TARINI SUPPLIERS,INR,24.55,COLLECTOR CUTTACK,Internal,"ADM GEN, CUTTACK, DLO CUTTACK , DSWO, CUTTACK, RTO, CUTTACK, CCSO CUM DM, OSCSC LTD CUTTACK",Manas Ranjan Mohapatra,11-May-2023 03:40 PM,12-May-2023 12:30 PM,techsummary_434903.pdf (1976.43 KB),AOC,"CCSO-CUM-DM, OSCSC LTD., COLLECTORATE, CUTTACK","OFFICE OF THE CCSO-CUM-DM, OSCSC LTD., COLLECTORATE, CUTTACK","2,65,509",No,fixed,,Nil,Nil,19-Apr-2023 02:00 PM,04-May-2023 11:30 AM,19-Apr-2023 02:00 PM,03-May-2023 05:30 PM,NA ,NA ,19-Apr-2023 02:00 PM,03-May-2023 05:30 PM,12-May-2023 12:30 PM,Odisha State Civil Supplies Corp. Ltd.||CSO cum DM Cuttack,1126_4/17.04.2023,2023_OSCSC_88114_1,Yes,Open Tender,Percentage,Services,2.0,No,No,Online,No,No,No,"5,900",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,NIT N DTCN FOR APPOINTMENT OF L-II TRANSPORT CONTRACTOR OF TANGI-CHOUDWAR UNIT FOR BIENNIAL 23-25,TENDER CALL NOTICE N TENDER DOCUMENTS FOR SELECTION AND APPOINTMENT OF LEVEL -II TRANSPORT CONTRACTOR OF TANGI BLOCK N CHOUDWAR MPTY UNIT FOR BIENNIAL 2023-25,"TRANSPORTATION OF FOODGRAINS FROM OSWC, JAGATPUR TO ALL FPS OF TANGI BLOCK N CHOUDWAR MPTY UNIT",PL REFER TO TENDER DOCUMENTS ,NA ,,Handling and Transportation,NA ,Tender,45.0,730.0,FROM OSWC JAGATPUR TO FPS OF TANGI BLK N CHDR MPTY,753002.0,"OFFICE OF CCSO-CUM-DM, OSCSC LTD., CUTTACK ","OFFICE OF THE CCSO-CUM-DM, OSCSC LTD., COLLECTORATE, CUTTACK ",21-Apr-2023 11:30 AM ,"OFFICE OF CCSO-CUM-DM, OSCSC LTD., CUTTACK",No ,No,1.0,ICICI BANK,AOC
,,,,,,,,,,,,,,,,,,,2,2125974,Sri Bikramaditya Kar,02-May-2023 09:02 PM,Rejected-Finance,Lowest rate and loose in Lottery,22-Aug-2023 01:36 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ FOR SELCTON N APPOINTMENT OF L-II TRANSPORT CONTRACTOR OF TANGI-CHOUDWAR UNIT FOR BIENNIAL 23-25,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,,,,,,,,,,,3,2124203,Subhendu Sahu,02-May-2023 11:24 AM,Rejected-Finance,Higher Rate,22-Aug-2023 01:36 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
