Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
Municipal Bodies||Hindol NAC,HDL NAC-01/2022-23,2022_ORULB_77859_45,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,0.0,No,fixed,,Nil,Nil,Renovation of Dudhia Bandha in Ward No-15.,As per DTCN,Please refer Tender documents. ,NA ,"6,28,600",Civil Works - Others,NA ,Tender,120.0,60.0,HINDOL NAC,759022.0,NA ,NA ,NA ,HINDOL NAC,No ,No,23-May-2022 01:00 PM,03-Jun-2022 11:00 AM,23-May-2022 01:00 PM,01-Jun-2022 05:00 PM,NA ,NA ,23-May-2022 01:00 PM,01-Jun-2022 05:00 PM,EXECUTIVE OFFICER,HINDOL NAC,"4,000",0.0,Nil,Nil,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,NIT,AOC,Executive Officer,Internal,"CP, EO, ME, JE, ACCT.",Maruvada Srinivas,21-Aug-2023 04:42 PM,finsummary_399596.pdf (156.15 KB),Municipal Bodies||Hindol NAC,2022_ORULB_77859_45,HDL NAC-01/2022-23,Renovation of Dudhia Bandha in Ward No-15.,1.0,1854406.0,BADRI NARAYAN DAS,INR,"534,358",Finance,lottery,Maruvada Srinivas,19-Aug-2023 06:36 PM,finance_399596.pdf,BOQ Comparative Chart,1,1859391,ASHOK KUMAR NAYAK,01-Jun-2022 12:00 PM,Rejected-Technical,Lottery,21-Aug-2023 11:25 AM,21-Aug-2023,"INR 534,358",60.0,Maruvada Srinivas,21-Aug-2023 04:49 PM,45.pdf (488.00 KB),AOC,Executive Officer,Internal,"CP, EO, ME, JE, Actt.",Maruvada Srinivas,21-Aug-2023 11:25 AM,techsummary_399596.pdf (156.15 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,DTCN,AOC,,,,,,,,,,,,,,,,,,,,,,2,1855895,BABHRU PRASAD PATI,30-May-2022 03:10 PM,Rejected-Technical,Lottery,21-Aug-2023 11:25 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,3,1854406,BADRI NARAYAN DAS,28-May-2022 01:57 PM,Accepted-AOC,L1,21-Aug-2023 04:49 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,1858963,Gyanaranjan Amanta,01-Jun-2022 06:34 AM,Rejected-Technical,Lottery,21-Aug-2023 11:25 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,1859526,M/S BIKRAM BISWAL,01-Jun-2022 01:36 PM,Rejected-Technical,Lottery,21-Aug-2023 11:25 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,1857111,PRADIP KUMAR DAS,31-May-2022 12:45 AM,Rejected-Technical,Lottery,21-Aug-2023 11:25 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,1858951,PRADOSH PAL,31-May-2022 08:44 PM,Rejected-Technical,Lottery,21-Aug-2023 11:25 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,1859045,Sadananda Behera,31-May-2022 10:34 PM,Rejected-Technical,Lottery,21-Aug-2023 11:25 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,1854478,SAROJ KUMAR BHUTIA,28-May-2022 04:26 PM,Rejected-Technical,Lottery,21-Aug-2023 11:25 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,1854850,SOMANATH SETHI,29-May-2022 09:38 AM,Rejected-Technical,Lottery,21-Aug-2023 11:25 AM,,,,,,,,,,,,,,AOC
