S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,S.No.1,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage
1.0,2166077.0,Peace Pride Project,INR,"709,576","CE-BM,LMB Basin,BBSR||SE, Eastern Circle,Cuttack||EE Mahanadi Barrage Division Cuttack",2023_CELBB_89783_6,e PROCUREMENT NOTICE NO- 04/2023-24,Electrical repairing of Gates at Mahanadi Barrage right side and Taladanda Canal for the ensuing monsoon season for the year 2023-24. (MBD23/2023-24),SUPERINTENDING ENGINEER,Internal,"DAO,ESTIMATOR",Sandeep Kumar,04-Jul-2023 04:15 PM,techsummary_440910.pdf (418.27 KB),Finance,Total 06 nos bidders are Participated.,Sandeep Kumar,04-Jul-2023 11:33 AM,finance_440910.pdf,BOQ Comparative Chart,SUPERINTENDING ENGINEER,Internal,"DAO,ESTIMATOR",Sandeep Kumar,04-Jul-2023 04:37 PM,finsummary_440910.pdf (418.27 KB),24-Jul-2023,"INR 709,576",30.0,Sandeep Kumar,05-Aug-2023 04:45 PM,Manoranjansahoo.pdf (570.00 KB),Work has been awarded to Peace Pride Project.The date of commencement/contract may please be recorded as dt.24.07.2023.,1,2161248,CITY ELECTRONS PROP PRADEEPTA KANUNGO,17-Jun-2023 11:48 AM,Rejected-AOC,being unsuccessful tenderer on lottery system,05-Aug-2023 04:45 PM,AOC,1.0,Fee/PreQual/Technical/Finance,.pdf,"REGISTRATION CERTIFICATE,PAN,GST,Labour License,ESI andEPF registrationandother details as per DTCN","4,000",0.0,Nil,Nil,No,Electrical repairing of Gates at Mahanadi Barrage right side and Taladanda Canal for the ensuing monsoon season for the year 2023-24. (MBD23/2023-24),Electrical repairing of Gates at Mahanadi Barrage right side and Taladanda Canal for the ensuing monsoon season for the year 2023-24. (MBD23/2023-24),Please refer Tender documents. ,NA ,"8,34,698",Electrical Works,NA ,Tender,90.0,30.0,Cuttack,753003.0,NA ,NA ,NA ,"Superintending Engineer Mahanadi Barrage Division,",No ,No,"8,346",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,1.0,2ND CORRIGENDUM,Other,,"CE-BM,LMB Basin,BBSR||SE, Eastern Circle,Cuttack||EE Mahanadi Barrage Division Cuttack",e PROCUREMENT NOTICE NO- 04/2023-24,2023_CELBB_89783_6,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"Superintending Engineer Mahanadi Barrage Division,","Superintending Engineer Mahanadi Barrage Division,",12-Jun-2023 10:00 AM,23-Jun-2023 11:30 AM,12-Jun-2023 10:00 AM,22-Jun-2023 05:00 PM,12-Jun-2023 10:00 AM ,22-Jun-2023 04:00 PM ,12-Jun-2023 10:00 AM,22-Jun-2023 05:00 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2164999,MESSERS TATHAGATA ENGINEERING,21-Jun-2023 01:01 PM,Rejected-AOC,being unsuccessful tenderer on lottery system,05-Aug-2023 04:45 PM,AOC,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2159778,M/S GANGA ELECTRIC,22-Jun-2023 03:52 PM,Rejected-AOC,being unsuccessful tenderer on lottery system,05-Aug-2023 04:45 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2166077,Peace Pride Project,22-Jun-2023 04:53 PM,Accepted-AOC,Work has been awarded to Peace Pride Project.The date of commencement/contract may please be recorded as dt.24.07.2023.,05-Aug-2023 04:45 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2165931,Power Links,22-Jun-2023 02:17 PM,Rejected-AOC,being unsuccessful tenderer on lottery system,05-Aug-2023 04:45 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2165743,SK SOAEB ALLI,22-Jun-2023 03:51 PM,Rejected-AOC,being unsuccessful tenderer on lottery system,05-Aug-2023 04:45 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
