Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
Superintending Engineer,"Ganjam RnadB Division No.I, Giri Road, Near Gita Bhavan, Berhampur - 760005",12-May-2023 01:00 PM,18-May-2023 11:30 AM,12-May-2023 01:00 PM,17-May-2023 04:00 PM,12-May-2023 01:00 PM ,16-May-2023 04:00 PM ,12-May-2023 01:00 PM,17-May-2023 04:00 PM,EIC-CIVIL||SERNB-CIRCLE-BERHAMPUR||EERNB-DIVN-GANJAM I,SE(RandB)Divn-I-BAM-03/2023-24,2023_EICCL_88925_13,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"30,600",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Cost, EMD (Online), Registration Certificate,PAN,GSTIN, affidavit other documents as per DTCN","S/R to Administrative Block (Pathology, Pharmocology, Anatomy Deptt and Cadaver hall) such as providing fitting and fixing of MS Angle-Channel trusses, cement plastering and painting work at MKCG Medical College and Hospital, Berhampur",Building work,Please refer Tender documents. ,NA ,"30,57,940",Civil Works - Buildings,NA ,Tender,90.0,60.0,"Berhampur, Ganjam",760004.0,NA ,NA ,NA ,"O/o the SE, Ganjam RandB Division No.I, Berhampur",No ,No,"6,000",0.0,Nil,Nil,No,AOC,10-Aug-2023,"INR 2,599,555",60.0,Bankim Chandra Panda,10-Aug-2023 01:23 PM,47P1.pdf (354.00 KB),The contract Awarded to Mr.Seshadev Patro,1,2141258,ADIKANDA SABAT,17-May-2023 01:35 PM,Rejected-AOC,Defeat in lottery,10-Aug-2023 01:24 PM,Superintending Engineer,Internal,SR DAO AEE Estimators,Bankim Chandra Panda,10-Aug-2023 01:14 PM,techsummary_437613.pdf (354.01 KB),EIC-CIVIL||SERNB-CIRCLE-BERHAMPUR||EERNB-DIVN-GANJAM I,2023_EICCL_88925_13,SE(RandB)Divn-I-BAM-03/2023-24,"S/R to Administrative Block (Pathology, Pharmocology, Anatomy Deptt and Cadaver hall) such as providing fitting and fixing of MS Angle-Channel trusses, cement plastering and painting work at MKCG Medical College and Hospital, Berhampur",Superintending Engineer,Internal,SR DAO AEE Estimators,Bankim Chandra Panda,10-Aug-2023 01:20 PM,finsummary_437613.pdf (354.01 KB),Finance,24 Nos bidders are participated and tender under Scrutiny,Bankim Chandra Panda,19-May-2023 03:18 PM,finance_437613.pdf,BOQ Comparative Chart,1.0,2140684.0,SESHADEV PATRO,INR,"2,599,555",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,2,2140999,Akshya Kumar Sahu,17-May-2023 01:37 PM,Rejected-AOC,Defeat in lottery,10-Aug-2023 01:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3,2137866,BABULA SETHI,15-May-2023 10:19 PM,Rejected-AOC,Defeat in lottery,10-Aug-2023 01:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,2140665,Basudev Panda,17-May-2023 02:45 PM,Rejected-AOC,Defeat in lottery,10-Aug-2023 01:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5,2141395,BUDHIMANTA NAHAK,17-May-2023 02:57 PM,Rejected-AOC,Defeat in lottery,10-Aug-2023 01:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,6,2141410,DEBASIS PATRA,17-May-2023 03:02 PM,Rejected-AOC,Defeat in lottery,10-Aug-2023 01:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,7,2141316,DEBASIS SAHU,17-May-2023 02:03 PM,Rejected-AOC,Defeat in lottery,10-Aug-2023 01:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,8,2137887,G Kamaraju Reddy,17-May-2023 07:11 AM,Rejected-AOC,Defeat in lottery,10-Aug-2023 01:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,9,2139511,Lingaraj Sabat,16-May-2023 05:36 PM,Rejected-AOC,Defeat in lottery,10-Aug-2023 01:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,10,2137952,PRADEEP KUMAR BEHERA,15-May-2023 08:25 AM,Rejected-AOC,Defeat in lottery,10-Aug-2023 01:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
