Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"2,000",0.0,Nil,Nil,No,"3,815",No,fixed,,Nil,Nil,Construction of RCC drain and Development of Road stadium road to Nayak Babu house in ward no4,Construction of RCC drain and Development of Road stadium road to Nayak Babu house in ward no4,Please refer Tender documents. ,NA ,"3,81,486",Civil Works - Roads,NA ,Tender,45.0,90.0,vyasanagar municipality,755019.0,NA ,NA ,NA ,executive office chamber vyasanagar municipality,No ,No,executive officer,Executive Office chamber Vyasanagar Municipality,28-Mar-2023 10:00 AM,13-Apr-2023 11:00 AM,28-Mar-2023 10:00 AM,12-Apr-2023 05:00 PM,NA ,NA ,28-Mar-2023 10:00 AM,12-Apr-2023 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,document as per DTCN,Municipal Bodies||Vyasanagar Municipality,VNM/05/2022-23,2023_ORULB_87271_14,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,AOC,EO,Internal,JE ME,Tarun Kumar Mohapatra,06-Aug-2023 11:24 AM,finsummary_432278.pdf (407.81 KB),Municipal Bodies||Vyasanagar Municipality,2023_ORULB_87271_14,VNM/05/2022-23,Construction of RCC drain and Development of Road stadium road to Nayak Babu house in ward no4,1.0,2110831.0,ASHOK KUMAR MISHRA,INR,"381,486.151",Finance,tender opened,Bikram Kumar Malik,16-Apr-2023 04:22 PM,finance_432278.pdf,BOQ Comparative Chart,1.0,2110831.0,ASHOK KUMAR MISHRA,09-Apr-2023 01:36 PM,Accepted-AOC,Rejected,06-Aug-2023 11:27 AM,06-Aug-2023,"INR 747,331",90.0,Tarun Kumar Mohapatra,06-Aug-2023 11:26 AM,14.pdf (408.00 KB),total boq amount,EO,Internal,JE ME,Tarun Kumar Mohapatra,06-Aug-2023 11:20 AM,techsummary_432278.pdf (407.81 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,2.0,2110915.0,RANJAN KUMAR SETHY,INR,"365,845.219",,,,,,,2.0,2110915.0,RANJAN KUMAR SETHY,11-Apr-2023 12:53 PM,Accepted-AOC,accepted,06-Aug-2023 11:27 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,NIT,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
