Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"6,000",0.0,Nil,Nil,No,Divisional Officer,"RURAL WORKS DIVISION, MALKANGIRI",Construction of Smart Library Room at Darwin Memorial Higher Secondary School at Kudumulugumma for the year 2023-24,Construction of Smart Library Room at Darwin Memorial Higher Secondary School at Kudumulugumma for the year 2023-24,NA ,NA ,"38,19,776",Civil Works - Buildings,NA ,Tender,90.0,45.0,Malkangiri,764048.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, MALKANGIRI",No ,No,"38,200",Yes,fixed,,Nil,Nil,13-Jul-2023 09:00 AM,19-Jul-2023 11:00 AM,13-Jul-2023 09:00 AM,18-Jul-2023 05:00 PM,13-Jul-2023 09:00 AM ,17-Jul-2023 05:00 PM ,13-Jul-2023 09:00 AM,18-Jul-2023 05:00 PM,1,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"GST,PAN CARD, VALID REGISTRATION CERTIFICATE, AFFIDEVIT REGARDING CORRECTNESS INFORMATION/ CERTIFICA",CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-MALKANGIRI,"03/RWD-I, MKG/2023-24",2023_CERWI_90627_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,24-Aug-2023,"INR 3,247,191.89",45.0,Sujit Behera,24-Aug-2023 10:06 PM,3856.PDF (238.00 KB),work order,Executive Engineer,Internal,work order,Sujit Behera,24-Aug-2023 10:02 PM,finsummary_443763.pdf (238.00 KB),Finance,Comparative,Sujit Behera,24-Aug-2023 09:34 PM,finance_443763.pdf,BOQ Comparative Chart,1,2179839,AMIT BHANJAN DAS,18-Jul-2023 01:21 PM,Rejected-Technical,Not willing to execute in 1st lowest rate,24-Aug-2023 09:56 PM,1.0,2178786.0,PITABASH NATH,INR,"3,247,191.89",CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-MALKANGIRI,2023_CERWI_90627_1,"03/RWD-I, MKG/2023-24",Construction of Smart Library Room at Darwin Memorial Higher Secondary School at Kudumulugumma for the year 2023-24,Executive Engineer,Internal,,Sujit Behera,24-Aug-2023 09:56 PM,techsummary_443763.pdf (114.26 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,.xls,Boq,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,2,2178786,PITABASH NATH,17-Jul-2023 09:51 AM,Accepted-AOC,Qualified,24-Aug-2023 10:07 PM,,,,,,,,,,,,,,,,AOC
