Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Stage
A K Lenka SE,Internal,"A K Mishra DAO, S K Jena AEE, R N Sahu AE",Sashikanta Jena,18-Aug-2023 02:39 PM,techsummary_441470.pdf (511.39 KB),1.0,2163016.0,M/s Bulu Senapati,INR,"672,719",EIC-CIVIL||SERNB-CIRCLE-NORTHERN||EE R and B Div-II Sambalpur,2023_EICCL_89895_4,SE / R and B / SBP II /04 (online)/2023-24,"Repair and renovation to Office of the Assistant Executive Engineer, Burla (R and B) Sub-Division, Burla for the year 2023-24",1,2169553,Abhaya Narayan Padhi,27-Jun-2023 09:19 AM,Rejected-AOC,Disqualify in lottery,24-Aug-2023 05:22 PM,Finance,6 nos bid opened and to be evaluated,Ashok Kumar Lenka,28-Jun-2023 12:53 PM,,BOQ Comparative Chart,A K Lenka SE,Internal,"A K Mishra DAO, S K Jena AEE, R N Sahu AE",Sashikanta Jena,18-Aug-2023 02:42 PM,finsummary_441470.pdf (511.39 KB),24-Aug-2023,"INR 672,719",90.0,Ashok Kumar Lenka,24-Aug-2023 05:21 PM,Bulusenapati.pdf (189.00 KB),Agrt No.197 P1 of 2023-24,AOC,1.0,ICICI BANK,"4,000",0.0,Nil,Nil,No,"Repair and renovation to Office of the Assistant Executive Engineer, Burla (R and B) Sub-Division, Burla for the year 2023-24",Building works,Please refer Tender documents. ,NA ,"7,91,341",Civil Works - Buildings,NA ,Tender,90.0,90.0,Burla,768017.0,NA ,NA ,NA ,O/O the S.E. Sambalpur R and B Division No.II,No ,No,EIC-CIVIL||SERNB-CIRCLE-NORTHERN||EE R and B Div-II Sambalpur,SE / R and B / SBP II /04 (online)/2023-24,2023_EICCL_89895_4,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,S.E. Sambalpur R and B Division No.II,O/O the S.E. Sambalpur R and B Division No.II,17-Jun-2023 06:00 PM,28-Jun-2023 11:30 AM,17-Jun-2023 06:00 PM,27-Jun-2023 05:00 PM,17-Jun-2023 06:00 PM ,26-Jun-2023 05:00 PM ,17-Jun-2023 06:00 PM,27-Jun-2023 05:00 PM,"8,000",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"Valid license, PAN, GSTIN, Affidavit, No relation certificate and other documents as per DTCN",AOC
,,,,,,,,,,,,,,,2,2169420,Amarendra Kumar Panda,26-Jun-2023 09:35 PM,Rejected-AOC,Disqualify in lottery,24-Aug-2023 05:22 PM,,,,,,,,,,,,,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,AOC
,,,,,,,,,,,,,,,3,2169392,CHANDI PRAKASH DASH,26-Jun-2023 09:29 PM,Rejected-AOC,Disqualify in lottery,24-Aug-2023 05:22 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,4,2163016,M/s Bulu Senapati,19-Jun-2023 07:48 AM,Accepted-AOC,Qualified in lottery,24-Aug-2023 05:22 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,5,2169428,M/s Jasbinder Singh Koura,26-Jun-2023 09:55 PM,Rejected-AOC,Disqualify in lottery,24-Aug-2023 05:22 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,6,2169687,PRADIP DANDAPAT,27-Jun-2023 12:51 PM,Rejected-AOC,Disqualify in lottery,24-Aug-2023 05:22 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
