Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
Superintending Engineer,O/o Superintending Engineer RWSS Division Balangir,25-Apr-2023 06:50 PM,04-May-2023 11:00 AM,25-Apr-2023 06:50 PM,03-May-2023 05:00 PM,NA ,NA ,25-Apr-2023 06:50 PM,03-May-2023 05:00 PM,01-Jun-2023 03:00 PM,Rural Water Supply and Sanitation||RWSS Circle Bolangir||RWSS Division Bolangir,BID NO 02 OF 2023 - 24,2023_RWSS_88397_3,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,"10,000",0.0,Nil,Nil,Yes,1.0,Fee/PreQual/Technical,.pdf,"Tender paper cost, EMD, GST, PAN, Contractor Registration Certificate, Experience certificate etc",Execution of RPWS to village Sulekela under Belpada Block with 5 year Operation and maintenance.,Execution of RPWS to village Sulekela under Belpada Block with 5 year Operation and maintenance.,PLEASE REFER DTCN ,NA ,"2,45,78,097",Civil Works - Water Works,WATER SUPPLY ,Tender,180.0,540.0,VILLAGE SULEKELA UNDER BELPADA BLOCK,767026.0,NA ,NA ,NA ,O/o Superintending Engineer RWSS Division Balangir,No ,No,"2,45,781",Yes,percentage,1.0%,Nil,Nil,AOC,Er_SureshChandra_Rout,Internal,Er_SureshChandra_Rout_Er_PratikKumarRout_Mr_ArjunMahto_Er_ResmaKujur_Er_IswarChandraDhamudia,Saroj Kumar Satapathy,01-Jun-2023 12:51 PM,01-Jun-2023 03:00 PM,techsummary_435820.pdf (452.54 KB),1,2126977,BANSHABA PANIKA,01-May-2023 04:39 PM,Rejected-Technical,Half EMD value deposited then required,01-Jun-2023 12:51 PM,1.0,2129008.0,SUBAS CHANDRA BEHERA,INR,"20,893,840",Finance,Financial Bid has been opened,Saroj Kumar Satapathy,02-Jun-2023 12:10 PM,finance_435820.pdf,BOQ Comparative Chart,29-Aug-2023,"INR 24,578,097",540.0,Saroj Kumar Satapathy,29-Aug-2023 06:42 PM,SULEKELA.pdf (488.00 KB),L1 BIDDER HAS RESPOND,Rural Water Supply and Sanitation||RWSS Circle Bolangir||RWSS Division Bolangir,2023_RWSS_88397_3,BID NO 02 OF 2023 - 24,Execution of RPWS to village Sulekela under Belpada Block with 5 year Operation and maintenance.,SURESH_CHANDRA_ROUT,Internal,PRATIK_KUMAR_ROUT_RESMA_KUJUR_ISWARCHANDRA_DHAMUNDIA_ARJUN_MATHO,Saroj Kumar Satapathy,29-Aug-2023 06:41 PM,finsummary_435820.pdf (488.06 KB),Technical,Bid has Opened,Saroj Kumar Satapathy,04-May-2023 12:40 PM,technical_435820.pdf,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,.pdf,Other document as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,2,2128520,DEBENDRA KUMAR SAHU,02-May-2023 06:27 PM,Rejected-AOC,REJECTED AS PER OPWD CODE,29-Aug-2023 06:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3,2129084,Gagan Kumar Das,03-May-2023 01:39 PM,Rejected-AOC,REJECTED AS PER OPWD CODE,29-Aug-2023 06:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,2126990,HITESH AGRAWAL,02-May-2023 05:16 PM,Rejected-AOC,REJECTED AS PER OPWD CODE,29-Aug-2023 06:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5,2129093,JAYANTA MEHER,03-May-2023 03:05 PM,Rejected-AOC,REJECTED AS PER OPWD CODE,29-Aug-2023 06:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,6,2127662,LABENDRA NANDA,03-May-2023 03:33 PM,Rejected-AOC,REJECTED AS PER OPWD CODE,29-Aug-2023 06:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,7,2128145,MUSKAN GUPTA,03-May-2023 11:49 AM,Rejected-AOC,REJECTED AS PER OPWD CODE,29-Aug-2023 06:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,8,2129256,NARESH KUMAR MEHER,03-May-2023 04:39 PM,Rejected-AOC,REJECTED AS PER OPWD CODE,29-Aug-2023 06:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,9,2126776,PARAMESWAR MEHER,02-May-2023 12:59 PM,Rejected-AOC,REJECTED AS PER OPWD CODE,29-Aug-2023 06:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,10,2129127,PUSPALATA PRADHAN,03-May-2023 02:27 PM,Rejected-Technical,Less technical capacity,01-Jun-2023 12:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
