Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Finance,8 BIDDERS PARTICIPATED,Sanjeeb Kumar Behera,17-May-2023 08:02 AM,,BOQ Comparative Chart,1.0,2136783.0,ANIRUDHA SWAIN,INR,"2,745,930","CE-BM,LMB Basin,BBSR||SE, Eastern Circle,Cuttack||EE, Mahanadi North Division,Jagatpur",2023_CELBB_88792_34,MND-02 OF 2023-24,"Restoration to Disty No 2 between RD00 to RD6.50Km, Disty No 2A between RD00 to RD8.87Km and Hanumanta Minor between RD00 to RD2500Mtr of Disty No 2 of Pattamundai canal for the year 2023-24",ER. SANJEEB KUMAR BEHERA,Internal,,Supriya Sahoo,06-Jul-2023 10:06 AM,finsummary_437227.pdf (300.98 KB),ER. SANJEEB KUMAR BEHERA,Internal,,Supriya Sahoo,06-Jul-2023 10:01 AM,techsummary_437227.pdf (300.98 KB),11-Aug-2023,"INR 2,745,930",270.0,Sanjeeb Kumar Behera,11-Aug-2023 01:33 PM,mnd234.pdf (539.00 KB),1,2136783,ANIRUDHA SWAIN,13-May-2023 12:11 PM,Accepted-AOC,SELECTED IN LOTTERY,11-Aug-2023 01:33 PM,AOC,1.0,Fee/PreQual/Technical/Finance,.pdf,"TENDER PAPER COST,EMD,PAN,GSTIN,AFFIDAVIT, NRC AND OTHER DOCUMENTS AS PER DTCN","32,300",Yes,fixed,,Nil,Nil,"Restoration to Disty No 2 between RD00 to RD6.50Km, Disty No 2A between RD00 to RD8.87Km and Hanumanta Minor between RD00 to RD2500Mtr of Disty No 2 of Pattamundai canal for the year 2023-24","Restoration to Disty No 2 between RD00 to RD6.50Km, Disty No 2A between RD00 to RD8.87Km and Hanumanta Minor between RD00 to RD2500Mtr of Disty No 2 of Pattamundai canal for the year 2023-24",Please refer Tender documents. ,NA ,"32,30,125",Civil Works - Others,NA ,Tender,90.0,270.0,NURTANGA,754021.0,NA ,NA ,NA ,"O/O THE SUPERINTENDING ENGINEER, MND-I, JAGATPUR",No ,No,09-May-2023 09:00 AM,16-May-2023 11:30 AM,09-May-2023 09:00 AM,15-May-2023 05:30 PM,09-May-2023 09:00 AM ,12-May-2023 05:30 PM ,09-May-2023 09:00 AM,15-May-2023 05:30 PM,"CE-BM,LMB Basin,BBSR||SE, Eastern Circle,Cuttack||EE, Mahanadi North Division,Jagatpur",MND-02 OF 2023-24,2023_CELBB_88792_34,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,"SUPERINTENDING ENGINEER, MND-I, JAGATPUR","O/O THE SUPERINTENDING ENGINEER, MND-I, JAGATPUR",1.0,ICICI BANK,"6,000",0.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2138784,LALIT KUMAR PARIDA,15-May-2023 01:00 PM,Rejected-Finance,NOT SELECTED IN LOTTERY,06-Jul-2023 10:06 AM,AOC,,,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2138635,LIPU KUMAR MALL,15-May-2023 11:28 AM,Rejected-Finance,NOT SELECTED IN LOTTERY,06-Jul-2023 10:06 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2137395,MAHESWAR BEHURA,13-May-2023 11:48 AM,Rejected-Finance,NOT SELECTED IN LOTTERY,06-Jul-2023 10:06 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2138945,PUSHPALATA SWAIN,15-May-2023 01:40 PM,Rejected-Finance,NOT SELECTED IN LOTTERY,06-Jul-2023 10:06 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2139126,SARAT CHANDRA MOHARANA,15-May-2023 03:15 PM,Rejected-Finance,NOT SELECTED IN LOTTERY,06-Jul-2023 10:06 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2138114,SARITA MISHRA,14-May-2023 02:44 PM,Rejected-Technical,INVALID GSTIN,06-Jul-2023 10:01 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2136938,UGRASEN MOHANTY,12-May-2023 03:11 PM,Rejected-Finance,NOT SELECTED IN LOTTERY,06-Jul-2023 10:06 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
