S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
1.0,ICICI BANK,"6,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.xls,BOQ,17-Apr-2023 11:00 AM,28-Apr-2023 11:00 AM,17-Apr-2023 11:00 AM,27-Apr-2023 05:00 PM,NA ,NA ,17-Apr-2023 11:00 AM,27-Apr-2023 05:00 PM,"CE-BM,UM Basin,Burla||SE,Hirakud Dam Circle,Burla||EE Barpali Canal Division Barpali",BIDT 01 TO 44 2023-24,2023_CEBBU_87887_41,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"SE,BARPALI IRR.DIVISION.BARPALI","O/o SE,BARPALI IRR.DIVISION.BARPAL",Improvement to Water course ( Right) offtaking at RD 3883 m of Mahulpali Minor Ex- Barkarley Disrtibutary under Lump Critical for the year 2023-24.,Improvement to Water course ( Right) offtaking at RD 3883 m of Mahulpali Minor Ex- Barkarley Disrtibutary under Lump Critical for the year 2023-24.,Please refer Tender documents. ,NA ,"12,76,403",Civil Works - Canal,NA ,Tender,90.0,45.0,BARPALI,768029.0,NA ,NA ,NA ,"O/o SE,BARPALI IRR.DIVISION.BARPALI",No ,No,"13,000",Yes,fixed,,Nil,Nil,AOC,"Superintending Engineer, Barpali Irrigation Division, Barpali.",Internal,"Estimator (AEE), Divisional Account Officer, Superintending Engineer.",PRABHAS KUMAR RATH,06-Jun-2023 10:52 AM,finsummary_434302.pdf (142.55 KB),"CE-BM,UM Basin,Burla||SE,Hirakud Dam Circle,Burla||EE Barpali Canal Division Barpali",2023_CEBBU_87887_41,BIDT 01 TO 44 2023-24,Improvement to Water course ( Right) offtaking at RD 3883 m of Mahulpali Minor Ex- Barkarley Disrtibutary under Lump Critical for the year 2023-24.,1.0,2119676.0,TRINATH SETHI,INR,"1,085,070",Finance,Open Successfully,PRABHAS KUMAR RATH,06-May-2023 04:07 PM,finance_434302.pdf,BOQ Comparative Chart,06-Jun-2023,"INR 1,276,403",45.0,PRABHAS KUMAR RATH,05-Aug-2023 06:07 PM,41.pdf (144.00 KB),Work Order,1,2117601,DAMODAR MAHAKUR,27-Apr-2023 03:52 PM,Rejected-Finance,Unsuccessful in Lottery,06-Jun-2023 10:52 AM,"Superintending Engineer, Barpali Irrigation Division, Barpali.",Internal,"A.E.E. Estimator, D.A.O, Superintending Engineer.",PRABHAS KUMAR RATH,06-May-2023 04:31 PM,techsummary_434302.pdf (142.54 KB),AOC
2.0,ICICI NEFT/RTGS,,,,,,,,.pdf,"BID FEE,EMD,RC,PAN,GSTIN,AFFIDAVITS ETC AND OTHER DOCUMENT AS PER DTCN.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2118943,JEEVARDHAN NAIK,25-Apr-2023 09:00 PM,Rejected-Finance,Unsuccessful in Lottery,06-Jun-2023 10:52 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2118268,Monalisa Hota,21-Apr-2023 09:25 PM,Rejected-Finance,Unsuccessful in Lottery,06-Jun-2023 10:52 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2117704,SNEHALATA BEHERA,27-Apr-2023 02:48 PM,Rejected-Finance,Unsuccessful in Lottery,06-Jun-2023 10:52 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2119676,TRINATH SETHI,22-Apr-2023 09:43 PM,Accepted-AOC,Work Order,05-Aug-2023 06:08 PM,,,,,,,AOC
