S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,ICICI BANK,Municipal Bodies||Hindol NAC,HDL NAC-01/2022-23,2022_ORULB_77859_15,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,EXECUTIVE OFFICER,HINDOL NAC,"4,000",0.0,Nil,Nil,No,Construction of C.C Road from Kabiraj Dehuri towards Bapi Chicken Firm in Ward No-07.,As per DTCN,Please refer Tender documents. ,NA ,"5,35,890",Civil Works - Others,NA ,Tender,120.0,60.0,HINDOL NAC,759022.0,NA ,NA ,NA ,HINDOL NAC,No ,No,0.0,No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,NIT,23-May-2022 01:00 PM,03-Jun-2022 11:00 AM,23-May-2022 01:00 PM,01-Jun-2022 05:00 PM,NA ,NA ,23-May-2022 01:00 PM,01-Jun-2022 05:00 PM,AOC,1,1853467,ANOJ KUMAR PATTANAIK,27-May-2022 12:56 PM,Rejected-Technical,Lottery,21-Aug-2023 12:44 PM,21-Aug-2023,"INR 455,560",60.0,Maruvada Srinivas,21-Aug-2023 04:07 PM,15.pdf (134.00 KB),AOC,Executive Officer,Internal,"CP, EO, ME, JE, ACCT.",Maruvada Srinivas,21-Aug-2023 12:44 PM,techsummary_399511.pdf (156.15 KB),Municipal Bodies||Hindol NAC,2022_ORULB_77859_15,HDL NAC-01/2022-23,Construction of C.C Road from Kabiraj Dehuri towards Bapi Chicken Firm in Ward No-07.,Executive Officer,Internal,"CP, EO, ME, JE, ACCT.",Maruvada Srinivas,21-Aug-2023 01:22 PM,finsummary_399511.pdf (134.49 KB),Finance,lottery,Maruvada Srinivas,19-Aug-2023 05:49 PM,finance_399511.pdf,BOQ Comparative Chart,1.0,1858757.0,SUKANT KUMAR SAHOO,INR,"455,560",AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,DTCN,,,,,,,,,AOC,2,1859165,ARTTA NAIK (S.C),01-Jun-2022 03:24 AM,Rejected-Technical,Lottery,21-Aug-2023 12:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,AOC,3,1855691,BABHRU PRASAD PATI,30-May-2022 12:34 PM,Rejected-Technical,Lottery,21-Aug-2023 12:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,1856845,BIRANCHI MOHAPATRA,30-May-2022 09:14 PM,Rejected-Technical,Lottery,21-Aug-2023 12:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,1859206,DEBI PRASAD PATTANAIK,01-Jun-2022 09:43 AM,Rejected-Technical,Lottery,21-Aug-2023 12:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,1859055,Gyanaranjan Amanta,01-Jun-2022 07:42 AM,Rejected-Technical,Lottery,21-Aug-2023 12:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,1857063,PRADIP KUMAR DAS,30-May-2022 11:44 PM,Rejected-Technical,Lottery,21-Aug-2023 12:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,1858833,Sadananda Behera,31-May-2022 09:47 PM,Rejected-Technical,Lottery,21-Aug-2023 12:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,1854395,SAROJ KUMAR BHUTIA,28-May-2022 02:27 PM,Rejected-Technical,Lottery,21-Aug-2023 12:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,1854530,SOMANATH SETHI,28-May-2022 05:15 PM,Rejected-Technical,Lottery,21-Aug-2023 12:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
