Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"PA, ITDA, Kaptipada",At/PO- Udala,ST and SC Development Deptt||ITDA Kaptipada,ITDAKPD-02/2023-24,2023_STSCD_90862_4,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,1st Corrigendum,Date,,1.0,ICICI BANK,20-Jul-2023 10:00 AM,01-Aug-2023 10:00 AM,20-Jul-2023 10:00 AM,31-Jul-2023 05:00 PM,NA ,NA ,20-Jul-2023 10:00 AM,31-Jul-2023 05:00 PM,"6,000",0.0,Nil,Nil,No,"Repair Renovation of E-Library, Science Laboratory and Smart Class Room of Udala College, Udala, Mayurbhanj under 5T Transformation for the year 2023-24","Repair Renovation of E-Library, Science Laboratory and Smart Class Room of Udala College, Udala, Mayurbhanj under 5T Transformation for the year 2023-24",B Class ,NA ,"41,40,263",Civil Works - Buildings,NA ,Tender,90.0,180.0,Udala,757041.0,NA ,NA ,NA ,"ITDA, Kaptipada, Udala",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Contractor License, PAN Card, GSTIN Reg. Certificate etc.","41,500",Yes,fixed,,Nil,Nil,AOC,Collector,Internal,"PA, AEE, APD",BANAMALI NANDA,22-Aug-2023 07:38 PM,techsummary_444601.pdf (1414.62 KB),ST and SC Development Deptt||ITDA Kaptipada,2023_STSCD_90862_4,ITDAKPD-02/2023-24,"Repair Renovation of E-Library, Science Laboratory and Smart Class Room of Udala College, Udala, Mayurbhanj under 5T Transformation for the year 2023-24",1.0,2185689.0,DINAKRUSHNA DAS,INR,"3,519,638",1,2188819,AJIT KUMAR BEHERA,28-Jul-2023 10:28 PM,Rejected-AOC,Not Qualify in Lottery,31-Aug-2023 06:07 PM,PA,Internal,"AEE, APD",BANAMALI NANDA,22-Aug-2023 07:55 PM,finsummary_444601.pdf (813.46 KB),Finance,14 Nos. bidders are participated,BANAMALI NANDA,22-Aug-2023 07:27 PM,finance_444601.pdf,BOQ Comparative Chart,22-Aug-2023,"INR 3,519,638",180.0,NARENDRA KHAMARI,31-Aug-2023 06:07 PM,udala-college.pdf (219.00 KB),AOC,AOC
,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,AOC,,,,,,,,,,,,,,,,2,2187006,ANKIT BARIK,26-Jul-2023 08:47 PM,Rejected-AOC,Not Qualify in Lottery,31-Aug-2023 06:07 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,3,2187151,BHABANI PATRI,27-Jul-2023 10:10 AM,Rejected-AOC,Not Qualify in Lottery,31-Aug-2023 06:07 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,4,2187718,BISHWARANJAN SALANGI,31-Jul-2023 10:56 AM,Rejected-AOC,Not Qualify in Lottery,31-Aug-2023 06:07 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,5,2185689,DINAKRUSHNA DAS,25-Jul-2023 06:04 PM,Accepted-AOC,Qualify in Lottery,31-Aug-2023 06:07 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,6,2185590,JAGANNATH DAS,27-Jul-2023 05:58 PM,Rejected-AOC,Not Qualify in Lottery,31-Aug-2023 06:07 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,7,2187629,JIBAN KUMAR SAHU,27-Jul-2023 04:58 PM,Rejected-AOC,Not Qualify in Lottery,31-Aug-2023 06:07 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,8,2186353,JYOTI PRAKASH MOHANTY,26-Jul-2023 11:52 AM,Rejected-AOC,Not Qualify in Lottery,31-Aug-2023 06:07 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,9,2186444,PRAHALLAD BEHERA,26-Jul-2023 12:49 PM,Rejected-AOC,Not Qualify in Lottery,31-Aug-2023 06:07 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,10,2188801,PRATAP CHANDRA PATRA,28-Jul-2023 09:53 PM,Rejected-AOC,Not Qualify in Lottery,31-Aug-2023 06:07 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,11,2186962,SOURAV PALATA,26-Jul-2023 08:10 PM,Rejected-AOC,Not Qualify in Lottery,31-Aug-2023 06:07 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,12,2186720,SRI BALARAM LENKA,26-Jul-2023 03:45 PM,Rejected-AOC,Not Qualify in Lottery,31-Aug-2023 06:07 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,13,2186859,SRI BISWAJIT PRADHAN,26-Jul-2023 06:39 PM,Rejected-AOC,Not Qualify in Lottery,31-Aug-2023 06:07 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,14,2187353,SUNIL KUMAR DAS,27-Jul-2023 12:37 PM,Rejected-AOC,Not Qualify in Lottery,31-Aug-2023 06:07 PM,,,,,,,,,,,,,,,,,,,,AOC
