Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
Finance,Work order copy,Narayan Patel,07-Aug-2023 05:49 PM,finance_440791.pdf,BOQ Comparative Chart,SEDAOAEEAE,Internal,Work order copy,Narayan Patel,07-Aug-2023 05:59 PM,finsummary_440791.pdf (439.79 KB),07-Aug-2023,"INR 2,415,042.72",90.0,Narayan Patel,07-Aug-2023 06:01 PM,budhakata.pdf (440.00 KB),Work Order copy,1,2161917,ABDUL HALIM SIDDIQUE,17-Jun-2023 10:22 AM,Rejected-AOC,Lowest,07-Aug-2023 06:03 PM,1.0,2164135.0,RICHA MAJHI,INR,"2,415,042.72",EIC-CIVIL||SERNB-CIRCLE-KEONJHAR||EERNB-DIVN-SUNDERGARH,2023_EICCL_89749_6,Bid Identification No-SE-RandB-SNG-08 OF 2023-24,Construction of Internal Approach Road in Odisha Adarsha Vidyalaya at Budhakata under Kutra Block in Sundargarh District under OMBADC,SEDAOAEEAE,Internal,SEDAOAEEAE,Narayan Patel,07-Aug-2023 05:53 PM,techsummary_440791.pdf (439.79 KB),AOC,EIC-CIVIL||SERNB-CIRCLE-KEONJHAR||EERNB-DIVN-SUNDERGARH,Bid Identification No-SE-RandB-SNG-08 OF 2023-24,2023_EICCL_89749_6,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,09-Jun-2023 11:00 AM,26-Jun-2023 11:00 AM,09-Jun-2023 11:00 AM,23-Jun-2023 05:00 PM,09-Jun-2023 11:00 AM ,23-Jun-2023 05:00 PM ,09-Jun-2023 11:00 AM,23-Jun-2023 05:00 PM,SE Sundargarh R and B Division,O/o the SE Sundargarh R and B Division,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Cost, EMD , Licence , PAN, GSTIN, Affidavit, Schedule-A .etc.",1.0,ICICI BANK,"6,000",0.0,Nil,Nil,No,"28,409",Yes,percentage,1.0%,Nil,Nil,Construction of Internal Approach Road in Odisha Adarsha Vidyalaya at Budhakata under Kutra Block in Sundargarh District under OMBADC,Construction of Internal Approach Road in Odisha Adarsha Vidyalaya at Budhakata under Kutra Block in Sundargarh District under OMBADC,Please refer Tender documents. ,NA ,"28,40,893",Civil Works - Buildings,NA ,Tender,90.0,90.0,Sundargarh,770001.0,NA ,NA ,NA ,O/o the SE Sundargarh R and B Division,No ,No,AOC
,,,,,,,,,,,,,,,,,,,2,2164215,BHARAT KISAN,23-Jun-2023 11:53 AM,Rejected-Technical,rejected,07-Aug-2023 05:53 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"MoU with Electrical Contractor , Other documents as per DTCN",2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,3,2165849,BIRANCHI PRADHAN ST,22-Jun-2023 01:35 PM,Rejected-AOC,Lowest,07-Aug-2023 06:03 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,4,2165795,CHINMAY SARPATIA,22-Jun-2023 12:55 PM,Rejected-AOC,Lowest,07-Aug-2023 06:03 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,5,2163350,DOLAGOBINDA BEHERA,19-Jun-2023 01:08 PM,Rejected-AOC,Lowest,07-Aug-2023 06:03 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,6,2166492,FRIENDS CONSTRUCTION,23-Jun-2023 01:11 PM,Rejected-AOC,Lowest,07-Aug-2023 06:03 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,7,2166383,GOPIKRISHNA NAIK,23-Jun-2023 11:59 AM,Rejected-AOC,Lowest,07-Aug-2023 06:03 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,8,2166553,GOURI SHANKAR LAKRA,23-Jun-2023 02:09 PM,Rejected-AOC,Lowest,07-Aug-2023 06:03 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,9,2161723,HIMANSU KUMAR BEHERA,16-Jun-2023 05:49 PM,Rejected-AOC,Lowest,07-Aug-2023 06:03 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,10,2166573,JITENDRA NAIK,23-Jun-2023 02:10 PM,Rejected-AOC,Lowest,07-Aug-2023 06:03 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
