Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
Madhuri Lugun,Internal,,Hajam Tudu,17-Aug-2023 03:34 PM,techsummary_437942.pdf (1293.95 KB),22-Aug-2023,"INR 1,990,000",90.0,Gobinda Dansena,24-Aug-2023 12:39 PM,22.pdf (202.00 KB),1,2148949,K TRINATH RAO,28-May-2023 10:55 AM,Rejected-AOC,Rejected,24-Aug-2023 12:40 PM,1.0,2149186.0,PRAVAT KUMAR BEHERA,INR,"1,990,000",Finance,Sucessfully opened,Hajam Tudu,17-Aug-2023 03:14 PM,,BOQ Comparative Chart,Madhuri Lugun,Internal,,Gobinda Dansena,19-Aug-2023 10:54 AM,finsummary_437942.pdf (1292.53 KB),Municipal Bodies||Rajgangpur Municipality,2023_ORULB_88991_22,EO/RGP/01 of 2023-24,Improvement of B.T. road from I.T. Colony chowk towards OCL Old Clay Gate in W.No.09,AOC,1.0,ICICI BANK,17-May-2023 11:00 AM,29-May-2023 10:00 AM,17-May-2023 11:00 AM,28-May-2023 05:00 PM,NA ,NA ,17-May-2023 11:00 AM,28-May-2023 05:00 PM,Executive Officer,"Rajgangpur Municipality, Dist-Sundargarh",Municipal Bodies||Rajgangpur Municipality,EO/RGP/01 of 2023-24,2023_ORULB_88991_22,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Paper Cost, EMD, GST, PAN, Reg.-Renewal of Contractor license, Exp. and other document as per NIT","20,000",Yes,fixed,,Nil,Nil,Improvement of B.T. road from I.T. Colony chowk towards OCL Old Clay Gate in W.No.09,Improvement of B.T. road from I.T. Colony chowk towards OCL Old Clay Gate in W.No.09,Please refer Tender documents ,NA ,"19,90,000",Civil Works - Others,Improvement of BT Road ,Tender,90.0,90.0,Rajgangpur Municipality RAea,770017.0,NA ,NA ,NA ,Rajgangpur Municipality Office,No ,No,AOC
,,,,,,,,,,,,2,2148982,PRAMOD KUMAR SAMAL,28-May-2023 11:33 AM,Rejected-AOC,Rejected,24-Aug-2023 12:40 PM,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,3,2148291,PRATAP KERKETTA,27-May-2023 10:16 AM,Rejected-AOC,Rejected,24-Aug-2023 12:40 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,4,2149186,PRAVAT KUMAR BEHERA,28-May-2023 04:10 PM,Accepted-AOC,Selected,24-Aug-2023 12:40 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,5,2149204,RAJESH KUMAR TARAI,28-May-2023 04:31 PM,Rejected-AOC,Rejected,24-Aug-2023 12:40 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,6,2149155,Reeta Lakra,28-May-2023 03:24 PM,Rejected-AOC,Rejected,24-Aug-2023 12:40 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,7,2148858,Rohit Xess,28-May-2023 06:54 AM,Rejected-AOC,Rejected,24-Aug-2023 12:40 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,8,2149018,SUBAN EKKA,28-May-2023 01:09 PM,Rejected-AOC,Rejected,24-Aug-2023 12:40 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,9,2148501,SULENDA RRAJAK,27-May-2023 01:43 PM,Rejected-AOC,Rejected,24-Aug-2023 12:40 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,10,2148520,VIVEK GOND,27-May-2023 02:21 PM,Rejected-AOC,Rejected,24-Aug-2023 12:40 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
