Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,Document as per DTCN,"7,080",0.0,Nil,Nil,No,22-Feb-2023 11:00 AM,04-Mar-2023 11:00 AM,22-Feb-2023 11:00 AM,03-Mar-2023 05:00 PM,NA ,NA ,22-Feb-2023 11:00 AM,03-Mar-2023 05:00 PM,EXECUTIVE OFFICER,"O/O EXECUTIVE OFFICER, SUNDARGARH MUNICIPALITY",1,ICICI BANK,Municipal Bodies||Sundargarh Municipality,SNGM-10/2022-23,2023_ORULB_86406_6,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"13,000",Yes,fixed,,Nil,Nil,Construction of Paver Block road and RCC Drain with Cover from Adwait House to Ranju Thakur house in ward no 06,Construction of Paver Block road and RCC Drain with Cover from Adwait House to Ranju Thakur house in ward no 06,Please refer Tender documents. ,NA ,"12,64,559",Civil Works - Others,NA ,Rate Contract,120.0,30.0,Sundargarh Municipality,770001.0,NA ,NA ,NA ,"O/O EXECUTIVE OFFICER, SUNDARGARH MUNICIPALITY",No ,No,AOC,ADMINISTRATOR,Internal,OK,Ranjita Patel,19-Aug-2023 12:58 PM,finsummary_429578.pdf (1613.82 KB),Finance,Opened,Ranjita Patel,19-Aug-2023 12:52 PM,finance_429578.pdf,BOQ Comparative Chart,22-Aug-2023,"INR 1,492,174",30.0,Ranjita Patel,22-Aug-2023 11:58 AM,3010.pdf (1612.00 KB),AOC,1,2094517,Dillip Kumar Gidhi,03-Mar-2023 12:08 PM,Rejected-AOC,Not Accepted,22-Aug-2023 12:00 PM,Municipal Bodies||Sundargarh Municipality,2023_ORULB_86406_6,SNGM-10/2022-23,Construction of Paver Block road and RCC Drain with Cover from Adwait House to Ranju Thakur house in ward no 06,1.0,2094563.0,RAJANIKANTA MAHAPATRA,INR,"1,264,554.14",ADMINISTRATOR,Internal,OK,Ranjita Patel,19-Aug-2023 12:54 PM,techsummary_429578.pdf (188.28 KB),AOC
,,.xls,BoQ,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,2,2094563,RAJANIKANTA MAHAPATRA,03-Mar-2023 11:31 AM,Accepted-AOC,Accepted,22-Aug-2023 12:00 PM,,,,,,,,,,,,,,,,AOC
