Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"6,000",0.0,Nil,Nil,No,31-Mar-2023 06:55 PM,11-Apr-2023 11:30 AM,31-Mar-2023 06:55 PM,10-Apr-2023 05:00 PM,31-Mar-2023 06:55 PM ,10-Apr-2023 05:00 PM ,31-Mar-2023 06:55 PM,10-Apr-2023 05:00 PM,1.0,ICICI BANK,EIC-CIVIL||SERNB-CIRCLE-NORTHERN||EERNB-DIVN-JHARSUGUDA,Bid Identification No-SE-RandB-JSG-27- OF 2022-23,2023_EICCL_87363_2,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC BOOK,TENDER COST,AFFIDAVIT,EMD,PAN, GSTN, LEASE AGREEMENT, MOU OF ELECTRICAL CONT.ETC","24,231",Yes,percentage,1.0%,Nil,Nil,SE Jharsuguda R and B Division,O/O the SE Jharsuguda R and B Division,Construction of Infrastructure of Waste Management for New DHH Jharsuguda under AMA Hospital (5T) for the year 2022-23,Construction of Infrastructure of Waste Management for New DHH Jharsuguda under AMA Hospital (5T) for the year 2022-23,Please refer Tender documents. ,NA ,"24,23,117",Civil Works - Buildings,NA ,Tender,90.0,90.0,JHARSUGUDA,768201.0,NA ,NA ,NA ,O/O the SE Jharsuguda R and B Division,No ,No,AOC,Superintending Engineer,Internal,AEE DAO-1,Shashanka Sekhar Dash,10-Aug-2023 04:14 PM,techsummary_432742.pdf (1284.97 KB),1.0,2110990.0,Dilip Kumar Rathore,INR,"2,059,892",EIC-CIVIL||SERNB-CIRCLE-NORTHERN||EERNB-DIVN-JHARSUGUDA,2023_EICCL_87363_2,Bid Identification No-SE-RandB-JSG-27- OF 2022-23,Construction of Infrastructure of Waste Management for New DHH Jharsuguda under AMA Hospital (5T) for the year 2022-23,1,2110939,A S SUPPLIERS AND CONSTRUCTION PROPRIETOR AJAY KUMAR SHARMA,09-Apr-2023 05:02 PM,Rejected-AOC,LOTTERY NOT IN FAVOUR,10-Aug-2023 04:22 PM,Superintending Engineer,Internal,AEE DAO-1,Shashanka Sekhar Dash,10-Aug-2023 04:17 PM,finsummary_432742.pdf (1284.97 KB),Finance,CS,Shashanka Sekhar Dash,12-May-2023 12:41 PM,,BOQ Comparative Chart,10-Aug-2023,"INR 2,059,892",90.0,Shashanka Sekhar Dash,10-Aug-2023 04:21 PM,WASTEMANAGEMENT.pdf (1285.00 KB),AOC,AOC
,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,2,2110990,Dilip Kumar Rathore,09-Apr-2023 09:15 PM,Accepted-AOC,LOTTERY IN FAVOUR,10-Aug-2023 04:22 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,3,2110994,GEETANJALI SETHI,09-Apr-2023 08:09 PM,Rejected-AOC,LOTTERY NOT IN FAVOUR,10-Aug-2023 04:22 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,4,2111119,KALPIT KUMAR RAWAL,10-Apr-2023 01:44 PM,Not Admitted-Fee/PreQual/Technical/Finance,Others-May not be qualified as failed to satisfy minimum requirement plant and equpments,12-May-2023 12:41 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,5,2111496,MAA CONSTRUCTION,10-Apr-2023 01:34 PM,Rejected-AOC,LOTTERY NOT IN FAVOUR,10-Aug-2023 04:22 PM,,,,,,,,,,,,,,,,,,,,AOC
