S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
1.0,ICICI BANK,12-Jun-2023 10:00 AM,23-Jun-2023 11:30 AM,12-Jun-2023 10:00 AM,22-Jun-2023 05:00 PM,12-Jun-2023 10:00 AM ,22-Jun-2023 04:00 PM ,12-Jun-2023 10:00 AM,22-Jun-2023 05:00 PM,"Superintending Engineer Mahanadi Barrage Division,","O/O Superintending Engineer Mahanadi Barrage Division,Cuttack",1.0,2ND CORRIGENDUM,Other,,"2,000",0.0,Nil,Nil,No,MBD18 2023-24,"Periodic maintenance to Birupa Barrage Gates including replacement of Gear oil and greasing to the movable parts of Gate like drive shaft bearing, couplings, pinions with replacement of oil seal etc. and application of cadium compound to the wire rop",Please refer Tender documents. ,NA ,"4,09,547",Mechanical Works,NA ,Tender,90.0,30.0,Cuttack,753003.0,NA ,NA ,NA ,"Superintending Engineer Mahanadi Barrage Division,",No ,No,"CE-BM,LMB Basin,BBSR||SE, Eastern Circle,Cuttack||EE Mahanadi Barrage Division Cuttack",e PROCUREMENT NOTICE NO- 04/2023-24,2023_CELBB_89783_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"4,095",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"REGISTRATION CERTIFICATE,PAN,GST,Labour License,ESI andEPF registrationandother details as per DTCN",AOC,"CE-BM,LMB Basin,BBSR||SE, Eastern Circle,Cuttack||EE Mahanadi Barrage Division Cuttack",2023_CELBB_89783_1,e PROCUREMENT NOTICE NO- 04/2023-24,MBD18 2023-24,1.0,2163044.0,BANASHREE BHUYAN,INR,"348,156",SUPERINTENDING ENGINEER,Internal,"DAO,ESTIMATOR",Sandeep Kumar,04-Jul-2023 04:11 PM,techsummary_440898.pdf (565.61 KB),24-Jul-2023,"INR 348,155.53",30.0,Sandeep Kumar,05-Aug-2023 04:28 PM,banashree.pdf (601.00 KB),Work has been awarded to Banashree Bhuyan.The date of commencement/contract may please be recorded as dt.24.07.2023.,SUPERINTENDING ENGINEER,Internal,"DAO,ESTIMATOR",Sandeep Kumar,04-Jul-2023 04:22 PM,finsummary_440898.pdf (565.61 KB),Finance,Total 10 nos bidders are Participated.,Sandeep Kumar,04-Jul-2023 11:29 AM,finance_440898.pdf,BOQ Comparative Chart,1,2164595,"ACHYUTA NANDA SWAIN ,PROPRIETOR M/S. ADITYA ENTERPRISER.",21-Jun-2023 10:57 PM,Rejected-AOC,being unsuccessful tenderer on lottery system,05-Aug-2023 04:29 PM,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2163044,BANASHREE BHUYAN,22-Jun-2023 11:10 AM,Accepted-AOC,Work has been awarded to Banashree Bhuyan.The date of commencement/contract may please be recorded as dt.24.07.2023.,05-Aug-2023 04:29 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2162859,LAXMIDHRA BHUYAN,21-Jun-2023 10:07 PM,Rejected-AOC,being unsuccessful tenderer on lottery system,05-Aug-2023 04:29 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2164464,Manashi Dash (Prop - M/s. Babby Engg. & Works),22-Jun-2023 03:54 PM,Rejected-AOC,being unsuccessful tenderer on lottery system,05-Aug-2023 04:29 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2163149,M/S Abirvab Steel Product,21-Jun-2023 06:43 PM,Rejected-AOC,being unsuccessful tenderer on lottery system,05-Aug-2023 04:29 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2163116,M/S Ashreebad Fabricators,21-Jun-2023 04:32 PM,Rejected-AOC,being unsuccessful tenderer on lottery system,05-Aug-2023 04:29 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2162005,M/s. BHAGABATI INDUSTRIES Prop. NIRANJAN PANDA,22-Jun-2023 01:53 PM,Rejected-AOC,being unsuccessful tenderer on lottery system,05-Aug-2023 04:29 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2164454,M/S. SANJEEB ENTERPRISERS,22-Jun-2023 03:48 PM,Rejected-AOC,being unsuccessful tenderer on lottery system,05-Aug-2023 04:29 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2162018,SPS INDUSTRY,22-Jun-2023 12:16 PM,Rejected-AOC,being unsuccessful tenderer on lottery system,05-Aug-2023 04:29 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2162033,SUSHIL KUMAR DAS,22-Jun-2023 12:06 PM,Rejected-AOC,being unsuccessful tenderer on lottery system,05-Aug-2023 04:29 PM,AOC
