Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Finance,Tender opened successfully,Pranabananda Sahu,19-Jun-2023 04:44 PM,,BOQ Comparative Chart,EO ME CP,Internal,,Pranabananda Sahu,17-Aug-2023 02:39 PM,finsummary_440050.pdf (453.32 KB),17-Aug-2023,"INR 1,754,050",60.0,Pranabananda Sahu,17-Aug-2023 02:39 PM,WO0406.pdf (417.00 KB),1,2161753,JAYADEV PRADHAN,17-Jun-2023 04:44 PM,Rejected-Finance,L2,17-Aug-2023 02:38 PM,1.0,2161403.0,RAJENDRA KUMAR PATRA,INR,"1,486,482.97",Municipal Bodies||Balasore Municipality,2023_ORULB_89594_6,BM_04_2023_24,CONTRUCTION OF BALANCE VENDING COMPLEX AT VEGETABLE MARKET AT NAYABAZAR IN WARD NO-18 UNDER BALASORE MUNICIPALITY,EO ME CP,Internal,,Pranabananda Sahu,11-Aug-2023 01:51 PM,techsummary_440050.pdf (453.32 KB),AOC,"6,000",0.0,Nil,Nil,Yes,"14,865",Yes,percentage,1.0%,Nil,Nil,1,ICICI BANK,CONTRUCTION OF BALANCE VENDING COMPLEX AT VEGETABLE MARKET AT NAYABAZAR IN WARD NO-18 UNDER BALASORE MUNICIPALITY,CONTRUCTION OF BALANCE VENDING COMPLEX AT VEGETABLE MARKET AT NAYABAZAR IN WARD NO-18 UNDER BALASORE MUNICIPALITY,Please refer Tender documents. ,NA ,"14,86,483",Civil Works - Others,NA ,Tender,90.0,60.0,BALASORE MUNICIPALITY,756003.0,NA ,NA ,NA ,BALASORE MUNICIPALITY,No ,No,EXECUTIVE OFFICER,BALASORE MUNICIPALITY,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,03-Jun-2023 01:00 PM,19-Jun-2023 11:00 AM,03-Jun-2023 01:00 PM,17-Jun-2023 05:00 PM,NA ,NA ,03-Jun-2023 01:00 PM,17-Jun-2023 05:00 PM,Municipal Bodies||Balasore Municipality,BM_04_2023_24,2023_ORULB_89594_6,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,2,2161403,RAJENDRA KUMAR PATRA,16-Jun-2023 05:26 PM,Accepted-AOC,WO,17-Aug-2023 02:39 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,AOC
