Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
CHIEF ENGINEER OPHWC,OPHWC BHUBANESWAR,"11,800",0.0,Nil,Nil,No,Orissa State Police Housing and Welfare Corporation Ltd,13/OPHWC/2023-24,2023_OSPHW_89893_17,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"54,000",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,17-Jun-2023 06:30 PM,05-Jul-2023 11:00 AM,17-Jun-2023 06:30 PM,03-Jul-2023 05:00 PM,17-Jun-2023 06:30 PM ,21-Jun-2023 05:00 PM ,17-Jun-2023 06:30 PM,03-Jul-2023 05:00 PM,19-Jul-2023 11:00 AM,Constn of Kitchen Cum Dining for the force at Mayubhanj,Building Work,Please refer Tender documents  ,NA ,"53,96,561",Civil Works - Buildings,NA ,Tender,90.0,150.0,Mayubhanj,751022.0,NA ,NA ,NA ,OPHWC BHUBANESWAR,No ,No,1.0,Fee/PreQual/Technical,.pdf,"GST, GSTR-1, PAN, Contractor Registration Certificate and Affidavit",AOC,AS PER AS ACCEPTANCE LETTER,Internal,AS PER AS ACCEPTANCE LETTER,Bikram Keshari Malla,21-Aug-2023 12:37 PM,finsummary_441479.pdf (280.03 KB),Orissa State Police Housing and Welfare Corporation Ltd,2023_OSPHW_89893_17,13/OPHWC/2023-24,Constn of Kitchen Cum Dining for the force at Mayubhanj,Technical,ONE BIDDER HAVE PARTICIPATE,Bikram Keshari Malla,05-Jul-2023 06:21 PM,,1.0,2169758.0,SIBA HANSDA,INR,"5,127,272",1.0,2169758.0,SIBA HANSDA,28-Jun-2023 12:49 PM,Accepted-AOC,QUALIFIED BIDDER,21-Aug-2023 12:38 PM,21-Aug-2023,"INR 5,127,272",150.0,Bikram Keshari Malla,21-Aug-2023 12:38 PM,WORD.pdf (362.00 KB),AWARDED AS L1 TENDERER AND AWARDED ON DATE 18.08.2023,Finance,financial bid open and comparative generated,Bikram Keshari Malla,19-Jul-2023 12:01 PM,,BOQ Comparative Chart,AS PER TC MINUTES,Internal,AS PER TC MINUTES,DURGA CHARANA MISHRA,18-Jul-2023 01:44 PM,19-Jul-2023 11:00 AM,techsummary_441479.pdf (103.33 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other Document as per DTCN,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
