Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
Municipal Bodies||Talcher Municipal Council,TCRM-05/2023-24,2023_ORULB_90383_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Cost. of T.P. EMD, Contractor License, GSTIN, PAN, Affidavit and other documents as per DTCN","Executive Officer, Talcher Municipality","At - Municipal Office, P.O. Talcher Town, Dist.Angul","6,000",0.0,Nil,Nil,No,1.0,ICICI BANK,"13,550",Yes,fixed,,Nil,Nil,05-Jul-2023 04:00 PM,15-Jul-2023 11:00 AM,05-Jul-2023 04:00 PM,14-Jul-2023 05:00 PM,NA ,NA ,05-Jul-2023 04:00 PM,14-Jul-2023 05:00 PM,Renovation of Muinicipal Office Building in W.No.5,Renovation of Muinicipal Office Building in W.No.5,Please refer Tender documents. ,NA ,"13,55,000",Civil Works - Buildings,NA ,Tender,120.0,30.0,Talcher Municipality Office,759107.0,NA ,NA ,NA ,"Municipality Office, Talcher",No ,No,AOC,1.0,2176835.0,SRI CHAGALA BEHERA,INR,"1,341,450",Municipal Bodies||Talcher Municipal Council,2023_ORULB_90383_1,TCRM-05/2023-24,Renovation of Muinicipal Office Building in W.No.5,Sri Pabitra Bhutia,Internal,,BALAYA DEHURY,19-Jul-2023 11:52 AM,techsummary_442873.pdf (214.55 KB),Sri Pabitra Bhutia,Internal,,BALAYA DEHURY,17-Aug-2023 06:46 PM,finsummary_442873.pdf (214.55 KB),Finance,All Are qualifed,BALAYA DEHURY,19-Jul-2023 11:12 AM,,BOQ Comparative Chart,17-Aug-2023,"INR 1,341,450",30.0,BALAYA DEHURY,17-Aug-2023 06:52 PM,workorder.pdf (407.00 KB),1,2176849,ASWINI SINGH,12-Jul-2023 05:53 PM,Rejected-AOC,Unsuccessful,17-Aug-2023 06:58 PM,AOC
,,,,,,,,,,,,,,,,.xls,BILL OF QUANTITY,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2176924,Banamali Sethi,13-Jul-2023 12:03 PM,Rejected-AOC,Unsuccessful,17-Aug-2023 06:58 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2176835,SRI CHAGALA BEHERA,12-Jul-2023 05:43 PM,Accepted-AOC,Successful,17-Aug-2023 06:58 PM,AOC
