S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.2,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
1.0,ICICI BANK,"14,230",Yes,fixed,,Nil,Nil,BDO Dharmasala,"Panchayat Samiti Office Dharmasala,Jaraka, Jajpur, 755050",Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Jajpur||DHARMASALA Block,TenderOnline01 DMSL/2023-24/2792/24.05.23,2023_PRDHM_89287_13,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Construction of Day Care sub centre at Mangalpur,Building Works,As per Tender Documents ,NA ,"14,22,955",Civil Works - Buildings,NA ,Tender,90.0,180.0,Badamangalpur,755008.0,NA ,NA ,NA ,Panchayat Samiti Office Dharmasala,No ,No,26-May-2023 11:00 AM,07-Jun-2023 11:30 AM,26-May-2023 11:00 AM,06-Jun-2023 05:00 PM,26-May-2023 11:00 AM ,03-Jun-2023 01:00 PM ,26-May-2023 11:00 AM,06-Jun-2023 05:00 PM,"6,000",Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,NIT,1.0,Revised Qualification of Contractors,Other,,AOC,"BDO,Dharmasala",Internal,"AEE,AO,SO,CP,JE Dharmasala",KALPATARU BISWAL,15-Aug-2023 11:38 PM,finsummary_439149.pdf (667.06 KB),Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Jajpur||DHARMASALA Block,2023_PRDHM_89287_13,TenderOnline01 DMSL/2023-24/2792/24.05.23,Construction of Day Care sub centre at Mangalpur,1.0,2155821.0,RAGHUNATH NAYAK,INR,"1,422,955",Finance,2 Nos of Bidders are admitted.,KALPATARU BISWAL,15-Aug-2023 11:20 PM,,BOQ Comparative Chart,1.0,2155806.0,MADHULITA ROUTRAY,06-Jun-2023 04:43 PM,Rejected-Finance,Bidder is rejected in Transparent Lottery,15-Aug-2023 11:38 PM,16-Aug-2023,"INR 1,422,955",180.0,Debendra Prasad Bal,16-Aug-2023 06:37 PM,AOCMangalpur.PDF (408.00 KB),"The Bidder was qualified in the lottery process, submitted the required APS,hence qualified.",1.0,Revocation Corrigendum to construction of daycare sub centre building at Mangalpur,"Due to unfortunate typographical mistake during the evaluation of financial bid,the qualified L1 Bidder was rejected unfortunately.",10-Aug-2023 06:32 PM,Revocationcorrigendum.PDF ,248.66,Technical Opening,"BDO,Dharmasala",Internal,"AEE,AO,SO,CP Dharmasala",KALPATARU BISWAL,15-Aug-2023 11:30 PM,techsummary_439149.pdf (471.37 KB),AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"RC,PAN,GSTIN,AFFIDAVIT,ONLINE CHALLAN OF TENDER COST,EMD AND OTHER DOCUMENT AS PER DTCN",,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2.0,2155821.0,RAGHUNATH NAYAK,06-Jun-2023 04:50 PM,Accepted-AOC,"The Bidder was selected in Lottery system,submitted the required APS,hence admitted.",16-Aug-2023 06:39 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
