Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage
20-Jan-2023 10:00 AM,31-Jan-2023 11:00 AM,20-Jan-2023 10:00 AM,30-Jan-2023 05:00 PM,NA ,NA ,20-Jan-2023 10:00 AM,30-Jan-2023 05:00 PM,"4,000",0.0,Nil,Nil,No,"8,200",Yes,fixed,,Nil,Nil,1,ICICI BANK,Municipal Bodies||Bhadrak Municipality,BM-BDK-03-2022-23,2023_ORULB_84998_135,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"Construction of Drain and Road from Sk Jamiruddin house towards Sk Sirajuddin house via Abdul Mazid house at Durgapur in ward No.29,under Devolution Funds 2021-22","Construction of Drain and Road from Sk Jamiruddin house towards Sk Sirajuddin house via Abdul Mazid house at Durgapur in ward No.29,under Devolution Funds 2021-22",Please refer Tender documents. ,NA ,"8,18,000",Civil Works - Others,NA ,Tender,90.0,60.0,Bhadrak Municipality,756100.0,NA ,NA ,NA ,Municipal Council Bhadrak,No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Bid document cost, EMD, GST, Registration Certificate, Affidavit and other documents as per DTCN",Executive Officer,"Executive Officer, Bhadrak Municipality",AOC,Gulmaki Dalawzi,Internal,Details attached below,Pradip Kumar Saha,02-Aug-2023 05:37 PM,techsummary_425692.pdf (236.72 KB),Gulmaki Dalawzi,Internal,Details attached below,Pradip Kumar Saha,02-Aug-2023 05:39 PM,finsummary_425692.pdf (236.72 KB),Finance,ok,Debiprasad Rout,02-Feb-2023 01:02 PM,,BOQ Comparative Chart,1,2065093,BIDYADHAR BEHERA,30-Jan-2023 02:29 PM,Accepted-AOC,Quoted first lowest,02-Aug-2023 05:41 PM,1.0,2065093.0,BIDYADHAR BEHERA,INR,"777,181",Municipal Bodies||Bhadrak Municipality,2023_ORULB_84998_135,BM-BDK-03-2022-23,"Construction of Drain and Road from Sk Jamiruddin house towards Sk Sirajuddin house via Abdul Mazid house at Durgapur in ward No.29,under Devolution Funds 2021-22",02-Aug-2023,"INR 777,181",60.0,Pradip Kumar Saha,02-Aug-2023 05:40 PM,135.pdf (1053.00 KB),work order issued,AOC
,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,AOC,,,,,,,,,,,,,,,,,,,2,2064096,Rajesh Kumar Nayak,30-Jan-2023 01:36 PM,Rejected-AOC,Quoted second lowest,02-Aug-2023 05:41 PM,,,,,,,,,,,,,,,,,AOC
