Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage
Construction of Mini Stadium at Banamalipur College Playground.,Construction of Mini Stadium at Banamalipur College Playground.,Please refer Tender documents. ,NA ,"15,65,350",Civil Works - Others,NA ,Rate Contract,120.0,120.0,"Banamalipur, Balipatna",752102.0,NA ,NA ,NA ,Panchayat Samiti Balipatna,No ,No,1.0,ICICI BANK,Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Khordha||BALIPATNA Block,BPS/01/2023-24,2023_PRBLP_91290_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN FOR CONSTRUCTION OF MINI STADIUM AT BANAMALIPUR PLAYGROUND.,"6,000",Nil,Nil,No,"15,654",Yes,percentage,1.0%,Nil,Nil,Block Development Officer,Panchayat Samiti Balipatna,31-Jul-2023 05:00 PM,16-Aug-2023 11:20 PM,31-Jul-2023 05:00 PM,14-Aug-2023 05:00 PM,31-Jul-2023 05:00 PM ,11-Aug-2023 05:00 PM ,31-Jul-2023 05:00 PM,14-Aug-2023 05:00 PM,AOC,Adikanda Behera,Internal,"AO, SO, AEE, JE",ADIKANDA BEHERA,17-Aug-2023 12:24 PM,techsummary_445486.pdf (570.41 KB),Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Khordha||BALIPATNA Block,2023_PRBLP_91290_1,BPS/01/2023-24,Construction of Mini Stadium at Banamalipur College Playground.,1.0,2201818.0,ANANYA CONSTRUCTION PROP-PRASANA BEHERA,INR,"1,330,704",1,2201818,ANANYA CONSTRUCTION PROP-PRASANA BEHERA,14-Aug-2023 03:47 PM,Accepted-AOC,Selected through lotery,29-Aug-2023 12:37 PM,Adikanda Behera,Internal,"AEE, AO, SO, JE",ADIKANDA BEHERA,17-Aug-2023 12:38 PM,finsummary_445486.pdf (570.41 KB),Finance,Technical and Financial evaluation done,ADIKANDA BEHERA,16-Aug-2023 04:22 PM,finance_445486.pdf,BOQ Comparative Chart,01-Sep-2023,"INR 1,330,704",120.0,ADIKANDA BEHERA,29-Aug-2023 12:35 PM,Minis.pdf (664.00 KB),14.99 percent less cost put to tender,AOC
,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,.xls,BOQ FOR CONSTRUCTION OF MINI STADIUM AT BANAMALIPUR PLAYGROUND,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,2,2194703,ARJUNA BASTIA,04-Aug-2023 06:13 PM,Rejected-Finance,Lottery,17-Aug-2023 12:38 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,3,2201735,CHINMAYEE SAHOO,14-Aug-2023 04:01 PM,Rejected-Finance,Lottery,17-Aug-2023 12:38 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,4,2201580,DEBASISH DAS,14-Aug-2023 01:45 PM,Rejected-Finance,Lottery,17-Aug-2023 12:38 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,5,2201492,DESABANDHU JENA,14-Aug-2023 01:28 PM,Rejected-Finance,Lottery,17-Aug-2023 12:38 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,6,2201917,HARAPRIYA CONSTRUCTION,14-Aug-2023 04:36 PM,Rejected-Finance,Lottery,17-Aug-2023 12:38 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,7,2201067,Kailas Chandra Dalei,14-Aug-2023 04:53 PM,Rejected-Finance,Lottery,17-Aug-2023 12:38 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,8,2194523,LARENS PARIDA,04-Aug-2023 01:48 PM,Rejected-Finance,Lottery,17-Aug-2023 12:38 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,9,2201526,MANOJ KUMAR DAS,14-Aug-2023 01:27 PM,Rejected-Finance,Lottery,17-Aug-2023 12:38 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,10,2200484,M/S PARBATI ENTERPRISES PROP.PARBATI JENA,12-Aug-2023 07:06 PM,Rejected-Finance,Lottery,17-Aug-2023 12:38 PM,,,,,,,,,,,,,,,,,,,,AOC
