Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No.1,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Stage
CE RW I||RWCIRCLE-KENDRAPARA,2023_CERWI_88270_1,Tender Online RCK-15/23,Construction of R.I. Office cum Residence Building at Bandhagaon under Sukinda Block in the Dist. of Jajpur.,1.0,2129457.0,AMAN INFRA ENGINEERING AND CONSTRUCTION,INR,"10,610,533",CCE RW Circle Kenderapara Jajpur,Internal,,Puspanjali Behera,31-May-2023 02:52 PM,31-May-2023 03:15 PM,techsummary_435302.pdf (386.64 KB),1.0,Tender Revocation,Revised Qualified Bidder list,31-May-2023 02:34 PM,1994.pdf ,373.88,Technical Opening,CCE RW Circle Kendrapara-Jajpur,Internal,,Puspanjali Behera,07-Aug-2023 07:28 PM,finsummary_435302.pdf (391.51 KB),07-Aug-2023,"INR 10,610,533",330.0,Puspanjali Behera,07-Aug-2023 07:32 PM,3694.pdf (125.00 KB),1st lowest bidder,1,2129457,AMAN INFRA ENGINEERING AND CONSTRUCTION,03-May-2023 08:31 PM,Accepted-AOC,1st lowest bidder after negosiatation,07-Aug-2023 07:33 PM,Technical,04 nos bidder have participated,Puspanjali Behera,31-May-2023 02:48 PM,,Finance,02 nos bidder have participated,Puspanjali Behera,07-Aug-2023 07:03 PM,,BOQ Comparative Chart,AOC,"1,17,890",Yes,percentage,1.0%,Nil,Nil,Construction of R.I. Office cum Residence Building at Bandhagaon under Sukinda Block in the Dist. of Jajpur.,Construction of Building works,Please refer the tender documents ,NA ,"1,17,89,000",Civil Works - Buildings,NA ,Tender,90.0,330.0,Jajpur,755001.0,NA ,NA ,NA ,"O/o the C.C. E, R.W. Circle Kendrapara- Jajpur",No ,No,"10,000",0.0,Nil,Nil,No,Chief Construction Engineer,"O/o the C.C. E, R.W. Circle Kendrapara- Jajpur",21-Apr-2023 05:35 PM,06-May-2023 11:30 AM,21-Apr-2023 05:35 PM,04-May-2023 05:00 PM,21-Apr-2023 05:35 PM ,03-May-2023 02:00 PM ,21-Apr-2023 05:35 PM,04-May-2023 05:00 PM,31-May-2023 03:15 PM,CE RW I||RWCIRCLE-KENDRAPARA,Tender Online RCK-15/23,2023_CERWI_88270_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,"Paper cost, Regd Certificate, GSTIN,PAN, Labour License, Electrical License",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2129484,KHAGESWAR JENA,04-May-2023 02:42 PM,Rejected-Technical,Disqulified due to fake data in ATO Certificate,31-May-2023 02:52 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,"ATO Affidavit No relation and Correctness certificate, Turn Over, Work in hand, Similar nature of w",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2129919,OM SAMANTARAY,04-May-2023 03:52 PM,Rejected-Finance,Disqualified in combined Evaluation,07-Aug-2023 07:28 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Regd Machineries owned-obtained on hire, Technical personnel and other documents as per DTCN",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2129559,SURESH KUMAR SETHY,03-May-2023 10:18 PM,Rejected-Technical,Disqualified due to non furnished of UDIN no. in ATO,31-May-2023 02:52 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC
