Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
05-Jun-2023 06:55 PM,21-Jun-2023 11:00 AM,05-Jun-2023 06:55 PM,19-Jun-2023 05:00 PM,05-Jun-2023 06:55 PM ,08-Jun-2023 05:00 PM ,05-Jun-2023 06:55 PM,19-Jun-2023 05:00 PM,26-Jun-2023 11:00 AM,CHIEF ENGINEER OPHWC,OPHWC BHUBANESWAR,1.0,ICICI BANK,Orissa State Police Housing and Welfare Corporation Ltd,11/OPHWC/2023-24,2023_OSPHW_89612_3,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"Construction of 12 nos. E type Qtr. at District Hdqtrs, Jajpur.",Building Work,Please refer Tender documents  ,NA ,"3,74,86,406",Civil Works - Buildings,NA ,Tender,90.0,360.0,Jajpur,751022.0,NA ,NA ,NA ,OPHWC BHUBANESWAR,No ,No,"11,800",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,"GST, GSTR-1, PAN, Contractor Registration Certificate and Affidavit","3,74,900",Yes,fixed,,Nil,Nil,AOC,Finance,FINANCIL BID OPEN AND COMPARATIVE GENERATED,DURGA CHARANA MISHRA,26-Jun-2023 12:12 PM,,BOQ Comparative Chart,Technical,SINGLE BIDDER HAS PARTICIPATED,Bikram Keshari Malla,21-Jun-2023 01:59 PM,,1.0,2163458.0,NIRAKAR SAMAL,19-Jun-2023 02:03 PM,Accepted-AOC,QUALIFIED BIDDER,04-Aug-2023 12:21 PM,AS PER ACCEPTANCE LETTER,Internal,AS PER ACCEPTANCE LETTER,Bikram Keshari Malla,04-Aug-2023 12:20 PM,finsummary_440107.pdf (284.55 KB),04-Aug-2023,"INR 35,615,834",360.0,Bikram Keshari Malla,04-Aug-2023 12:21 PM,WORKING.pdf (366.00 KB),AWARDED AS L1 TENDERER AND AWARDED ON DATE 02.08.2023,AS PER TC MINUTES,Internal,AS PER TC MINUTES,DURGA CHARANA MISHRA,24-Jun-2023 12:44 PM,26-Jun-2023 11:00 AM,techsummary_440107.pdf (299.97 KB),1.0,2163458.0,NIRAKAR SAMAL,INR,"35,615,834",Orissa State Police Housing and Welfare Corporation Ltd,2023_OSPHW_89612_3,11/OPHWC/2023-24,"Construction of 12 nos. E type Qtr. at District Hdqtrs, Jajpur.",AOC
,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other Document as per DTCN,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
