Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
09-Aug-2023,"INR 1,492,379",60.0,SUDHIR SAHU,09-Aug-2023 05:31 PM,shreesai.pdf (446.00 KB),M/S Shree Sai Electrical(Prop.Satya Narayan Swain)is selected through transparent lottery as L1 bidder of this tender and the work order may be issued on favor of M/S Shree Sai Electrical,Finance,Bid opening summary,SUDHIR SAHU,10-Jul-2023 12:06 PM,finance_436961.pdf,BOQ Comparative Chart,Superintending Engineer,Internal,"Superintending Engineer, Divisional Accounts Officer, Estimator",SUDHIR SAHU,10-Jul-2023 12:18 PM,finsummary_436961.pdf (460.76 KB),1,2138472,Korapella Nagamani,15-May-2023 05:38 PM,Rejected-AOC,Not Selected through transparent lottery,09-Aug-2023 05:33 PM,"CE-BM,UM Basin,Burla||SE,Hirakud Dam Circle,Burla||EE,Main Dam Divn,Burla",2023_CEBBU_88766_2,MDD-e-01/2023-24,Restoration of disturbed stone packing in the U/S riprap from RD 13050 ft to RD 13580 ft between RL 608 ft and RL 630 ft of Right Earth Dam under lump critical for the year 2023-24,1.0,2139896.0,M/s Shree Sai Electrical,INR,"1,492,379",Superintending Engineer,Internal,"Superintending Engineer, Divisional Accounts Officer, Estimator",SUDHIR SAHU,10-Jul-2023 12:11 PM,techsummary_436961.pdf (532.22 KB),AOC,1.0,Fee/PreQual/Technical/Finance,.pdf,"LICENCE, GST, PAN, AFFIDAVIT AND OTHER DOCUMENTS AS PER DTCN","6,000",0.0,Nil,Nil,No,Restoration of disturbed stone packing in the U/S riprap from RD 13050 ft to RD 13580 ft between RL 608 ft and RL 630 ft of Right Earth Dam under lump critical for the year 2023-24,Restoration of disturbed stone packing in the U/S riprap from RD 13050 ft to RD 13580 ft between RL 608 ft and RL 630 ft of Right Earth Dam under lump critical for the year 2023-24,Please refer Tender documents. ,NA ,"17,55,533",Civil Works - Others,NA ,Tender,90.0,NA ,BURLA,768017.0,NA ,NA ,NA ,"SUPERINTENDING ENGINEER, MAIN DAM DIVISION, BURLA",No ,No,"SUPERINTENDING ENGINEER, MAIN DAM DIVISION, BURLA","o/o- SUPERINTENDING ENGINEER, MAIN DAM DIVISION, BURLA",06-May-2023 01:00 PM,17-May-2023 11:00 AM,06-May-2023 01:00 PM,16-May-2023 05:00 PM,06-May-2023 01:00 PM ,15-May-2023 05:00 PM ,06-May-2023 01:00 PM,16-May-2023 05:00 PM,"CE-BM,UM Basin,Burla||SE,Hirakud Dam Circle,Burla||EE,Main Dam Divn,Burla",MDD-e-01/2023-24,2023_CEBBU_88766_2,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,"17,600",Yes,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,2,2135647,LAXMI NARAYAN PRADHAN,10-May-2023 02:44 PM,Rejected-AOC,Not Selected through transparent lottery,09-Aug-2023 05:33 PM,,,,,,,,,,,,,,,,AOC,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,3,2139454,MD HASAN IMAM,15-May-2023 07:37 PM,Rejected-AOC,Not Selected through transparent lottery,09-Aug-2023 05:33 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,4,2139896,M/s Shree Sai Electrical,16-May-2023 11:19 AM,Accepted-AOC,Selected through transparent lottery,09-Aug-2023 05:33 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,5,2134381,NABIN KUMAR MISHRA,08-May-2023 10:42 PM,Rejected-AOC,Not Selected through transparent lottery,09-Aug-2023 05:33 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,6,2140327,NILESH KUMAR MAHAPATRA,16-May-2023 03:54 PM,Rejected-AOC,Not Selected through transparent lottery,09-Aug-2023 05:33 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,7,2135451,Niranjan Bisoi,15-May-2023 06:32 PM,Rejected-AOC,Not Selected through transparent lottery,09-Aug-2023 05:33 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,8,2138010,PRADIP MEHER,14-May-2023 02:54 PM,Rejected-AOC,Not Selected through transparent lottery,09-Aug-2023 05:33 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,9,2139388,PRATIMA PANDA,15-May-2023 06:06 PM,Rejected-AOC,Not Selected through transparent lottery,09-Aug-2023 05:33 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,10,2139937,PUSPALATA DUTTA,16-May-2023 12:17 PM,Rejected-AOC,Not Selected through transparent lottery,09-Aug-2023 05:33 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
