Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"EXECUTIVE OFFICER, BHAWANIPATNA MUNICIPALITY","EXECUTIVE OFFICER, BHAWANIPATNA MUNICIPALITY","13,238",Yes,fixed,,Nil,Nil,1,ICICI BANK,Municipal Bodies||Bhawanipatna Municipality,BPM/02/2023-24,2023_ORULB_89441_63,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,01-Jun-2023 10:00 AM,13-Jun-2023 10:00 AM,01-Jun-2023 10:00 AM,12-Jun-2023 05:00 PM,NA ,NA ,01-Jun-2023 10:00 AM,12-Jun-2023 05:00 PM,Construction of Paver road with drain from Trisendra Patra house to Tiki Sahu in Ward No.12,Construction of Paver road with drain from Trisendra Patra house to Tiki Sahu in Ward No.12,Please refer Tender documents. ,NA ,"13,23,755",Civil Works - Others,NA ,Tender,90.0,30.0,BHAWANIPATNA MUNICIPALITY,766001.0,NA ,NA ,NA ,BHAWANIPATNA MUNICIPALITY,No ,No,"6,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,NIT,AOC,1,2159106,Nazir Hushen,12-Jun-2023 04:20 PM,Rejected-Finance,LOTTERY,30-Aug-2023 05:51 PM,30-Aug-2023,"INR 1,237,843.64",30.0,Chinmaya Kumar Nayak,30-Aug-2023 05:52 PM,TENDERPROCEEDING.pdf (2453.00 KB),AWARDED,CP,Internal,ACCEPTED,Chinmaya Kumar Nayak,16-Jul-2023 06:12 AM,techsummary_439723.pdf (2452.55 KB),Municipal Bodies||Bhawanipatna Municipality,2023_ORULB_89441_63,BPM/02/2023-24,Construction of Paver road with drain from Trisendra Patra house to Tiki Sahu in Ward No.12,CP,Internal,"JE,ME,EO,STO,CP",Chinmaya Kumar Nayak,30-Aug-2023 05:51 PM,finsummary_439723.pdf (2452.55 KB),Finance,ACCEPTED,Chinmaya Kumar Nayak,15-Jul-2023 06:14 PM,,BOQ Comparative Chart,1.0,2158907.0,TRINATH HARPAL,INR,"1,237,843.64",AOC
,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,AOC,2,2158907,TRINATH HARPAL,11-Jun-2023 05:44 PM,Accepted-AOC,AWARDED,30-Aug-2023 05:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
