S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
1,ICICI BANK,EIC-CIVIL||SERNB-CIRCLE-BERHAMPUR||EERNB-DIVN-BHANJANAGAR,E.E.-BNJ-RandB-02/2023-24,2023_EICCL_89684_34,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Construction of Kitchen Cum Dining Hall at Kusaguma OAV under Dharakote Block in Ganjam District.,Building work,Please refer Tender documents. ,NA ,"25,95,869",Civil Works - Buildings,NA ,Tender,90.0,180.0,Kusaguma under Dharakote Block,761107.0,NA ,NA ,NA ,"O/o E.E, Bhanjanagar (RandB0 Division, Bhanjanagar",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Online proof of Tender Cost, EMD, Contractor RC, PAN, GST, Affidavits and other document as per DTCN","6,000",0.0,Nil,Nil,No,"26,000",Yes,fixed,,Nil,Nil,08-Jun-2023 09:00 AM,17-Jun-2023 11:00 AM,08-Jun-2023 09:00 AM,16-Jun-2023 05:00 PM,08-Jun-2023 09:00 AM ,12-Jun-2023 12:00 PM ,08-Jun-2023 09:00 AM,16-Jun-2023 05:00 PM,Executive Engineer,Bhanjanagar (RandB) Division,AOC,Er. A K Nayak EE,Internal,,Ashis Kumar Nayak,02-Aug-2023 05:51 PM,finsummary_440571.pdf (110.17 KB),EIC-CIVIL||SERNB-CIRCLE-BERHAMPUR||EERNB-DIVN-BHANJANAGAR,2023_EICCL_89684_34,E.E.-BNJ-RandB-02/2023-24,Construction of Kitchen Cum Dining Hall at Kusaguma OAV under Dharakote Block in Ganjam District.,1.0,2160748.0,SRIKANTA PADHY,INR,"2,206,748",Finance,The Tender Document of both bidders are under process,Ashis Kumar Nayak,17-Jun-2023 06:57 PM,,BOQ Comparative Chart,1,2159721,Chinmaya Kumar Rana,15-Jun-2023 07:04 PM,Rejected-AOC,Qualified,02-Aug-2023 05:56 PM,02-Aug-2023,"INR 2,206,748",180.0,Ashis Kumar Nayak,02-Aug-2023 05:54 PM,2AOC34.pdf (220.00 KB),After transparent lottery system Sri Srikanta Padhy got successful 1st lowest tenderer.,Er. A K Nayak EE,Internal,,Ashis Kumar Nayak,02-Aug-2023 05:49 PM,techsummary_440571.pdf (110.17 KB),AOC
2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,2160748,SRIKANTA PADHY,15-Jun-2023 04:22 PM,Accepted-AOC,After transparent lottery system Sri Srikanta Padhy got successful 1st lowest tenderer.,02-Aug-2023 05:56 PM,,,,,,,,,,,,,,AOC
