Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,S.No.1,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,S.No,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
RAJENDRA PRASAD ACHARYA,Internal,,Debendra Kumar Seth,11-Jul-2023 03:00 PM,14-Jul-2023 11:00 AM,techsummary_440473.pdf (563.33 KB),1.0,tender revocation,LIST,11-Jul-2023 02:43 PM,jamgaon.pdf ,547.16,Technical Opening,1.0,2167365.0,Arati Infratech Pvt Ltd,INR,"41,283,133",CE RW I||RWCIRCLE-BHAWANIPATNA,2023_CERWI_89682_3,BPT/Online-04/2023-24,Construction and maintenance of the road Jamgaon to Sunabeda from 0/0Km. to 6/500Km. under Improvement to Existing RD Road in the District of Nuapada for the year 2023-24,1,2167365,Arati Infratech Pvt Ltd,27-Jun-2023 04:47 PM,Accepted-AOC,L1 selected for lottery,17-Aug-2023 11:24 AM,Technical,8NOS. BIDDERS ARE PARTICIPATED,Debendra Kumar Seth,11-Jul-2023 02:56 PM,,Finance,PRICE BID OPENED,Debendra Kumar Seth,14-Jul-2023 11:41 AM,,BOQ Comparative Chart,17-Aug-2023,"INR 45,865,051.72",180.0,Rajendra Prasad Acharya,17-Aug-2023 11:23 AM,1213.pdf (388.00 KB),RP ACHARYA,Internal,,Rajendra Prasad Acharya,17-Aug-2023 11:22 AM,finsummary_440473.pdf (387.65 KB),AOC,1.0,REVISED DTCN,Technical Bid,,Construction and maintenance of the road Jamgaon to Sunabeda from 0/0Km. to 6/500Km. under Improvement to Existing RD Road in the District of Nuapada for the year 2023-24,Construction and maintenance of the road Jamgaon to Sunabeda from 0/0Km. to 6/500Km. under Improvement to Existing RD Road in the District of Nuapada for the year 2023-24,Please refer Tender documents. ,NA ,"4,58,65,000",Civil Works - Roads,NA ,Tender,90.0,180.0,NUAPADA/NUAPADA,766107.0,NA ,NA ,NA ,"O/O THE CCE RW CIRCLE, BHAWANIPATNA",No ,No,"10,000",0.0,Nil,Nil,No,1.0,ICICI BANK,07-Jun-2023 09:00 AM,28-Jun-2023 11:00 AM,07-Jun-2023 09:00 AM,27-Jun-2023 05:00 PM,07-Jun-2023 09:00 AM ,26-Jun-2023 05:00 PM ,07-Jun-2023 09:00 AM,27-Jun-2023 05:00 PM,14-Jul-2023 11:00 AM,CHIEF CONSTRUCTION ENGINEER,"O/O THE CCE RW CIRCLE, BHAWANIPATNA","4,58,650",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"Paper cost, EMD, GST, PAN, RC, Affidavit correctness certificate and no relation certificate",CE RW I||RWCIRCLE-BHAWANIPATNA,BPT/Online-04/2023-24,2023_CERWI_89682_3,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,2,2168101,BIJAY KUMAR SAHU,27-Jun-2023 01:24 PM,Rejected-Finance,NOT SELECTED LOTTERY,17-Aug-2023 11:22 AM,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,.pdf,"Work in hand, ATO, Similar nature of work, Machineries and other documents as per DTCN",,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,3,2168705,GOPAMANI PANIGRAHI,27-Jun-2023 01:49 PM,Rejected-Finance,NOT SELECTED LOTTERY,17-Aug-2023 11:22 AM,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantities,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,4,2169844,KSHYROD KUMAR PADHI,27-Jun-2023 04:07 PM,Rejected-Finance,NOT SELECTED LOTTERY,17-Aug-2023 11:22 AM,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,5,2169421,M/S L.N. CONSTRUCTION,27-Jun-2023 01:58 PM,Rejected-Finance,NOT SELECTED LOTTERY,17-Aug-2023 11:22 AM,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,6,2169779,M/S SRI OMI INFRA,27-Jun-2023 02:09 PM,Rejected-Finance,NOT SELECTED LOTTERY,17-Aug-2023 11:22 AM,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,7,2169814,Prasana Kumar Padhy,27-Jun-2023 04:32 PM,Rejected-Finance,NOT SELECTED LOTTERY,17-Aug-2023 11:22 AM,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,8,2168683,SOBIKA AGRAWAL,26-Jun-2023 09:26 PM,Rejected-Finance,NOT SELECTED LOTTERY,17-Aug-2023 11:22 AM,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
