Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No.1,Bank Name,Name,Address,Tender Stage
ALOK KUMAR NAIK,Internal,1-VINIT KUMAR 2-BASANTA KUMAR DEHURY 3- UMESH CHANDRA BHOI,Alok Naik,24-Aug-2023 12:38 PM,techsummary_441575.pdf (548.01 KB),24-Aug-2023,"INR 939,612.255",60.0,Alok Naik,24-Aug-2023 12:43 PM,aocbmwAgalpur.pdf (548.00 KB),1,2170220,AMIT AGRAWAL,28-Jun-2023 12:13 PM,Rejected-AOC,Transparent Lottery System,24-Aug-2023 12:45 PM,Finance,Total No. of 3 bidder participated and all are accepted for Technical and Financial Evaluation Process,Alok Naik,24-Aug-2023 12:37 PM,finance_441575.pdf,BOQ Comparative Chart,1.0,2170139.0,JATA SHANKAR GUPTA,INR,"939,612.255",EIC-CIVIL||SERNB-CIRCLE-NORTHERN||EERNB-DIVN-BARGARH,2023_EICCL_89925_12,IFB-SE PWD BGH-09 OF 2023-24,"Construction of containment area with Autoclave Shedder Room and bio Waste storage Room at CHC, Agalpur in Bargarh district for the year 2023-24",ALOK KUMAR NAIK,Internal,1-VINIT KUMAR 2-BASANTA KUMAR DEHURY 3- UMESH CHANDRA BHOI,Alok Naik,24-Aug-2023 12:42 PM,finsummary_441575.pdf (548.01 KB),AOC,"6,000",0.0,Nil,Nil,No,1.0,1ST CORRIGENDUM,Other,,"Construction of containment area with Autoclave Shedder Room and bio Waste storage Room at CHC, Agalpur in Bargarh district for the year 2023-24","BUILDING WORK (CIVIL, EI AND PH)",PLESE REFER THE TENDER DOCUMENT ,NA ,"11,05,296",Civil Works - Buildings,NA ,Tender,90.0,60.0,AGALPUR,768029.0,NA ,NA ,NA ,"O/O THE SE (R AND B) DIVISION, BARGARH",No ,No,"11,053",Yes,fixed,,Nil,Nil,21-Jun-2023 11:00 AM,01-Jul-2023 11:30 AM,21-Jun-2023 11:00 AM,29-Jun-2023 05:00 PM,21-Jun-2023 11:00 AM ,29-Jun-2023 05:00 PM ,21-Jun-2023 11:00 AM,29-Jun-2023 05:00 PM,EIC-CIVIL||SERNB-CIRCLE-NORTHERN||EERNB-DIVN-BARGARH,IFB-SE PWD BGH-09 OF 2023-24,2023_EICCL_89925_12,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Cost, EMD, GSTIN, PAN, EPF, ESI, Affidavit and other documents as per DTCN",1.0,ICICI BANK,"SE (R AND B) DIVISION, BARGARH","O/O THE SE (R AND B) DIVISION, BARGARH, At-GOVT BUS STAND, INFRONT OF WOMENS COLLEGE BARGARH",AOC
,,,,,,,,,,,,2,2170139,JATA SHANKAR GUPTA,28-Jun-2023 11:21 AM,Accepted-AOC,Work awarded by Jata Shankar Gupta,24-Aug-2023 12:45 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of quantity,2.0,ICICI NEFT/RTGS,,,AOC
,,,,,,,,,,,,3,2169742,SEBATEE SAHU,27-Jun-2023 06:49 PM,Rejected-AOC,Transparent Lottery System,24-Aug-2023 12:45 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
