Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
EIC-CIVIL||SE R and B Electrical,2023_EICCL_89268_1,Bid Identification No.S.E.E.C (RandB) 04/2023-24,"Supply and Installation of additional 3nos of Lifts at DHH Kalikanagar, Dhenkanal.",1.0,2155536.0,AJANTA ENTERPRISES,INR,"5,999,574.8",Superintending Engineer Electrical Circle (RandB) Bhubaneswar,Internal,"AEE SEEC (RandB) BBSR, AEE GE Sub-Div Dhenkanal, PA to SEEC (RandB) BBSR, DAO Dhenkanal (RandB) Div and SE Dhenkanal (RandB) Div",Pradeep Kumar Mohanty,28-Jun-2023 01:20 PM,01-Jul-2023 11:30 AM,techsummary_438997.pdf (221.54 KB),19-Aug-2023,"INR 5,999,574.8",90.0,Pradeep Kumar Mohanty,19-Aug-2023 12:55 PM,AOC.pdf (287.00 KB),Aoc,Superintending Engineer Electrical Circle (RandB) Bhubaneswar,Internal,"AEE SEEC (RandB),AEE G.E. Sub-Divn. Dhenkanal, P.A. to SEEC(RandB) Odisha, Bbsr,D.A.O Dhenkanal(RandB) Divn., S.E. Dhenkanal(RandB) Divn.",Pradeep Kumar Mohanty,05-Jul-2023 01:09 PM,finsummary_438997.pdf (458.24 KB),Finance,Opened,Sulagna Biswal,01-Jul-2023 12:32 PM,,BOQ Comparative Chart,1,2155536,AJANTA ENTERPRISES,06-Jun-2023 01:57 PM,Accepted-AOC,Ok,19-Aug-2023 12:57 PM,Technical,ONLY THREE NUMBER BIDDERS WERE PARTICIPATED IN THIS BID AND THEIR DOCUMENTS ARE VIEWED.,Sulagna Biswal,08-Jun-2023 01:29 PM,technical_438997.pdf,AOC,"70,575",No,fixed,,Nil,Nil,24-May-2023 05:00 PM,08-Jun-2023 11:30 AM,24-May-2023 05:00 PM,07-Jun-2023 05:00 PM,24-May-2023 05:00 PM ,31-May-2023 05:00 PM ,24-May-2023 05:00 PM,07-Jun-2023 05:00 PM,01-Jul-2023 11:30 AM,"S.E. Electrical Circle (RandB) Odisha, Bhubaneswar","S.E. Electrical Circle (RandB) Odisha, Bhubaneswar, Nirman Soudha Building.","Supply and Installation of additional 3nos of Lifts at DHH Kalikanagar, Dhenkanal.","Supply and Installation of additional 3nos of Lifts at DHH Kalikanagar, Dhenkanal.",Please refer Tender documents. ,NA ,"70,57,493",Electrical Works,NA ,Tender,90.0,90.0,"DHH Kalikanagar, Dhenkanal",759015.0,NA ,NA ,NA ,"S.E. Electrical Circle (RandB) Odisha, Bhubaneswar",No ,No,EIC-CIVIL||SE R and B Electrical,Bid Identification No.S.E.E.C (RandB) 04/2023-24,2023_EICCL_89268_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"Tender Cost, EMD, PAN, GSTIN, Affidavit and Contractor Registration Certificate",1.0,ICICI BANK,"10,000",0.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2154098,FRANKSON AUTOMATION COMPANY PVT LTD,05-Jun-2023 01:08 PM,Rejected-Technical,"As per the requirement of CDM and PHO cum District Mission Director, Dhenkanal vide their Memo no.2856 dt.15.05.2023, OTIS, Thyssenkrupp, Mitsubishi, Schindler and Johnson make Lift were only mentioned in the BOQ which was uploaded in the tender.",28-Jun-2023 01:20 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other documents as per DTCN,2.0,ICICI NEFT/RTGS,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2155544,M/s. TECHNO CRAFTS,06-Jun-2023 03:39 PM,Rejected-AOC,Ok,19-Aug-2023 12:57 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,AOC
