EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"29,300",Yes,fixed,,Nil,Nil,SE DKL R and B Division,SE DKL R and B Division Dhenkanal,16-Jun-2023 10:00 AM,01-Jul-2023 09:00 AM,16-Jun-2023 10:00 AM,30-Jun-2023 05:00 PM,NA ,NA ,16-Jun-2023 10:00 AM,30-Jun-2023 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,RC PAN GST,"Construction of Additional Class Room Building of Parjang Higher Secondary School, Parjang in the district Dhenkanal for the year 2023-24","Construction of Additional Class Room Building of Parjang Higher Secondary School, Parjang in the district Dhenkanal for the year 2023-24",Please refer Tender documents. ,NA ,"29,29,301",Civil Works - Buildings,NA ,Tender,90.0,120.0,Dhenkanal,759001.0,NA ,NA ,NA ,SE DKL R and B Division,No ,No,"6,000",0.0,Nil,Nil,No,EIC-CIVIL||SERNB-CIRCLE-DHENKANAL||EERNB-DIVN-DHENKANAL,SE DKL (R and B) 09 2023-24,2023_EICCL_89842_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,AOC,Superitending Engineer,Internal,SE Sr DAO AEE Estimator JE Estimator,Manoranjan Biswal,20-Aug-2023 09:26 AM,finsummary_441094.pdf (20.57 KB),Finance,Eighteen Bids are opened,Suchismita Satapathy,01-Jul-2023 11:54 AM,finance_441094.pdf,BOQ Comparative Chart,20-Aug-2023,"INR 2,929,301",120.0,Manoranjan Biswal,20-Aug-2023 09:27 AM,parjang_school.pdf (409.00 KB),Agreement done on 26.07.2023,1,2170891,AB ENTERPRISES PROP ABHIJIT BISOI,30-Jun-2023 02:22 PM,Rejected-AOC,Disqualified in transparent lottery,20-Aug-2023 09:29 AM,1.0,2170820.0,DEBASHIS RAUL,INR,"2,490,199",EIC-CIVIL||SERNB-CIRCLE-DHENKANAL||EERNB-DIVN-DHENKANAL,2023_EICCL_89842_1,SE DKL (R and B) 09 2023-24,"Construction of Additional Class Room Building of Parjang Higher Secondary School, Parjang in the district Dhenkanal for the year 2023-24",Superintending Engineer Dhenkanal R and B Division,Internal,SE Sr.DAO AEE Estimator JEE Estimator,Manoranjan Biswal,05-Jul-2023 07:56 PM,techsummary_441094.pdf (198.00 KB),AOC
,,,,,,,,,,,,,,,,,,.pdf,Affidavit Mechinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,2,2168156,ANIL KUMAR SAHOO,25-Jun-2023 01:13 PM,Rejected-AOC,Disqualified in transparent lottery,20-Aug-2023 09:29 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,3,2165803,BISWAJIT SAHOO,22-Jun-2023 12:56 PM,Rejected-AOC,Disqualified in transparent lottery,20-Aug-2023 09:29 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,4,2170843,BISWARANJAN JENA,30-Jun-2023 11:52 AM,Rejected-AOC,Disqualified in transparent lottery,20-Aug-2023 09:29 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,5,2170820,DEBASHIS RAUL,30-Jun-2023 11:07 AM,Accepted-AOC,Work has been awarded,20-Aug-2023 09:29 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,6,2170652,Gyanendra Dhar,29-Jun-2023 12:00 PM,Rejected-AOC,Disqualified in transparent lottery,20-Aug-2023 09:29 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,7,2170762,JAMBESWAR BURMA,29-Jun-2023 06:07 PM,Rejected-AOC,Disqualified in transparent lottery,20-Aug-2023 09:29 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,8,2165727,KRUPASINDHU SAHOO,22-Jun-2023 12:43 PM,Rejected-AOC,Disqualified in transparent lottery,20-Aug-2023 09:29 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,9,2167162,NIRANJAN SAHOO,24-Jun-2023 11:43 AM,Rejected-AOC,Disqualified in transparent lottery,20-Aug-2023 09:29 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,10,2170796,PRAMOD KUMAR BEHERA,30-Jun-2023 07:33 AM,Rejected-AOC,Disqualified in transparent lottery,20-Aug-2023 09:29 AM,,,,,,,,,,,,,,,,AOC
