Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
Odisha State Civil Supplies Corp. Ltd.||CSO cum DM Mayurbhanj,876 / 17.04.23 KARANJIA BLOCK,2023_OSCSC_88174_1,Yes,Open Tender,Percentage,Services,2.0,No,No,Online,No,No,No,"CCSO-CUM-DM, OSCSC Ltd., Mayurbhanj","O/O-CCSO-CUM-DM, OSCSC Ltd., Mayurbhanj, Baripada",1.0,Fee/PreQual/Technical,.pdf,NIT,"5,900",0.0,Nil,Nil,No,1.0,ICICI BANK,20-Apr-2023 10:00 AM,20-May-2023 09:00 AM,20-Apr-2023 10:00 AM,18-May-2023 05:00 PM,20-Apr-2023 10:00 AM ,24-Apr-2023 05:00 PM ,20-Apr-2023 10:00 AM,18-May-2023 05:00 PM,30-May-2023 10:00 AM,"Selection and appointment of Level-II contractor for transportation of Custom Milled Rice (CMR) from Rice Receiving Centre (RRC) OSWC, Karanjia to KARANJIA Block Unit Retail Centres(FPS).","Selection and appointment of Level-II contractor for transportation of Custom Milled Rice (CMR) from Rice Receiving Centre (RRC) OSWC, Karanjia to KARANJIA Block Unit Retail Centres(FPS).",Please refer Tender document/ DTCN. ,NA ,"33,03,179",Handling and Transportation,NA ,Tender,45.0,730.0,KARANJIA BLOCK,757037.0,"O/O-CCSO-CUM-DM, OSCSC Ltd., Mayurbhanj ","O/O-CCSO-CUM-DM, OSCSC Ltd., Mayurbhanj, Baripada ",25-Apr-2023 11:00 AM ,"Collectorate, Mayurbhanj, Baripada",No ,No,"1,65,200",No,fixed,,Nil,Nil,AOC,Technical,TWO NUMBERS OF TENDER DOCUMENTS ARE DOWNLOADED AND SUBMITTED TO TENDER COMMITTEE FOR VERIFICATION,Krushna Chandra Sethi,21-May-2023 11:07 AM,,1.0,2137667.0,AJIT KUMAR MALLICK,17-May-2023 07:54 PM,Rejected-Finance,rejected,05-Aug-2023 06:27 PM,Finance,TWO NUMBERS OF TENDER PRICE BID BOQ ARE DOWNLOADED AND SUBMITTED TO TENDER COMMITTEE FOR EVALUATION,Krushna Chandra Sethi,30-May-2023 04:23 PM,,BOQ Comparative Chart,19-Aug-2023,INR 36,730.0,Krushna Chandra Sethi,19-Aug-2023 03:09 PM,PROCEEDING18381807236BLOCK.pdf (365.00 KB),APPROVED AS RS.36.00,"ADM, MAYURBHANJ",External,"DWO, MAYURBHANJ, DLO, MAYURBHANJ, RTO, MAYURBHAJ, DSWO, MAYURBHANJ, CHIEF CSO, MAYURBHANJ",Krushna Chandra Sethi,05-Aug-2023 06:27 PM,finsummary_435034.pdf (365.20 KB),"ADM, MAYURBHANJ",External,"DWO, MAYURBHANJ, DLO, MAYURBHANJ, RTO, MAYURBHAJ, DSWO, MAYURBHANJ, CHIEF CSO, MAYURBHANJ",Krushna Chandra Sethi,30-May-2023 08:36 AM,30-May-2023 10:00 AM,techsummary_435034.pdf (4228.11 KB),1.0,2140352.0,sambhunath sahu,INR,36.0,Odisha State Civil Supplies Corp. Ltd.||CSO cum DM Mayurbhanj,2023_OSCSC_88174_1,876 / 17.04.23 KARANJIA BLOCK,"Selection and appointment of Level-II contractor for transportation of Custom Milled Rice (CMR) from Rice Receiving Centre (RRC) OSWC, Karanjia to KARANJIA Block Unit Retail Centres(FPS).",AOC
,,,,,,,,,,,,,,,,,,.pdf,DTCN,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,2.0,2140352.0,sambhunath sahu,16-May-2023 11:42 PM,Accepted-AOC,LOWEST BIDDER,19-Aug-2023 03:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
