Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
Finance,ACCEPTED,Chinmaya Kumar Nayak,15-Jul-2023 06:09 PM,,BOQ Comparative Chart,1.0,2159244.0,PARTHA SARATHI SUNANI,INR,"1,584,488.81",Municipal Bodies||Bhawanipatna Municipality,2023_ORULB_89441_55,BPM/02/2023-24,Construction of Paver road and repairing of drain from Sagar pada to Masani Khatgada in Ward No. 11,CP,Internal,"JE,ME,EO,CP",Chinmaya Kumar Nayak,22-Jul-2023 11:07 PM,finsummary_439715.pdf (2452.55 KB),CP,Internal,ACCEPTED,Chinmaya Kumar Nayak,16-Jul-2023 06:33 AM,techsummary_439715.pdf (2452.55 KB),25-Aug-2023,"INR 1,584,488.81",30.0,Chinmaya Kumar Nayak,30-Aug-2023 05:44 PM,TENDERPROCEEDING.pdf (2453.00 KB),AWARDED,1,2158460,LAXMIPRIYA SABAR,10-Jun-2023 01:39 PM,Rejected-AOC,L2,30-Aug-2023 05:45 PM,AOC,"16,945",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,"EXECUTIVE OFFICER, BHAWANIPATNA MUNICIPALITY","EXECUTIVE OFFICER, BHAWANIPATNA MUNICIPALITY",01-Jun-2023 10:00 AM,13-Jun-2023 10:00 AM,01-Jun-2023 10:00 AM,12-Jun-2023 05:00 PM,NA ,NA ,01-Jun-2023 10:00 AM,12-Jun-2023 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,NIT,"6,000",0.0,Nil,Nil,No,Municipal Bodies||Bhawanipatna Municipality,BPM/02/2023-24,2023_ORULB_89441_55,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Construction of Paver road and repairing of drain from Sagar pada to Masani Khatgada in Ward No. 11,Construction of Paver road and repairing of drain from Sagar pada to Masani Khatgada in Ward No. 11,Please refer Tender documents. ,NA ,"16,94,460",Civil Works - Others,NA ,Tender,90.0,30.0,BHAWANIPATNA MUNICIPALITY,766001.0,NA ,NA ,NA ,BHAWANIPATNA MUNICIPALITY,No ,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2159098,Nazir Hushen,12-Jun-2023 04:17 PM,Rejected-Finance,UNSUCCESS,22-Jul-2023 11:07 PM,AOC,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2159244,PARTHA SARATHI SUNANI,12-Jun-2023 02:42 PM,Accepted-AOC,AWARDED,30-Aug-2023 05:45 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2158860,Santosh Kumar Panigrahi,11-Jun-2023 04:14 PM,Rejected-Finance,UNSUCCESS,22-Jul-2023 11:07 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2158984,SNP DEVELOPERS PROP. PRADYUT PRADHAN,12-Jun-2023 05:59 AM,Rejected-Finance,UNSUCCESS,22-Jul-2023 11:07 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
