Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"4,000",0.0,Nil,Nil,No,Executive Officer,"Rajgangpur Municipality, Dist-Sundargarh","7,000",Yes,fixed,,Nil,Nil,Municipal Bodies||Rajgangpur Municipality,EO/RGP/01 of 2023-24,2023_ORULB_88991_12,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Paper Cost, EMD, GST, PAN, Reg.-Renewal of Contractor license, Exp. and other document as per NIT",17-May-2023 11:00 AM,29-May-2023 10:00 AM,17-May-2023 11:00 AM,28-May-2023 05:00 PM,NA ,NA ,17-May-2023 11:00 AM,28-May-2023 05:00 PM,1.0,ICICI BANK,"Construction of Culvert with Road from Arbin Ekka house towards Canal, W.No.14","Construction of Culvert with Road from Arbin Ekka house towards Canal, W.No.14",Please refer Tender documents ,NA ,"7,00,000",Civil Works - Others,Paver block road ,Tender,90.0,90.0,Rajgangpur Municipality Area,770017.0,NA ,NA ,NA ,Rajgangpur Municipality,No ,No,AOC,Municipal Bodies||Rajgangpur Municipality,2023_ORULB_88991_12,EO/RGP/01 of 2023-24,"Construction of Culvert with Road from Arbin Ekka house towards Canal, W.No.14",Madhuri Lugun,Internal,,Gobinda Dansena,19-Aug-2023 11:00 AM,finsummary_437910.pdf (1292.53 KB),Finance,Sucessfully opened,Gobinda Dansena,17-Aug-2023 12:43 PM,,BOQ Comparative Chart,1.0,2149083.0,BIPRA CHARAN NAYAK,INR,"700,000",1,2149098,AJIT TANTY,28-May-2023 02:03 PM,Rejected-AOC,Rejected,22-Aug-2023 05:16 PM,22-Aug-2023,"INR 700,000",90.0,Gobinda Dansena,22-Aug-2023 05:15 PM,12.pdf (397.00 KB),Madhuri Lugun,Internal,,Gobinda Dansena,17-Aug-2023 04:39 PM,techsummary_437910.pdf (3353.29 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,2149083,BIPRA CHARAN NAYAK,28-May-2023 01:58 PM,Accepted-AOC,Selected Through Transparent lottery Process,22-Aug-2023 05:16 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,2149041,BISWAJIT SANTRA,28-May-2023 12:34 PM,Rejected-AOC,Rejected,22-Aug-2023 05:16 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,2147172,GIRIJA PRASAD SAMAL,26-May-2023 12:15 AM,Rejected-AOC,Rejected,22-Aug-2023 05:16 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,2148660,GITANJALI MINZ,27-May-2023 11:08 PM,Rejected-AOC,Rejected,22-Aug-2023 05:16 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,2148211,IFTEKHAR AHMED,26-May-2023 10:02 PM,Rejected-AOC,Rejected,22-Aug-2023 05:16 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,2149153,JAYDEV BEHERA,28-May-2023 03:20 PM,Rejected-AOC,Rejected,22-Aug-2023 05:16 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,2148019,KIRAN KUMAR BADAIK,26-May-2023 05:23 PM,Rejected-AOC,Rejected,22-Aug-2023 05:16 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,2148604,PRATAP KERKETTA,27-May-2023 04:39 PM,Rejected-AOC,Rejected,22-Aug-2023 05:16 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,2148261,PUNI LAKRA,27-May-2023 08:20 AM,Rejected-AOC,Rejected,22-Aug-2023 05:16 PM,,,,,,,,,,,,,AOC
