Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
Rural Water Supply and Sanitation||RWSS Circle Bolangir||RWSS Division Bolangir,2023_RWSS_88867_2,BID NO 03 OF 2023 - 24,Execution of RPWS to village MAGURBEDA under LOISINGHA Block with 5 year operation and maintenance,Technical,Tender has been Opened,Saroj Kumar Satapathy,23-May-2023 11:50 AM,technical_437349.pdf,SURESH_CHANDRA_ROUT,Internal,PRATIK_KUMAR_ROUT_RESMA_KUJUR_ISWARCHANDRA_DHAMUNDIA_ARJUN_MATHO,Saroj Kumar Satapathy,21-Aug-2023 05:15 PM,finsummary_437349.pdf (482.28 KB),1.0,2142160.0,PRASANTA KUMAR BEHERA,INR,"8,891,118",21-Aug-2023,"INR 10,458,908",540.0,Saroj Kumar Satapathy,21-Aug-2023 05:17 PM,MAGURBEDA.pdf (482.00 KB),L1 BIDDER HAS RESPOND,Finance,FINANCIAL BID HAS BEEN OPENED,Saroj Kumar Satapathy,28-Jun-2023 12:14 PM,finance_437349.pdf,BOQ Comparative Chart,SURESH_CHANDRA_ROUT,Internal,PRATIK_KUMAR_ROUT_RESMA_KUJUR_ISWARCHANDRA_DHAMUNDIA_ARJUN_MATHO,Saroj Kumar Satapathy,27-Jun-2023 06:40 PM,27-Jun-2023 06:55 PM,techsummary_437349.pdf (349.41 KB),1,2143645,BANSHABA PANIKA,22-May-2023 07:12 AM,Rejected-AOC,REJECTED AS PER OPWD CODE,21-Aug-2023 05:17 PM,AOC,Rural Water Supply and Sanitation||RWSS Circle Bolangir||RWSS Division Bolangir,BID NO 03 OF 2023 - 24,2023_RWSS_88867_2,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"Tender paper cost, EMD, GST, PAN, Contractor Registration Certificate, Experience Certificate etc","1,04,589",Yes,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,Superintending Engineer,O/o Superintending Engineer RWSS Division Balangir,Execution of RPWS to village MAGURBEDA under LOISINGHA Block with 5 year operation and maintenance,Execution of RPWS to village MAGURBEDA under LOISINGHA Block with 5 year operation and maintenance,PLEASE REFER DTCN ,NA ,"1,04,58,908",Civil Works - Water Works,WATER SUPPLY ,Tender,180.0,540.0,MAGURBEDA under LOISINGHA BLOCK,767020.0,NA ,NA ,NA ,O/o Superintending Engineer RWSS Division Balangir,No ,No,"10,000",0.0,Nil,Nil,Yes,10-May-2023 03:00 PM,23-May-2023 11:00 AM,10-May-2023 03:00 PM,22-May-2023 05:00 PM,NA ,NA ,10-May-2023 03:00 PM,22-May-2023 05:00 PM,27-Jun-2023 06:55 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2143924,BANSHIDHAR JENA,22-May-2023 03:33 PM,Rejected-AOC,REJECTED AS PER OPWD CODE,21-Aug-2023 05:17 PM,AOC,,,,,,,,,,,,,,,,,.pdf,Other Document as per DTCN,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2143539,BASU AGRAWAL,22-May-2023 09:25 AM,Rejected-AOC,REJECTED AS PER OPWD CODE,21-Aug-2023 05:17 PM,AOC,,,,,,,,,,,,,,,2.0,Finance,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2144336,KAMALA KANTA MAHALA,22-May-2023 04:40 PM,Rejected-AOC,REJECTED AS PER OPWD CODE,21-Aug-2023 05:17 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2143849,MANORAMA SASAMALA,22-May-2023 11:34 AM,Rejected-AOC,REJECTED AS PER OPWD CODE,21-Aug-2023 05:17 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2142160,PRASANTA KUMAR BEHERA,22-May-2023 11:20 AM,Accepted-AOC,AWARDED AS PER OPWD CODE,21-Aug-2023 05:17 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2142169,SUBAS CHANDRA BEHERA,22-May-2023 11:50 AM,Rejected-AOC,REJECTED AS PER OPWD CODE,21-Aug-2023 05:17 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
