EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"50,000",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,"SUPERINTENDING ENGINEER,MND-I,JAGATPUR","O/O THE S.E,MND-I,JAGATPUR",1.0,Fee/PreQual/Technical/Finance,.pdf,"RC,PAN,GSTIN,NRC,AFFIDAVIT,EMD,TENDER PAPER COST AND OTHER DOCUMENTS AS PER DTCN","CE-BM,LMB Basin,BBSR||SE, Eastern Circle,Cuttack||EE, Mahanadi North Division,Jagatpur",MND-03 OF 2023-24,2023_CELBB_88983_3,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",0.0,Nil,Nil,No,15-May-2023 10:00 AM,23-May-2023 11:30 AM,15-May-2023 10:00 AM,22-May-2023 05:30 PM,15-May-2023 10:00 AM ,21-May-2023 05:30 PM ,15-May-2023 10:00 AM,22-May-2023 05:30 PM,Restoration to Genguti right embankment near village Gaudapatana for the year 2023-24,Restoration to Genguti right embankment near village Gaudapatana for the year 2023-24,Please refer Tender documents. ,NA ,"49,98,574",Civil Works - Others,NA ,Tender,90.0,270.0,NURTANGA,754012.0,NA ,NA ,NA ,"O/O THE S.E,MND-I,JAGATPUR",No ,No,AOC,10-Aug-2023,"INR 4,249,288",270.0,Sanjeeb Kumar Behera,10-Aug-2023 12:41 PM,mnd33.pdf (1146.00 KB),ER SK BEHERA,Internal,,Supriya Sahoo,05-Jun-2023 05:52 PM,finsummary_437799.pdf (620.50 KB),Finance,15 BIDDERS ARE PARTICIPATED,Supriya Sahoo,24-May-2023 04:45 PM,,BOQ Comparative Chart,1,2144146,ASHIS DAS,22-May-2023 01:59 PM,Rejected-Finance,NOT SELECTED IN LOTTERY,05-Jun-2023 05:52 PM,1.0,2143874.0,SOURAV ROUTRAY,INR,"4,249,288","CE-BM,LMB Basin,BBSR||SE, Eastern Circle,Cuttack||EE, Mahanadi North Division,Jagatpur",2023_CELBB_88983_3,MND-03 OF 2023-24,Restoration to Genguti right embankment near village Gaudapatana for the year 2023-24,ER SK BEHERAPP,Internal,,Supriya Sahoo,05-Jun-2023 05:30 PM,techsummary_437799.pdf (620.50 KB),AOC
,,,,,,2.0,ICICI NEFT/RTGS,,,,,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2,2144069,CHITRASEN DAS,22-May-2023 01:27 PM,Rejected-Finance,NOT SELECTED IN LOTTERY,05-Jun-2023 05:52 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3,2143495,DEBAKANTA MALLICK,21-May-2023 06:41 PM,Rejected-Finance,NOT SELECTED IN LOTTERY,05-Jun-2023 05:52 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,4,2144207,DEBASHIS ROUT,22-May-2023 02:32 PM,Rejected-Finance,NOT SELECTED IN LOTTERY,05-Jun-2023 05:52 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,5,2144217,LOKANATH ROUT,22-May-2023 02:43 PM,Rejected-Finance,NOT SELECTED IN LOTTERY,05-Jun-2023 05:52 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,6,2144024,PRADIP KUMAR NAYAK,22-May-2023 01:08 PM,Rejected-Finance,NOT SELECTED IN LOTTERY,05-Jun-2023 05:52 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,7,2143819,PRADYUMNA KUMAR MISHRA,22-May-2023 11:25 AM,Rejected-Finance,NOT SELECTED IN LOTTERY,05-Jun-2023 05:52 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,8,2143944,PRASANNA KUMAR ROUT,22-May-2023 12:21 PM,Rejected-Finance,NOT SELECTED IN LOTTERY,05-Jun-2023 05:52 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,9,2144079,RAMESH CHANDRA PRADHAN,22-May-2023 01:32 PM,Rejected-Finance,NOT SELECTED IN LOTTERY,05-Jun-2023 05:52 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,10,2144230,SANJAYA KUMAR ROUTRAY,22-May-2023 03:01 PM,Rejected-Finance,NOT SELECTED IN LOTTERY,05-Jun-2023 05:52 PM,,,,,,,,,,,,,,,,AOC
